result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size      342, 1087008 req, miss ratio 0.6283, byte miss ratio 0.6283
result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size     1026, 1087008 req, miss ratio 0.6160, byte miss ratio 0.6160
result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size     3423, 1087008 req, miss ratio 0.6028, byte miss ratio 0.6028
result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size    10269, 1087008 req, miss ratio 0.5898, byte miss ratio 0.5898
result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size    34233, 1087008 req, miss ratio 0.4179, byte miss ratio 0.4179
result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size    68466, 1087008 req, miss ratio 0.3440, byte miss ratio 0.3440
result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size   136932, 1087008 req, miss ratio 0.3239, byte miss ratio 0.3239
result/tencentBlock.ns23215.oracleGeneral.zst LIRS cache size   273865, 1087008 req, miss ratio 0.3160, byte miss ratio 0.3160
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size      342, 1087008 req, miss ratio 0.6022, byte miss ratio 0.6022
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size     1026, 1087008 req, miss ratio 0.5972, byte miss ratio 0.5972
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size     3423, 1087008 req, miss ratio 0.5938, byte miss ratio 0.5938
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size    10269, 1087008 req, miss ratio 0.5769, byte miss ratio 0.5769
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size    34233, 1087008 req, miss ratio 0.4589, byte miss ratio 0.4589
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size    68466, 1087008 req, miss ratio 0.3675, byte miss ratio 0.3675
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size   136932, 1087008 req, miss ratio 0.3332, byte miss ratio 0.3332
result/tencentBlock.ns23215.oracleGeneral.zst Cacheus cache size   273865, 1087008 req, miss ratio 0.3153, byte miss ratio 0.3153
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size      342, 1087008 req, miss ratio 0.6078, byte miss ratio 0.6078
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size     1026, 1087008 req, miss ratio 0.5982, byte miss ratio 0.5982
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size     3423, 1087008 req, miss ratio 0.5951, byte miss ratio 0.5951
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size    10269, 1087008 req, miss ratio 0.5905, byte miss ratio 0.5905
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size    34233, 1087008 req, miss ratio 0.4955, byte miss ratio 0.4955
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size    68466, 1087008 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size   136932, 1087008 req, miss ratio 0.3305, byte miss ratio 0.3305
result/tencentBlock.ns23215.oracleGeneral.zst Clock cache size   273865, 1087008 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size      342, 1087008 req, miss ratio 0.6021, byte miss ratio 0.6021
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size     1026, 1087008 req, miss ratio 0.5974, byte miss ratio 0.5974
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size     3423, 1087008 req, miss ratio 0.5942, byte miss ratio 0.5942
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size    10269, 1087008 req, miss ratio 0.5891, byte miss ratio 0.5891
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size    34233, 1087008 req, miss ratio 0.4270, byte miss ratio 0.4270
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size    68466, 1087008 req, miss ratio 0.3451, byte miss ratio 0.3451
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size   136932, 1087008 req, miss ratio 0.3286, byte miss ratio 0.3286
result/tencentBlock.ns23215.oracleGeneral.zst ARC cache size   273865, 1087008 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns23215.oracleGeneral.zst LRU cache size      342, 1087008 req, miss ratio 0.6093, byte miss ratio 0.6093
result/tencentBlock.ns23215.oracleGeneral.zst LRU cache size     1026, 1087008 req, miss ratio 0.5986, byte miss ratio 0.5986
result/tencentBlock.ns23215.oracleGeneral.zst LRU cache size     3423, 1087008 req, miss ratio 0.5954, byte miss ratio 0.5954
