result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size      283, 2080341 req, miss ratio 0.4174, byte miss ratio 0.4174
result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size      851, 2080341 req, miss ratio 0.3802, byte miss ratio 0.3802
result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size     2839, 2080341 req, miss ratio 0.3670, byte miss ratio 0.3670
result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size     8518, 2080341 req, miss ratio 0.3543, byte miss ratio 0.3543
result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size    28394, 2080341 req, miss ratio 0.3391, byte miss ratio 0.3391
result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size    56788, 2080341 req, miss ratio 0.2374, byte miss ratio 0.2374
result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size   113576, 2080341 req, miss ratio 0.1607, byte miss ratio 0.1607
result/tencentBlock.ns11268.oracleGeneral.zst Cacheus cache size   227152, 2080341 req, miss ratio 0.1374, byte miss ratio 0.1374
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size      283, 2080341 req, miss ratio 0.4277, byte miss ratio 0.4277
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size      851, 2080341 req, miss ratio 0.3844, byte miss ratio 0.3844
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size     2839, 2080341 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size     8518, 2080341 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size    28394, 2080341 req, miss ratio 0.3208, byte miss ratio 0.3208
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size    56788, 2080341 req, miss ratio 0.2466, byte miss ratio 0.2466
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size   113576, 2080341 req, miss ratio 0.1871, byte miss ratio 0.1871
result/tencentBlock.ns11268.oracleGeneral.zst LHD cache size   227152, 2080341 req, miss ratio 0.1433, byte miss ratio 0.1433
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size      283, 2080341 req, miss ratio 0.4344, byte miss ratio 0.4344
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size      851, 2080341 req, miss ratio 0.3864, byte miss ratio 0.3864
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size     2839, 2080341 req, miss ratio 0.3757, byte miss ratio 0.3757
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size     8518, 2080341 req, miss ratio 0.3613, byte miss ratio 0.3613
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size    28394, 2080341 req, miss ratio 0.3256, byte miss ratio 0.3256
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size    56788, 2080341 req, miss ratio 0.2316, byte miss ratio 0.2316
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size   113576, 2080341 req, miss ratio 0.1726, byte miss ratio 0.1726
result/tencentBlock.ns11268.oracleGeneral.zst LRU cache size   227152, 2080341 req, miss ratio 0.1371, byte miss ratio 0.1371
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size      283, 2080341 req, miss ratio 0.4083, byte miss ratio 0.4083
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size      851, 2080341 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size     2839, 2080341 req, miss ratio 0.3674, byte miss ratio 0.3674
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size     8518, 2080341 req, miss ratio 0.3505, byte miss ratio 0.3505
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size    28394, 2080341 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size    56788, 2080341 req, miss ratio 0.2328, byte miss ratio 0.2328
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size   113576, 2080341 req, miss ratio 0.1593, byte miss ratio 0.1593
result/tencentBlock.ns11268.oracleGeneral.zst ARC cache size   227152, 2080341 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size      283, 2080341 req, miss ratio 0.4295, byte miss ratio 0.4295
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size      851, 2080341 req, miss ratio 0.3867, byte miss ratio 0.3867
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size     2839, 2080341 req, miss ratio 0.3703, byte miss ratio 0.3703
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size     8518, 2080341 req, miss ratio 0.3514, byte miss ratio 0.3514
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size    28394, 2080341 req, miss ratio 0.3032, byte miss ratio 0.3032
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size    56788, 2080341 req, miss ratio 0.2345, byte miss ratio 0.2345
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size   113576, 2080341 req, miss ratio 0.1911, byte miss ratio 0.1911
result/tencentBlock.ns11268.oracleGeneral.zst LIRS cache size   227152, 2080341 req, miss ratio 0.1500, byte miss ratio 0.1500
result/tencentBlock.ns11268.oracleGeneral.zst clock2 cache size      283, 2080341 req, miss ratio 0.4296, byte miss ratio 0.4296
result/tencentBlock.ns11268.oracleGeneral.zst clock2 cache size      851, 2080341 req, miss ratio 0.3841, byte miss ratio 0.3841
