result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size      266, 1569652 req, miss ratio 0.4546, byte miss ratio 0.4546
result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size      800, 1569652 req, miss ratio 0.4476, byte miss ratio 0.4476
result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size     2669, 1569652 req, miss ratio 0.4452, byte miss ratio 0.4452
result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size     8008, 1569652 req, miss ratio 0.4440, byte miss ratio 0.4440
result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size    26696, 1569652 req, miss ratio 0.4008, byte miss ratio 0.4008
result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size    53393, 1569652 req, miss ratio 0.3586, byte miss ratio 0.3586
result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size   106786, 1569652 req, miss ratio 0.2058, byte miss ratio 0.2058
result/tencentBlock.ns9599.oracleGeneral.zst LRU cache size   213572, 1569652 req, miss ratio 0.1706, byte miss ratio 0.1706
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size      266, 1569652 req, miss ratio 0.4490, byte miss ratio 0.4490
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size      800, 1569652 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size     2669, 1569652 req, miss ratio 0.4444, byte miss ratio 0.4444
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size     8008, 1569652 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size    26696, 1569652 req, miss ratio 0.4067, byte miss ratio 0.4067
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size    53393, 1569652 req, miss ratio 0.3272, byte miss ratio 0.3272
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size   106786, 1569652 req, miss ratio 0.2200, byte miss ratio 0.2200
result/tencentBlock.ns9599.oracleGeneral.zst Cacheus cache size   213572, 1569652 req, miss ratio 0.1712, byte miss ratio 0.1712
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size      266, 1569652 req, miss ratio 0.4536, byte miss ratio 0.4536
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size      800, 1569652 req, miss ratio 0.4472, byte miss ratio 0.4472
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size     2669, 1569652 req, miss ratio 0.4455, byte miss ratio 0.4455
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size     8008, 1569652 req, miss ratio 0.4439, byte miss ratio 0.4439
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size    26696, 1569652 req, miss ratio 0.4199, byte miss ratio 0.4199
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size    53393, 1569652 req, miss ratio 0.3787, byte miss ratio 0.3787
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size   106786, 1569652 req, miss ratio 0.2388, byte miss ratio 0.2388
result/tencentBlock.ns9599.oracleGeneral.zst clock2 cache size   213572, 1569652 req, miss ratio 0.1708, byte miss ratio 0.1708
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size      266, 1569652 req, miss ratio 0.5315, byte miss ratio 0.5315
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size      800, 1569652 req, miss ratio 0.4661, byte miss ratio 0.4661
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size     2669, 1569652 req, miss ratio 0.4469, byte miss ratio 0.4469
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size     8008, 1569652 req, miss ratio 0.4409, byte miss ratio 0.4409
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size    26696, 1569652 req, miss ratio 0.3876, byte miss ratio 0.3876
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size    53393, 1569652 req, miss ratio 0.3119, byte miss ratio 0.3119
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size   106786, 1569652 req, miss ratio 0.1999, byte miss ratio 0.1999
result/tencentBlock.ns9599.oracleGeneral.zst LIRS cache size   213572, 1569652 req, miss ratio 0.1708, byte miss ratio 0.1708
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size      266, 1569652 req, miss ratio 0.4531, byte miss ratio 0.4531
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size      800, 1569652 req, miss ratio 0.4474, byte miss ratio 0.4474
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size     2669, 1569652 req, miss ratio 0.4452, byte miss ratio 0.4452
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size     8008, 1569652 req, miss ratio 0.4439, byte miss ratio 0.4439
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size    26696, 1569652 req, miss ratio 0.3971, byte miss ratio 0.3971
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size    53393, 1569652 req, miss ratio 0.3586, byte miss ratio 0.3586
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size   106786, 1569652 req, miss ratio 0.2058, byte miss ratio 0.2058
result/tencentBlock.ns9599.oracleGeneral.zst LeCaR cache size   213572, 1569652 req, miss ratio 0.1707, byte miss ratio 0.1707
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size      266, 1569652 req, miss ratio 0.4486, byte miss ratio 0.4486
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size      800, 1569652 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size     2669, 1569652 req, miss ratio 0.4448, byte miss ratio 0.4448
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size     8008, 1569652 req, miss ratio 0.4438, byte miss ratio 0.4438
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size    26696, 1569652 req, miss ratio 0.4011, byte miss ratio 0.4011
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size    53393, 1569652 req, miss ratio 0.3238, byte miss ratio 0.3238
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size   106786, 1569652 req, miss ratio 0.2068, byte miss ratio 0.2068
result/tencentBlock.ns9599.oracleGeneral.zst ARC cache size   213572, 1569652 req, miss ratio 0.1708, byte miss ratio 0.1708
result/tencentBlock.ns9599.oracleGeneral.zst S3FIFO-1 cache size      266, 1569652 req, miss ratio 0.4496, byte miss ratio 0.4496
result/tencentBlock.ns9599.oracleGeneral.zst S3FIFO-1 cache size      800, 1569652 req, miss ratio 0.4462, byte miss ratio 0.4462
result/tencentBlock.ns9599.oracleGeneral.zst S3FIFO-1 cache size     2669, 1569652 req, miss ratio 0.4443, byte miss ratio 0.4443
result/tencentBlock.ns9599.oracleGeneral.zst S3FIFO-1 cache size     8008, 1569652 req, miss ratio 0.4434, byte miss ratio 0.4434
result/tencentBlock.ns9599.oracleGeneral.zst S3FIFO-1 cache size    26696, 1569652 req, miss ratio 0.3886, byte miss ratio 0.3886
