result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size      259, 2751529 req, miss ratio 0.5166, byte miss ratio 0.5166
result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size      779, 2751529 req, miss ratio 0.4204, byte miss ratio 0.4204
result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size     2597, 2751529 req, miss ratio 0.2595, byte miss ratio 0.2595
result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size     7791, 2751529 req, miss ratio 0.2325, byte miss ratio 0.2325
result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size    25972, 2751529 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size    51944, 2751529 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size   103888, 2751529 req, miss ratio 0.0996, byte miss ratio 0.0996
result/tencentBlock.ns22419.oracleGeneral.zst LeCaR cache size   207777, 2751529 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size      259, 2751529 req, miss ratio 0.5194, byte miss ratio 0.5194
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size      779, 2751529 req, miss ratio 0.4198, byte miss ratio 0.4198
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size     2597, 2751529 req, miss ratio 0.2773, byte miss ratio 0.2773
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size     7791, 2751529 req, miss ratio 0.2329, byte miss ratio 0.2329
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size    25972, 2751529 req, miss ratio 0.1723, byte miss ratio 0.1723
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size    51944, 2751529 req, miss ratio 0.1315, byte miss ratio 0.1315
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size   103888, 2751529 req, miss ratio 0.1024, byte miss ratio 0.1024
result/tencentBlock.ns22419.oracleGeneral.zst Clock cache size   207777, 2751529 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size      259, 2751529 req, miss ratio 0.5075, byte miss ratio 0.5075
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size      779, 2751529 req, miss ratio 0.4188, byte miss ratio 0.4188
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size     2597, 2751529 req, miss ratio 0.2641, byte miss ratio 0.2641
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size     7791, 2751529 req, miss ratio 0.2287, byte miss ratio 0.2287
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size    25972, 2751529 req, miss ratio 0.1701, byte miss ratio 0.1701
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size    51944, 2751529 req, miss ratio 0.1251, byte miss ratio 0.1251
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size   103888, 2751529 req, miss ratio 0.1010, byte miss ratio 0.1010
result/tencentBlock.ns22419.oracleGeneral.zst LHD cache size   207777, 2751529 req, miss ratio 0.0946, byte miss ratio 0.0946
result/tencentBlock.ns22419.oracleGeneral.zst ARC cache size      259, 2751529 req, miss ratio 0.4970, byte miss ratio 0.4970
result/tencentBlock.ns22419.oracleGeneral.zst ARC cache size      779, 2751529 req, miss ratio 0.3938, byte miss ratio 0.3938
result/tencentBlock.ns22419.oracleGeneral.zst ARC cache size     2597, 2751529 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns22419.oracleGeneral.zst ARC cache size     7791, 2751529 req, miss ratio 0.2256, byte miss ratio 0.2256
result/tencentBlock.ns22419.oracleGeneral.zst ARC cache size    25972, 2751529 req, miss ratio 0.1691, byte miss ratio 0.1691
result/tencentBlock.ns22419.oracleGeneral.zst ARC cache size    51944, 2751529 req, miss ratio 0.1297, byte miss ratio 0.1297
