result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size      103, 3414009 req, miss ratio 0.4200, byte miss ratio 0.4200
result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size      309, 3414009 req, miss ratio 0.2734, byte miss ratio 0.2734
result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size     1031, 3414009 req, miss ratio 0.2274, byte miss ratio 0.2274
result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size     3094, 3414009 req, miss ratio 0.1730, byte miss ratio 0.1730
result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size    10314, 3414009 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size    20629, 3414009 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size    41259, 3414009 req, miss ratio 0.0430, byte miss ratio 0.0430
result/tencentBlock.ns6013.oracleGeneral.zst LIRS cache size    82518, 3414009 req, miss ratio 0.0331, byte miss ratio 0.0331
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size      103, 3414009 req, miss ratio 0.5597, byte miss ratio 0.5597
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size      309, 3414009 req, miss ratio 0.3491, byte miss ratio 0.3491
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size     1031, 3414009 req, miss ratio 0.2632, byte miss ratio 0.2632
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size     3094, 3414009 req, miss ratio 0.2239, byte miss ratio 0.2239
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size    10314, 3414009 req, miss ratio 0.1419, byte miss ratio 0.1419
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size    20629, 3414009 req, miss ratio 0.0915, byte miss ratio 0.0915
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size    41259, 3414009 req, miss ratio 0.0504, byte miss ratio 0.0504
result/tencentBlock.ns6013.oracleGeneral.zst FIFO cache size    82518, 3414009 req, miss ratio 0.0325, byte miss ratio 0.0325
result/tencentBlock.ns6013.oracleGeneral.zst LRU cache size      103, 3414009 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns6013.oracleGeneral.zst LRU cache size      309, 3414009 req, miss ratio 0.3096, byte miss ratio 0.3096
result/tencentBlock.ns6013.oracleGeneral.zst LRU cache size     1031, 3414009 req, miss ratio 0.2508, byte miss ratio 0.2508
result/tencentBlock.ns6013.oracleGeneral.zst LRU cache size     3094, 3414009 req, miss ratio 0.2077, byte miss ratio 0.2077
