result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size      546, 5319189 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size     1638, 5319189 req, miss ratio 0.3731, byte miss ratio 0.3731
result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size     5462, 5319189 req, miss ratio 0.2790, byte miss ratio 0.2790
result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size    16386, 5319189 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size    54623, 5319189 req, miss ratio 0.1876, byte miss ratio 0.1876
result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size   109246, 5319189 req, miss ratio 0.1428, byte miss ratio 0.1428
result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size   218492, 5319189 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns12651.oracleGeneral.zst LHD cache size   436984, 5319189 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size      546, 5319189 req, miss ratio 0.5026, byte miss ratio 0.5026
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size     1638, 5319189 req, miss ratio 0.3685, byte miss ratio 0.3685
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size     5462, 5319189 req, miss ratio 0.2868, byte miss ratio 0.2868
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size    16386, 5319189 req, miss ratio 0.2437, byte miss ratio 0.2437
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size    54623, 5319189 req, miss ratio 0.1989, byte miss ratio 0.1989
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size   109246, 5319189 req, miss ratio 0.1625, byte miss ratio 0.1625
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size   218492, 5319189 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns12651.oracleGeneral.zst LIRS cache size   436984, 5319189 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size      546, 5319189 req, miss ratio 0.4771, byte miss ratio 0.4771
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size     1638, 5319189 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size     5462, 5319189 req, miss ratio 0.2754, byte miss ratio 0.2754
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size    16386, 5319189 req, miss ratio 0.2421, byte miss ratio 0.2421
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size    54623, 5319189 req, miss ratio 0.1883, byte miss ratio 0.1883
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size   109246, 5319189 req, miss ratio 0.1547, byte miss ratio 0.1547
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size   218492, 5319189 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns12651.oracleGeneral.zst ARC cache size   436984, 5319189 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size      546, 5319189 req, miss ratio 0.5960, byte miss ratio 0.5960
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size     1638, 5319189 req, miss ratio 0.4470, byte miss ratio 0.4470
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size     5462, 5319189 req, miss ratio 0.3369, byte miss ratio 0.3369
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size    16386, 5319189 req, miss ratio 0.2754, byte miss ratio 0.2754
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size    54623, 5319189 req, miss ratio 0.2020, byte miss ratio 0.2020
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size   109246, 5319189 req, miss ratio 0.1616, byte miss ratio 0.1616
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size   218492, 5319189 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns12651.oracleGeneral.zst FIFO cache size   436984, 5319189 req, miss ratio 0.1098, byte miss ratio 0.1098
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size      546, 5319189 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size     1638, 5319189 req, miss ratio 0.3943, byte miss ratio 0.3943
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size     5462, 5319189 req, miss ratio 0.2852, byte miss ratio 0.2852
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size    16386, 5319189 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size    54623, 5319189 req, miss ratio 0.1880, byte miss ratio 0.1880
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size   109246, 5319189 req, miss ratio 0.1501, byte miss ratio 0.1501
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size   218492, 5319189 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns12651.oracleGeneral.zst LeCaR cache size   436984, 5319189 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size      546, 5319189 req, miss ratio 0.4927, byte miss ratio 0.4927
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size     1638, 5319189 req, miss ratio 0.3970, byte miss ratio 0.3970
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size     5462, 5319189 req, miss ratio 0.2861, byte miss ratio 0.2861
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size    16386, 5319189 req, miss ratio 0.2529, byte miss ratio 0.2529
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size    54623, 5319189 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size   109246, 5319189 req, miss ratio 0.1638, byte miss ratio 0.1638
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size   218492, 5319189 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns12651.oracleGeneral.zst clock2 cache size   436984, 5319189 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size      546, 5319189 req, miss ratio 0.4895, byte miss ratio 0.4895
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size     1638, 5319189 req, miss ratio 0.3393, byte miss ratio 0.3393
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size     5462, 5319189 req, miss ratio 0.2709, byte miss ratio 0.2709
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size    16386, 5319189 req, miss ratio 0.2412, byte miss ratio 0.2412
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size    54623, 5319189 req, miss ratio 0.1974, byte miss ratio 0.1974
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size   109246, 5319189 req, miss ratio 0.1571, byte miss ratio 0.1571
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size   218492, 5319189 req, miss ratio 0.1170, byte miss ratio 0.1170
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-1 cache size   436984, 5319189 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size      546, 5319189 req, miss ratio 0.4936, byte miss ratio 0.4936
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size     1638, 5319189 req, miss ratio 0.3967, byte miss ratio 0.3967
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size     5462, 5319189 req, miss ratio 0.2915, byte miss ratio 0.2915
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size    16386, 5319189 req, miss ratio 0.2526, byte miss ratio 0.2526
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size    54623, 5319189 req, miss ratio 0.1939, byte miss ratio 0.1939
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size   109246, 5319189 req, miss ratio 0.1565, byte miss ratio 0.1565
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size   218492, 5319189 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns12651.oracleGeneral.zst Clock cache size   436984, 5319189 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size      546, 5319189 req, miss ratio 0.4800, byte miss ratio 0.4800
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size     1638, 5319189 req, miss ratio 0.3730, byte miss ratio 0.3730
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size     5462, 5319189 req, miss ratio 0.2791, byte miss ratio 0.2791
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size    16386, 5319189 req, miss ratio 0.2469, byte miss ratio 0.2469
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size    54623, 5319189 req, miss ratio 0.1907, byte miss ratio 0.1907
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size   109246, 5319189 req, miss ratio 0.1622, byte miss ratio 0.1622
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size   218492, 5319189 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns12651.oracleGeneral.zst Cacheus cache size   436984, 5319189 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size      546, 5319189 req, miss ratio 0.5014, byte miss ratio 0.5014
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size     1638, 5319189 req, miss ratio 0.4000, byte miss ratio 0.4000
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size     5462, 5319189 req, miss ratio 0.2949, byte miss ratio 0.2949
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size    16386, 5319189 req, miss ratio 0.2522, byte miss ratio 0.2522
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size    54623, 5319189 req, miss ratio 0.1881, byte miss ratio 0.1881
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size   109246, 5319189 req, miss ratio 0.1491, byte miss ratio 0.1491
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size   218492, 5319189 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns12651.oracleGeneral.zst LRU cache size   436984, 5319189 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-d-1 cache size      546, 5319189 req, miss ratio 0.4771, byte miss ratio 0.4771
result/tencentBlock.ns12651.oracleGeneral.zst S3FIFO-d-1 cache size     1638, 5319189 req, miss ratio 0.3396, byte miss ratio 0.3396
