result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size      381, 3361614 req, miss ratio 0.5422, byte miss ratio 0.5422
result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size     1143, 3361614 req, miss ratio 0.3984, byte miss ratio 0.3984
result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size     3811, 3361614 req, miss ratio 0.3277, byte miss ratio 0.3277
result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size    11434, 3361614 req, miss ratio 0.2997, byte miss ratio 0.2997
result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size    38116, 3361614 req, miss ratio 0.2540, byte miss ratio 0.2540
result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size    76232, 3361614 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size   152464, 3361614 req, miss ratio 0.1348, byte miss ratio 0.1348
result/tencentBlock.ns23399.oracleGeneral.zst S3FIFO-1 cache size   304929, 3361614 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size      381, 3361614 req, miss ratio 0.5246, byte miss ratio 0.5246
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size     1143, 3361614 req, miss ratio 0.4304, byte miss ratio 0.4304
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size     3811, 3361614 req, miss ratio 0.3297, byte miss ratio 0.3297
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size    11434, 3361614 req, miss ratio 0.3080, byte miss ratio 0.3080
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size    38116, 3361614 req, miss ratio 0.2476, byte miss ratio 0.2476
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size    76232, 3361614 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size   152464, 3361614 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns23399.oracleGeneral.zst Cacheus cache size   304929, 3361614 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns23399.oracleGeneral.zst LeCaR cache size      381, 3361614 req, miss ratio 0.5361, byte miss ratio 0.5361
result/tencentBlock.ns23399.oracleGeneral.zst LeCaR cache size     1143, 3361614 req, miss ratio 0.4555, byte miss ratio 0.4555
result/tencentBlock.ns23399.oracleGeneral.zst LeCaR cache size     3811, 3361614 req, miss ratio 0.3346, byte miss ratio 0.3346
result/tencentBlock.ns23399.oracleGeneral.zst LeCaR cache size    11434, 3361614 req, miss ratio 0.3101, byte miss ratio 0.3101
