result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size      317, 2430877 req, miss ratio 0.5031, byte miss ratio 0.5031
result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size      953, 2430877 req, miss ratio 0.4561, byte miss ratio 0.4561
result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size     3179, 2430877 req, miss ratio 0.3965, byte miss ratio 0.3965
result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size     9538, 2430877 req, miss ratio 0.3577, byte miss ratio 0.3577
result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size    31796, 2430877 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size    63593, 2430877 req, miss ratio 0.1550, byte miss ratio 0.1550
result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size   127186, 2430877 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns9237.oracleGeneral.zst LRU cache size   254372, 2430877 req, miss ratio 0.1308, byte miss ratio 0.1308
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size      317, 2430877 req, miss ratio 0.5080, byte miss ratio 0.5080
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size      953, 2430877 req, miss ratio 0.4533, byte miss ratio 0.4533
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size     3179, 2430877 req, miss ratio 0.3768, byte miss ratio 0.3768
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size     9538, 2430877 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size    31796, 2430877 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size    63593, 2430877 req, miss ratio 0.1684, byte miss ratio 0.1684
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size   127186, 2430877 req, miss ratio 0.1568, byte miss ratio 0.1568
result/tencentBlock.ns9237.oracleGeneral.zst LIRS cache size   254372, 2430877 req, miss ratio 0.1353, byte miss ratio 0.1353
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size      317, 2430877 req, miss ratio 0.5957, byte miss ratio 0.5957
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size      953, 2430877 req, miss ratio 0.4918, byte miss ratio 0.4918
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size     3179, 2430877 req, miss ratio 0.4208, byte miss ratio 0.4208
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size     9538, 2430877 req, miss ratio 0.3769, byte miss ratio 0.3769
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size    31796, 2430877 req, miss ratio 0.2497, byte miss ratio 0.2497
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size    63593, 2430877 req, miss ratio 0.1799, byte miss ratio 0.1799
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size   127186, 2430877 req, miss ratio 0.1378, byte miss ratio 0.1378
result/tencentBlock.ns9237.oracleGeneral.zst FIFO cache size   254372, 2430877 req, miss ratio 0.1308, byte miss ratio 0.1308
result/tencentBlock.ns9237.oracleGeneral.zst Clock cache size      317, 2430877 req, miss ratio 0.4994, byte miss ratio 0.4994
