result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size      269, 1518713 req, miss ratio 0.5787, byte miss ratio 0.5787
result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size      807, 1518713 req, miss ratio 0.5660, byte miss ratio 0.5660
result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size     2692, 1518713 req, miss ratio 0.5612, byte miss ratio 0.5612
result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size     8078, 1518713 req, miss ratio 0.5581, byte miss ratio 0.5581
result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size    26927, 1518713 req, miss ratio 0.4894, byte miss ratio 0.4894
result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size    53854, 1518713 req, miss ratio 0.4300, byte miss ratio 0.4300
result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size   107709, 1518713 req, miss ratio 0.2317, byte miss ratio 0.2317
result/tencentBlock.ns9975.oracleGeneral.zst LRU cache size   215419, 1518713 req, miss ratio 0.1779, byte miss ratio 0.1779
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size      269, 1518713 req, miss ratio 0.5786, byte miss ratio 0.5786
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size      807, 1518713 req, miss ratio 0.5637, byte miss ratio 0.5637
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size     2692, 1518713 req, miss ratio 0.5600, byte miss ratio 0.5600
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size     8078, 1518713 req, miss ratio 0.5546, byte miss ratio 0.5546
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size    26927, 1518713 req, miss ratio 0.4478, byte miss ratio 0.4478
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size    53854, 1518713 req, miss ratio 0.3757, byte miss ratio 0.3757
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size   107709, 1518713 req, miss ratio 0.2139, byte miss ratio 0.2139
result/tencentBlock.ns9975.oracleGeneral.zst S3FIFO-1 cache size   215419, 1518713 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size      269, 1518713 req, miss ratio 0.5679, byte miss ratio 0.5679
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size      807, 1518713 req, miss ratio 0.5627, byte miss ratio 0.5627
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size     2692, 1518713 req, miss ratio 0.5597, byte miss ratio 0.5597
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size     8078, 1518713 req, miss ratio 0.5573, byte miss ratio 0.5573
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size    26927, 1518713 req, miss ratio 0.4812, byte miss ratio 0.4812
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size    53854, 1518713 req, miss ratio 0.3769, byte miss ratio 0.3769
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size   107709, 1518713 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns9975.oracleGeneral.zst Cacheus cache size   215419, 1518713 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size      269, 1518713 req, miss ratio 0.5762, byte miss ratio 0.5762
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size      807, 1518713 req, miss ratio 0.5655, byte miss ratio 0.5655
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size     2692, 1518713 req, miss ratio 0.5612, byte miss ratio 0.5612
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size     8078, 1518713 req, miss ratio 0.5581, byte miss ratio 0.5581
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size    26927, 1518713 req, miss ratio 0.4875, byte miss ratio 0.4875
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size    53854, 1518713 req, miss ratio 0.4322, byte miss ratio 0.4322
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size   107709, 1518713 req, miss ratio 0.2508, byte miss ratio 0.2508
result/tencentBlock.ns9975.oracleGeneral.zst Clock cache size   215419, 1518713 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns9975.oracleGeneral.zst ARC cache size      269, 1518713 req, miss ratio 0.5679, byte miss ratio 0.5679
result/tencentBlock.ns9975.oracleGeneral.zst ARC cache size      807, 1518713 req, miss ratio 0.5632, byte miss ratio 0.5632
result/tencentBlock.ns9975.oracleGeneral.zst ARC cache size     2692, 1518713 req, miss ratio 0.5601, byte miss ratio 0.5601
result/tencentBlock.ns9975.oracleGeneral.zst ARC cache size     8078, 1518713 req, miss ratio 0.5570, byte miss ratio 0.5570
result/tencentBlock.ns9975.oracleGeneral.zst ARC cache size    26927, 1518713 req, miss ratio 0.4534, byte miss ratio 0.4534
result/tencentBlock.ns9975.oracleGeneral.zst ARC cache size    53854, 1518713 req, miss ratio 0.3710, byte miss ratio 0.3710
result/tencentBlock.ns9975.oracleGeneral.zst ARC cache size   107709, 1518713 req, miss ratio 0.2138, byte miss ratio 0.2138
