result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size      137, 3190253 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size      411, 3190253 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size     1373, 3190253 req, miss ratio 0.1079, byte miss ratio 0.1079
result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size     4119, 3190253 req, miss ratio 0.0974, byte miss ratio 0.0974
result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size    13730, 3190253 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size    27460, 3190253 req, miss ratio 0.0672, byte miss ratio 0.0672
result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size    54920, 3190253 req, miss ratio 0.0547, byte miss ratio 0.0547
result/tencentBlock.ns7615.oracleGeneral.zst clock2 cache size   109840, 3190253 req, miss ratio 0.0432, byte miss ratio 0.0432
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size      137, 3190253 req, miss ratio 0.1797, byte miss ratio 0.1797
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size      411, 3190253 req, miss ratio 0.1269, byte miss ratio 0.1269
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size     1373, 3190253 req, miss ratio 0.1039, byte miss ratio 0.1039
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size     4119, 3190253 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size    13730, 3190253 req, miss ratio 0.0695, byte miss ratio 0.0695
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size    27460, 3190253 req, miss ratio 0.0583, byte miss ratio 0.0583
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size    54920, 3190253 req, miss ratio 0.0499, byte miss ratio 0.0499
result/tencentBlock.ns7615.oracleGeneral.zst LHD cache size   109840, 3190253 req, miss ratio 0.0434, byte miss ratio 0.0434
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size      137, 3190253 req, miss ratio 0.1702, byte miss ratio 0.1702
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size      411, 3190253 req, miss ratio 0.1290, byte miss ratio 0.1290
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size     1373, 3190253 req, miss ratio 0.1050, byte miss ratio 0.1050
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size     4119, 3190253 req, miss ratio 0.0949, byte miss ratio 0.0949
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size    13730, 3190253 req, miss ratio 0.0712, byte miss ratio 0.0712
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size    27460, 3190253 req, miss ratio 0.0630, byte miss ratio 0.0630
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size    54920, 3190253 req, miss ratio 0.0504, byte miss ratio 0.0504
result/tencentBlock.ns7615.oracleGeneral.zst LeCaR cache size   109840, 3190253 req, miss ratio 0.0432, byte miss ratio 0.0432
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size      137, 3190253 req, miss ratio 0.1806, byte miss ratio 0.1806
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size      411, 3190253 req, miss ratio 0.1312, byte miss ratio 0.1312
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size     1373, 3190253 req, miss ratio 0.1057, byte miss ratio 0.1057
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size     4119, 3190253 req, miss ratio 0.0959, byte miss ratio 0.0959
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size    13730, 3190253 req, miss ratio 0.0713, byte miss ratio 0.0713
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size    27460, 3190253 req, miss ratio 0.0623, byte miss ratio 0.0623
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size    54920, 3190253 req, miss ratio 0.0504, byte miss ratio 0.0504
result/tencentBlock.ns7615.oracleGeneral.zst LRU cache size   109840, 3190253 req, miss ratio 0.0432, byte miss ratio 0.0432
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size      137, 3190253 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size      411, 3190253 req, miss ratio 0.1215, byte miss ratio 0.1215
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size     1373, 3190253 req, miss ratio 0.1029, byte miss ratio 0.1029
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size     4119, 3190253 req, miss ratio 0.0820, byte miss ratio 0.0820
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size    13730, 3190253 req, miss ratio 0.0721, byte miss ratio 0.0721
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size    27460, 3190253 req, miss ratio 0.0626, byte miss ratio 0.0626
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size    54920, 3190253 req, miss ratio 0.0498, byte miss ratio 0.0498
result/tencentBlock.ns7615.oracleGeneral.zst S3FIFO-1 cache size   109840, 3190253 req, miss ratio 0.0432, byte miss ratio 0.0432
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size      137, 3190253 req, miss ratio 0.1643, byte miss ratio 0.1643
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size      411, 3190253 req, miss ratio 0.1204, byte miss ratio 0.1204
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size     1373, 3190253 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size     4119, 3190253 req, miss ratio 0.0833, byte miss ratio 0.0833
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size    13730, 3190253 req, miss ratio 0.0717, byte miss ratio 0.0717
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size    27460, 3190253 req, miss ratio 0.0628, byte miss ratio 0.0628
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size    54920, 3190253 req, miss ratio 0.0498, byte miss ratio 0.0498
result/tencentBlock.ns7615.oracleGeneral.zst ARC cache size   109840, 3190253 req, miss ratio 0.0432, byte miss ratio 0.0432
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size      137, 3190253 req, miss ratio 0.1695, byte miss ratio 0.1695
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size      411, 3190253 req, miss ratio 0.1245, byte miss ratio 0.1245
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size     1373, 3190253 req, miss ratio 0.1029, byte miss ratio 0.1029
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size     4119, 3190253 req, miss ratio 0.0853, byte miss ratio 0.0853
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size    13730, 3190253 req, miss ratio 0.0728, byte miss ratio 0.0728
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size    27460, 3190253 req, miss ratio 0.0664, byte miss ratio 0.0664
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size    54920, 3190253 req, miss ratio 0.0525, byte miss ratio 0.0525
result/tencentBlock.ns7615.oracleGeneral.zst Cacheus cache size   109840, 3190253 req, miss ratio 0.0434, byte miss ratio 0.0434
result/tencentBlock.ns7615.oracleGeneral.zst LIRS cache size      137, 3190253 req, miss ratio 0.1784, byte miss ratio 0.1784
result/tencentBlock.ns7615.oracleGeneral.zst LIRS cache size      411, 3190253 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns7615.oracleGeneral.zst LIRS cache size     1373, 3190253 req, miss ratio 0.1079, byte miss ratio 0.1079
result/tencentBlock.ns7615.oracleGeneral.zst LIRS cache size     4119, 3190253 req, miss ratio 0.0860, byte miss ratio 0.0860
