result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size      147, 1419088 req, miss ratio 0.5605, byte miss ratio 0.5605
result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size      442, 1419088 req, miss ratio 0.5394, byte miss ratio 0.5394
result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size     1474, 1419088 req, miss ratio 0.5119, byte miss ratio 0.5119
result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size     4424, 1419088 req, miss ratio 0.4583, byte miss ratio 0.4583
result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size    14749, 1419088 req, miss ratio 0.4532, byte miss ratio 0.4532
result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size    29499, 1419088 req, miss ratio 0.4074, byte miss ratio 0.4074
result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size    58998, 1419088 req, miss ratio 0.3449, byte miss ratio 0.3449
result/tencentBlock.ns12851.oracleGeneral.zst clock2 cache size   117996, 1419088 req, miss ratio 0.1191, byte miss ratio 0.1191
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size      147, 1419088 req, miss ratio 0.5592, byte miss ratio 0.5592
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size      442, 1419088 req, miss ratio 0.5381, byte miss ratio 0.5381
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size     1474, 1419088 req, miss ratio 0.4925, byte miss ratio 0.4925
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size     4424, 1419088 req, miss ratio 0.4585, byte miss ratio 0.4585
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size    14749, 1419088 req, miss ratio 0.4532, byte miss ratio 0.4532
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size    29499, 1419088 req, miss ratio 0.3872, byte miss ratio 0.3872
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size    58998, 1419088 req, miss ratio 0.2343, byte miss ratio 0.2343
result/tencentBlock.ns12851.oracleGeneral.zst LeCaR cache size   117996, 1419088 req, miss ratio 0.1187, byte miss ratio 0.1187
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size      147, 1419088 req, miss ratio 0.5641, byte miss ratio 0.5641
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size      442, 1419088 req, miss ratio 0.5407, byte miss ratio 0.5407
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size     1474, 1419088 req, miss ratio 0.5079, byte miss ratio 0.5079
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size     4424, 1419088 req, miss ratio 0.4605, byte miss ratio 0.4605
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size    14749, 1419088 req, miss ratio 0.4534, byte miss ratio 0.4534
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size    29499, 1419088 req, miss ratio 0.3916, byte miss ratio 0.3916
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size    58998, 1419088 req, miss ratio 0.2419, byte miss ratio 0.2419
result/tencentBlock.ns12851.oracleGeneral.zst LRU cache size   117996, 1419088 req, miss ratio 0.1181, byte miss ratio 0.1181
result/tencentBlock.ns12851.oracleGeneral.zst LHD cache size      147, 1419088 req, miss ratio 0.5604, byte miss ratio 0.5604
result/tencentBlock.ns12851.oracleGeneral.zst LHD cache size      442, 1419088 req, miss ratio 0.5393, byte miss ratio 0.5393
result/tencentBlock.ns12851.oracleGeneral.zst LHD cache size     1474, 1419088 req, miss ratio 0.4942, byte miss ratio 0.4942
result/tencentBlock.ns12851.oracleGeneral.zst LHD cache size     4424, 1419088 req, miss ratio 0.4583, byte miss ratio 0.4583
result/tencentBlock.ns12851.oracleGeneral.zst LHD cache size    14749, 1419088 req, miss ratio 0.4394, byte miss ratio 0.4394
result/tencentBlock.ns12851.oracleGeneral.zst LHD cache size    29499, 1419088 req, miss ratio 0.3843, byte miss ratio 0.3843
