result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size      215, 4222053 req, miss ratio 0.3180, byte miss ratio 0.3180
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size      646, 4222053 req, miss ratio 0.2422, byte miss ratio 0.2422
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size     2154, 4222053 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size     6462, 4222053 req, miss ratio 0.1627, byte miss ratio 0.1627
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size    21543, 4222053 req, miss ratio 0.1163, byte miss ratio 0.1163
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size    43086, 4222053 req, miss ratio 0.0767, byte miss ratio 0.0767
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size    86172, 4222053 req, miss ratio 0.0591, byte miss ratio 0.0591
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-1 cache size   172344, 4222053 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size      215, 4222053 req, miss ratio 0.4307, byte miss ratio 0.4307
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size      646, 4222053 req, miss ratio 0.3155, byte miss ratio 0.3155
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size     2154, 4222053 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size     6462, 4222053 req, miss ratio 0.1905, byte miss ratio 0.1905
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size    21543, 4222053 req, miss ratio 0.1344, byte miss ratio 0.1344
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size    43086, 4222053 req, miss ratio 0.1022, byte miss ratio 0.1022
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size    86172, 4222053 req, miss ratio 0.0716, byte miss ratio 0.0716
result/tencentBlock.ns15146.oracleGeneral.zst FIFO cache size   172344, 4222053 req, miss ratio 0.0595, byte miss ratio 0.0595
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size      215, 4222053 req, miss ratio 0.3514, byte miss ratio 0.3514
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size      646, 4222053 req, miss ratio 0.2631, byte miss ratio 0.2631
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size     2154, 4222053 req, miss ratio 0.1940, byte miss ratio 0.1940
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size     6462, 4222053 req, miss ratio 0.1641, byte miss ratio 0.1641
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size    21543, 4222053 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size    43086, 4222053 req, miss ratio 0.0800, byte miss ratio 0.0800
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size    86172, 4222053 req, miss ratio 0.0610, byte miss ratio 0.0610
result/tencentBlock.ns15146.oracleGeneral.zst LHD cache size   172344, 4222053 req, miss ratio 0.0534, byte miss ratio 0.0534
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size      215, 4222053 req, miss ratio 0.3464, byte miss ratio 0.3464
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size      646, 4222053 req, miss ratio 0.2544, byte miss ratio 0.2544
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size     2154, 4222053 req, miss ratio 0.1911, byte miss ratio 0.1911
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size     6462, 4222053 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size    21543, 4222053 req, miss ratio 0.1184, byte miss ratio 0.1184
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size    43086, 4222053 req, miss ratio 0.0816, byte miss ratio 0.0816
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size    86172, 4222053 req, miss ratio 0.0617, byte miss ratio 0.0617
result/tencentBlock.ns15146.oracleGeneral.zst Cacheus cache size   172344, 4222053 req, miss ratio 0.0530, byte miss ratio 0.0530
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size      215, 4222053 req, miss ratio 0.3825, byte miss ratio 0.3825
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size      646, 4222053 req, miss ratio 0.2750, byte miss ratio 0.2750
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size     2154, 4222053 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size     6462, 4222053 req, miss ratio 0.1717, byte miss ratio 0.1717
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size    21543, 4222053 req, miss ratio 0.1224, byte miss ratio 0.1224
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size    43086, 4222053 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size    86172, 4222053 req, miss ratio 0.0599, byte miss ratio 0.0599
result/tencentBlock.ns15146.oracleGeneral.zst LRU cache size   172344, 4222053 req, miss ratio 0.0534, byte miss ratio 0.0534
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size      215, 4222053 req, miss ratio 0.3228, byte miss ratio 0.3228
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size      646, 4222053 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size     2154, 4222053 req, miss ratio 0.1874, byte miss ratio 0.1874
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size     6462, 4222053 req, miss ratio 0.1628, byte miss ratio 0.1628
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size    21543, 4222053 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size    43086, 4222053 req, miss ratio 0.0804, byte miss ratio 0.0804
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size    86172, 4222053 req, miss ratio 0.0587, byte miss ratio 0.0587
result/tencentBlock.ns15146.oracleGeneral.zst ARC cache size   172344, 4222053 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size      215, 4222053 req, miss ratio 0.3223, byte miss ratio 0.3223
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size      646, 4222053 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size     2154, 4222053 req, miss ratio 0.1936, byte miss ratio 0.1936
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size     6462, 4222053 req, miss ratio 0.1658, byte miss ratio 0.1658
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size    21543, 4222053 req, miss ratio 0.1182, byte miss ratio 0.1182
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size    43086, 4222053 req, miss ratio 0.0792, byte miss ratio 0.0792
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size    86172, 4222053 req, miss ratio 0.0618, byte miss ratio 0.0618
result/tencentBlock.ns15146.oracleGeneral.zst LIRS cache size   172344, 4222053 req, miss ratio 0.0530, byte miss ratio 0.0530
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size      215, 4222053 req, miss ratio 0.3627, byte miss ratio 0.3627
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size      646, 4222053 req, miss ratio 0.2635, byte miss ratio 0.2635
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size     2154, 4222053 req, miss ratio 0.2008, byte miss ratio 0.2008
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size     6462, 4222053 req, miss ratio 0.1675, byte miss ratio 0.1675
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size    21543, 4222053 req, miss ratio 0.1249, byte miss ratio 0.1249
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size    43086, 4222053 req, miss ratio 0.0848, byte miss ratio 0.0848
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size    86172, 4222053 req, miss ratio 0.0593, byte miss ratio 0.0593
result/tencentBlock.ns15146.oracleGeneral.zst clock2 cache size   172344, 4222053 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size      215, 4222053 req, miss ratio 0.3729, byte miss ratio 0.3729
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size      646, 4222053 req, miss ratio 0.2704, byte miss ratio 0.2704
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size     2154, 4222053 req, miss ratio 0.2054, byte miss ratio 0.2054
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size     6462, 4222053 req, miss ratio 0.1703, byte miss ratio 0.1703
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size    21543, 4222053 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size    43086, 4222053 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size    86172, 4222053 req, miss ratio 0.0605, byte miss ratio 0.0605
result/tencentBlock.ns15146.oracleGeneral.zst Clock cache size   172344, 4222053 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size      215, 4222053 req, miss ratio 0.3641, byte miss ratio 0.3641
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size      646, 4222053 req, miss ratio 0.2638, byte miss ratio 0.2638
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size     2154, 4222053 req, miss ratio 0.2002, byte miss ratio 0.2002
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size     6462, 4222053 req, miss ratio 0.1690, byte miss ratio 0.1690
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size    21543, 4222053 req, miss ratio 0.1210, byte miss ratio 0.1210
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size    43086, 4222053 req, miss ratio 0.0816, byte miss ratio 0.0816
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size    86172, 4222053 req, miss ratio 0.0596, byte miss ratio 0.0596
result/tencentBlock.ns15146.oracleGeneral.zst LeCaR cache size   172344, 4222053 req, miss ratio 0.0532, byte miss ratio 0.0532
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size      215, 4222053 req, miss ratio 0.3222, byte miss ratio 0.3222
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size      646, 4222053 req, miss ratio 0.2428, byte miss ratio 0.2428
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size     2154, 4222053 req, miss ratio 0.1835, byte miss ratio 0.1835
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size     6462, 4222053 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size    21543, 4222053 req, miss ratio 0.1164, byte miss ratio 0.1164
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size    43086, 4222053 req, miss ratio 0.0767, byte miss ratio 0.0767
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size    86172, 4222053 req, miss ratio 0.0591, byte miss ratio 0.0591
result/tencentBlock.ns15146.oracleGeneral.zst S3FIFO-d-1 cache size   172344, 4222053 req, miss ratio 0.0522, byte miss ratio 0.0522
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size      215, 4222053 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size      646, 4222053 req, miss ratio 0.2448, byte miss ratio 0.2448
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size     2154, 4222053 req, miss ratio 0.1878, byte miss ratio 0.1878
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size     6462, 4222053 req, miss ratio 0.1622, byte miss ratio 0.1622
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size    21543, 4222053 req, miss ratio 0.1115, byte miss ratio 0.1115
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size    43086, 4222053 req, miss ratio 0.0774, byte miss ratio 0.0774
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size    86172, 4222053 req, miss ratio 0.0625, byte miss ratio 0.0625
result/tencentBlock.ns15146.oracleGeneral.zst LRB cache size   172344, 4222053 req, miss ratio 0.0524, byte miss ratio 0.0524
result/tencentBlock.ns15146.oracleGeneral.zst S4LRU(25:25:25:25) cache size      215, 4222053 req, miss ratio 0.3438, byte miss ratio 0.3438
result/tencentBlock.ns15146.oracleGeneral.zst S4LRU(25:25:25:25) cache size      646, 4222053 req, miss ratio 0.2506, byte miss ratio 0.2506
result/tencentBlock.ns15146.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2154, 4222053 req, miss ratio 0.1958, byte miss ratio 0.1958
result/tencentBlock.ns15146.oracleGeneral.zst S4LRU(25:25:25:25) cache size     6462, 4222053 req, miss ratio 0.1639, byte miss ratio 0.1639
result/tencentBlock.ns15146.oracleGeneral.zst S4LRU(25:25:25:25) cache size    21543, 4222053 req, miss ratio 0.1243, byte miss ratio 0.1243
