result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size      192, 1436707 req, miss ratio 0.5754, byte miss ratio 0.5754
result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size      577, 1436707 req, miss ratio 0.5593, byte miss ratio 0.5593
result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size     1925, 1436707 req, miss ratio 0.5182, byte miss ratio 0.5182
result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size     5777, 1436707 req, miss ratio 0.4984, byte miss ratio 0.4984
result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size    19257, 1436707 req, miss ratio 0.4292, byte miss ratio 0.4292
result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size    38515, 1436707 req, miss ratio 0.3695, byte miss ratio 0.3695
result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size    77030, 1436707 req, miss ratio 0.2247, byte miss ratio 0.2247
result/tencentBlock.ns6457.oracleGeneral.zst ARC cache size   154060, 1436707 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size      192, 1436707 req, miss ratio 0.6159, byte miss ratio 0.6159
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size      577, 1436707 req, miss ratio 0.5703, byte miss ratio 0.5703
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size     1925, 1436707 req, miss ratio 0.5251, byte miss ratio 0.5251
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size     5777, 1436707 req, miss ratio 0.5068, byte miss ratio 0.5068
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size    19257, 1436707 req, miss ratio 0.4255, byte miss ratio 0.4255
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size    38515, 1436707 req, miss ratio 0.3780, byte miss ratio 0.3780
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size    77030, 1436707 req, miss ratio 0.2294, byte miss ratio 0.2294
result/tencentBlock.ns6457.oracleGeneral.zst Clock cache size   154060, 1436707 req, miss ratio 0.1365, byte miss ratio 0.1365
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size      192, 1436707 req, miss ratio 0.5928, byte miss ratio 0.5928
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size      577, 1436707 req, miss ratio 0.5804, byte miss ratio 0.5804
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size     1925, 1436707 req, miss ratio 0.5402, byte miss ratio 0.5402
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size     5777, 1436707 req, miss ratio 0.5042, byte miss ratio 0.5042
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size    19257, 1436707 req, miss ratio 0.4286, byte miss ratio 0.4286
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size    38515, 1436707 req, miss ratio 0.3592, byte miss ratio 0.3592
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size    77030, 1436707 req, miss ratio 0.2182, byte miss ratio 0.2182
result/tencentBlock.ns6457.oracleGeneral.zst LIRS cache size   154060, 1436707 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size      192, 1436707 req, miss ratio 0.5896, byte miss ratio 0.5896
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size      577, 1436707 req, miss ratio 0.5670, byte miss ratio 0.5670
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size     1925, 1436707 req, miss ratio 0.5242, byte miss ratio 0.5242
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size     5777, 1436707 req, miss ratio 0.5029, byte miss ratio 0.5029
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size    19257, 1436707 req, miss ratio 0.4301, byte miss ratio 0.4301
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size    38515, 1436707 req, miss ratio 0.3725, byte miss ratio 0.3725
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size    77030, 1436707 req, miss ratio 0.2253, byte miss ratio 0.2253
result/tencentBlock.ns6457.oracleGeneral.zst LHD cache size   154060, 1436707 req, miss ratio 0.1363, byte miss ratio 0.1363
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size      192, 1436707 req, miss ratio 0.7118, byte miss ratio 0.7118
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size      577, 1436707 req, miss ratio 0.6178, byte miss ratio 0.6178
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size     1925, 1436707 req, miss ratio 0.5520, byte miss ratio 0.5520
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size     5777, 1436707 req, miss ratio 0.5224, byte miss ratio 0.5224
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size    19257, 1436707 req, miss ratio 0.4453, byte miss ratio 0.4453
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size    38515, 1436707 req, miss ratio 0.3943, byte miss ratio 0.3943
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size    77030, 1436707 req, miss ratio 0.2502, byte miss ratio 0.2502
result/tencentBlock.ns6457.oracleGeneral.zst FIFO cache size   154060, 1436707 req, miss ratio 0.1561, byte miss ratio 0.1561
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size      192, 1436707 req, miss ratio 0.5738, byte miss ratio 0.5738
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size      577, 1436707 req, miss ratio 0.5545, byte miss ratio 0.5545
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size     1925, 1436707 req, miss ratio 0.5211, byte miss ratio 0.5211
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size     5777, 1436707 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size    19257, 1436707 req, miss ratio 0.4335, byte miss ratio 0.4335
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size    38515, 1436707 req, miss ratio 0.3780, byte miss ratio 0.3780
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size    77030, 1436707 req, miss ratio 0.2250, byte miss ratio 0.2250
result/tencentBlock.ns6457.oracleGeneral.zst Cacheus cache size   154060, 1436707 req, miss ratio 0.1367, byte miss ratio 0.1367
result/tencentBlock.ns6457.oracleGeneral.zst LRU cache size      192, 1436707 req, miss ratio 0.6334, byte miss ratio 0.6334
result/tencentBlock.ns6457.oracleGeneral.zst LRU cache size      577, 1436707 req, miss ratio 0.5725, byte miss ratio 0.5725
result/tencentBlock.ns6457.oracleGeneral.zst LRU cache size     1925, 1436707 req, miss ratio 0.5254, byte miss ratio 0.5254
result/tencentBlock.ns6457.oracleGeneral.zst LRU cache size     5777, 1436707 req, miss ratio 0.5088, byte miss ratio 0.5088
result/tencentBlock.ns6457.oracleGeneral.zst LRU cache size    19257, 1436707 req, miss ratio 0.4252, byte miss ratio 0.4252
