result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size      139, 1348921 req, miss ratio 0.3721, byte miss ratio 0.3721
result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size      418, 1348921 req, miss ratio 0.3595, byte miss ratio 0.3595
result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size     1394, 1348921 req, miss ratio 0.3543, byte miss ratio 0.3543
result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size     4183, 1348921 req, miss ratio 0.3528, byte miss ratio 0.3528
result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size    13944, 1348921 req, miss ratio 0.3240, byte miss ratio 0.3240
result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size    27888, 1348921 req, miss ratio 0.2715, byte miss ratio 0.2715
result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size    55776, 1348921 req, miss ratio 0.1959, byte miss ratio 0.1959
result/tencentBlock.ns19419.oracleGeneral.zst Cacheus cache size   111552, 1348921 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size      139, 1348921 req, miss ratio 0.3712, byte miss ratio 0.3712
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size      418, 1348921 req, miss ratio 0.3592, byte miss ratio 0.3592
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size     1394, 1348921 req, miss ratio 0.3540, byte miss ratio 0.3540
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size     4183, 1348921 req, miss ratio 0.3529, byte miss ratio 0.3529
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size    13944, 1348921 req, miss ratio 0.2994, byte miss ratio 0.2994
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size    27888, 1348921 req, miss ratio 0.2432, byte miss ratio 0.2432
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size    55776, 1348921 req, miss ratio 0.1742, byte miss ratio 0.1742
result/tencentBlock.ns19419.oracleGeneral.zst ARC cache size   111552, 1348921 req, miss ratio 0.1059, byte miss ratio 0.1059
result/tencentBlock.ns19419.oracleGeneral.zst FIFO cache size      139, 1348921 req, miss ratio 0.4324, byte miss ratio 0.4324
result/tencentBlock.ns19419.oracleGeneral.zst FIFO cache size      418, 1348921 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns19419.oracleGeneral.zst FIFO cache size     1394, 1348921 req, miss ratio 0.3651, byte miss ratio 0.3651
result/tencentBlock.ns19419.oracleGeneral.zst FIFO cache size     4183, 1348921 req, miss ratio 0.3573, byte miss ratio 0.3573
result/tencentBlock.ns19419.oracleGeneral.zst FIFO cache size    13944, 1348921 req, miss ratio 0.3103, byte miss ratio 0.3103
