result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size      149, 1312883 req, miss ratio 0.5732, byte miss ratio 0.5732
result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size      449, 1312883 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size     1498, 1312883 req, miss ratio 0.5585, byte miss ratio 0.5585
result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size     4494, 1312883 req, miss ratio 0.5488, byte miss ratio 0.5488
result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size    14980, 1312883 req, miss ratio 0.5347, byte miss ratio 0.5347
result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size    29960, 1312883 req, miss ratio 0.4219, byte miss ratio 0.4219
result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size    59921, 1312883 req, miss ratio 0.3163, byte miss ratio 0.3163
result/tencentBlock.ns20024.oracleGeneral.zst ARC cache size   119843, 1312883 req, miss ratio 0.1400, byte miss ratio 0.1400
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size      149, 1312883 req, miss ratio 0.5892, byte miss ratio 0.5892
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size      449, 1312883 req, miss ratio 0.5683, byte miss ratio 0.5683
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size     1498, 1312883 req, miss ratio 0.5618, byte miss ratio 0.5618
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size     4494, 1312883 req, miss ratio 0.5553, byte miss ratio 0.5553
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size    14980, 1312883 req, miss ratio 0.5259, byte miss ratio 0.5259
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size    29960, 1312883 req, miss ratio 0.4412, byte miss ratio 0.4412
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size    59921, 1312883 req, miss ratio 0.3162, byte miss ratio 0.3162
result/tencentBlock.ns20024.oracleGeneral.zst LHD cache size   119843, 1312883 req, miss ratio 0.1387, byte miss ratio 0.1387
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size      149, 1312883 req, miss ratio 0.5931, byte miss ratio 0.5931
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size      449, 1312883 req, miss ratio 0.5674, byte miss ratio 0.5674
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size     1498, 1312883 req, miss ratio 0.5619, byte miss ratio 0.5619
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size     4494, 1312883 req, miss ratio 0.5555, byte miss ratio 0.5555
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size    14980, 1312883 req, miss ratio 0.5437, byte miss ratio 0.5437
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size    29960, 1312883 req, miss ratio 0.4465, byte miss ratio 0.4465
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size    59921, 1312883 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns20024.oracleGeneral.zst LeCaR cache size   119843, 1312883 req, miss ratio 0.1412, byte miss ratio 0.1412
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size      149, 1312883 req, miss ratio 0.5955, byte miss ratio 0.5955
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size      449, 1312883 req, miss ratio 0.5681, byte miss ratio 0.5681
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size     1498, 1312883 req, miss ratio 0.5624, byte miss ratio 0.5624
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size     4494, 1312883 req, miss ratio 0.5569, byte miss ratio 0.5569
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size    14980, 1312883 req, miss ratio 0.5445, byte miss ratio 0.5445
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size    29960, 1312883 req, miss ratio 0.4547, byte miss ratio 0.4547
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size    59921, 1312883 req, miss ratio 0.3707, byte miss ratio 0.3707
result/tencentBlock.ns20024.oracleGeneral.zst Clock cache size   119843, 1312883 req, miss ratio 0.1421, byte miss ratio 0.1421
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size      149, 1312883 req, miss ratio 0.5754, byte miss ratio 0.5754
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size      449, 1312883 req, miss ratio 0.5638, byte miss ratio 0.5638
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size     1498, 1312883 req, miss ratio 0.5575, byte miss ratio 0.5575
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size     4494, 1312883 req, miss ratio 0.5470, byte miss ratio 0.5470
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size    14980, 1312883 req, miss ratio 0.4792, byte miss ratio 0.4792
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size    29960, 1312883 req, miss ratio 0.4126, byte miss ratio 0.4126
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size    59921, 1312883 req, miss ratio 0.3022, byte miss ratio 0.3022
result/tencentBlock.ns20024.oracleGeneral.zst S3FIFO-1 cache size   119843, 1312883 req, miss ratio 0.1424, byte miss ratio 0.1424
result/tencentBlock.ns20024.oracleGeneral.zst Cacheus cache size      149, 1312883 req, miss ratio 0.5740, byte miss ratio 0.5740
result/tencentBlock.ns20024.oracleGeneral.zst Cacheus cache size      449, 1312883 req, miss ratio 0.5634, byte miss ratio 0.5634
result/tencentBlock.ns20024.oracleGeneral.zst Cacheus cache size     1498, 1312883 req, miss ratio 0.5585, byte miss ratio 0.5585
result/tencentBlock.ns20024.oracleGeneral.zst Cacheus cache size     4494, 1312883 req, miss ratio 0.5474, byte miss ratio 0.5474
result/tencentBlock.ns20024.oracleGeneral.zst Cacheus cache size    14980, 1312883 req, miss ratio 0.4998, byte miss ratio 0.4998
result/tencentBlock.ns20024.oracleGeneral.zst Cacheus cache size    29960, 1312883 req, miss ratio 0.4502, byte miss ratio 0.4502
