result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size      216, 6961682 req, miss ratio 0.2555, byte miss ratio 0.2555
result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size      649, 6961682 req, miss ratio 0.1539, byte miss ratio 0.1539
result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size     2164, 6961682 req, miss ratio 0.1249, byte miss ratio 0.1249
result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size     6494, 6961682 req, miss ratio 0.0927, byte miss ratio 0.0927
result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size    21649, 6961682 req, miss ratio 0.0665, byte miss ratio 0.0665
result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size    43299, 6961682 req, miss ratio 0.0506, byte miss ratio 0.0506
result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size    86598, 6961682 req, miss ratio 0.0401, byte miss ratio 0.0401
result/tencentBlock.ns9539.oracleGeneral.zst FIFO cache size   173197, 6961682 req, miss ratio 0.0343, byte miss ratio 0.0343
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size      216, 6961682 req, miss ratio 0.1955, byte miss ratio 0.1955
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size      649, 6961682 req, miss ratio 0.1219, byte miss ratio 0.1219
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size     2164, 6961682 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size     6494, 6961682 req, miss ratio 0.0810, byte miss ratio 0.0810
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size    21649, 6961682 req, miss ratio 0.0589, byte miss ratio 0.0589
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size    43299, 6961682 req, miss ratio 0.0406, byte miss ratio 0.0406
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size    86598, 6961682 req, miss ratio 0.0354, byte miss ratio 0.0354
result/tencentBlock.ns9539.oracleGeneral.zst Cacheus cache size   173197, 6961682 req, miss ratio 0.0319, byte miss ratio 0.0319
