result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size      807, 2699848 req, miss ratio 0.6865, byte miss ratio 0.6865
result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size     2423, 2699848 req, miss ratio 0.6755, byte miss ratio 0.6755
result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size     8077, 2699848 req, miss ratio 0.6650, byte miss ratio 0.6650
result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size    24231, 2699848 req, miss ratio 0.6164, byte miss ratio 0.6164
result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size    80770, 2699848 req, miss ratio 0.4975, byte miss ratio 0.4975
result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size   161540, 2699848 req, miss ratio 0.3873, byte miss ratio 0.3873
result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size   323081, 2699848 req, miss ratio 0.3197, byte miss ratio 0.3197
result/tencentBlock.ns21974.oracleGeneral.zst S3FIFO-1 cache size   646163, 2699848 req, miss ratio 0.3003, byte miss ratio 0.3003
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size      807, 2699848 req, miss ratio 0.7084, byte miss ratio 0.7084
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size     2423, 2699848 req, miss ratio 0.6796, byte miss ratio 0.6796
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size     8077, 2699848 req, miss ratio 0.6634, byte miss ratio 0.6634
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size    24231, 2699848 req, miss ratio 0.6178, byte miss ratio 0.6178
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size    80770, 2699848 req, miss ratio 0.4720, byte miss ratio 0.4720
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size   161540, 2699848 req, miss ratio 0.3635, byte miss ratio 0.3635
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size   323081, 2699848 req, miss ratio 0.3199, byte miss ratio 0.3199
result/tencentBlock.ns21974.oracleGeneral.zst LIRS cache size   646163, 2699848 req, miss ratio 0.3013, byte miss ratio 0.3013
result/tencentBlock.ns21974.oracleGeneral.zst Clock cache size      807, 2699848 req, miss ratio 0.6939, byte miss ratio 0.6939
result/tencentBlock.ns21974.oracleGeneral.zst Clock cache size     2423, 2699848 req, miss ratio 0.6813, byte miss ratio 0.6813
