result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size      481, 4968363 req, miss ratio 0.5345, byte miss ratio 0.5345
result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size     1445, 4968363 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size     4817, 4968363 req, miss ratio 0.3455, byte miss ratio 0.3455
result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size    14453, 4968363 req, miss ratio 0.3060, byte miss ratio 0.3060
result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size    48176, 4968363 req, miss ratio 0.2381, byte miss ratio 0.2381
result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size    96353, 4968363 req, miss ratio 0.1896, byte miss ratio 0.1896
result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size   192707, 4968363 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns6307.oracleGeneral.zst ARC cache size   385415, 4968363 req, miss ratio 0.0979, byte miss ratio 0.0979
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size      481, 4968363 req, miss ratio 0.5556, byte miss ratio 0.5556
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size     1445, 4968363 req, miss ratio 0.4591, byte miss ratio 0.4591
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size     4817, 4968363 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size    14453, 4968363 req, miss ratio 0.3254, byte miss ratio 0.3254
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size    48176, 4968363 req, miss ratio 0.2463, byte miss ratio 0.2463
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size    96353, 4968363 req, miss ratio 0.2057, byte miss ratio 0.2057
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size   192707, 4968363 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns6307.oracleGeneral.zst clock2 cache size   385415, 4968363 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size      481, 4968363 req, miss ratio 0.5457, byte miss ratio 0.5457
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size     1445, 4968363 req, miss ratio 0.3839, byte miss ratio 0.3839
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size     4817, 4968363 req, miss ratio 0.3461, byte miss ratio 0.3461
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size    14453, 4968363 req, miss ratio 0.3014, byte miss ratio 0.3014
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size    48176, 4968363 req, miss ratio 0.2419, byte miss ratio 0.2419
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size    96353, 4968363 req, miss ratio 0.1890, byte miss ratio 0.1890
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size   192707, 4968363 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns6307.oracleGeneral.zst S3FIFO-1 cache size   385415, 4968363 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns6307.oracleGeneral.zst Clock cache size      481, 4968363 req, miss ratio 0.5540, byte miss ratio 0.5540
result/tencentBlock.ns6307.oracleGeneral.zst Clock cache size     1445, 4968363 req, miss ratio 0.4562, byte miss ratio 0.4562
