result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size      554, 7973463 req, miss ratio 0.4031, byte miss ratio 0.4031
result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size     1664, 7973463 req, miss ratio 0.3204, byte miss ratio 0.3204
result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size     5548, 7973463 req, miss ratio 0.2476, byte miss ratio 0.2476
result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size    16646, 7973463 req, miss ratio 0.2313, byte miss ratio 0.2313
result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size    55488, 7973463 req, miss ratio 0.1849, byte miss ratio 0.1849
result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size   110976, 7973463 req, miss ratio 0.1212, byte miss ratio 0.1212
result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size   221953, 7973463 req, miss ratio 0.0759, byte miss ratio 0.0759
result/tencentBlock.ns18128.oracleGeneral.zst LeCaR cache size   443906, 7973463 req, miss ratio 0.0697, byte miss ratio 0.0697
result/tencentBlock.ns18128.oracleGeneral.zst S3FIFO-1 cache size      554, 7973463 req, miss ratio 0.3946, byte miss ratio 0.3946
result/tencentBlock.ns18128.oracleGeneral.zst S3FIFO-1 cache size     1664, 7973463 req, miss ratio 0.2709, byte miss ratio 0.2709
result/tencentBlock.ns18128.oracleGeneral.zst S3FIFO-1 cache size     5548, 7973463 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns18128.oracleGeneral.zst S3FIFO-1 cache size    16646, 7973463 req, miss ratio 0.2211, byte miss ratio 0.2211
result/tencentBlock.ns18128.oracleGeneral.zst S3FIFO-1 cache size    55488, 7973463 req, miss ratio 0.1901, byte miss ratio 0.1901
result/tencentBlock.ns18128.oracleGeneral.zst S3FIFO-1 cache size   110976, 7973463 req, miss ratio 0.1230, byte miss ratio 0.1230
