result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size      271, 1950417 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size      813, 1950417 req, miss ratio 0.4533, byte miss ratio 0.4533
result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size     2710, 1950417 req, miss ratio 0.4505, byte miss ratio 0.4505
result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size     8130, 1950417 req, miss ratio 0.4417, byte miss ratio 0.4417
result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size    27103, 1950417 req, miss ratio 0.3537, byte miss ratio 0.3537
result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size    54206, 1950417 req, miss ratio 0.2994, byte miss ratio 0.2994
result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size   108412, 1950417 req, miss ratio 0.1899, byte miss ratio 0.1899
result/tencentBlock.ns22242.oracleGeneral.zst ARC cache size   216824, 1950417 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size      271, 1950417 req, miss ratio 0.4836, byte miss ratio 0.4836
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size      813, 1950417 req, miss ratio 0.4564, byte miss ratio 0.4564
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size     2710, 1950417 req, miss ratio 0.4516, byte miss ratio 0.4516
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size     8130, 1950417 req, miss ratio 0.4462, byte miss ratio 0.4462
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size    27103, 1950417 req, miss ratio 0.3659, byte miss ratio 0.3659
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size    54206, 1950417 req, miss ratio 0.3186, byte miss ratio 0.3186
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size   108412, 1950417 req, miss ratio 0.2025, byte miss ratio 0.2025
result/tencentBlock.ns22242.oracleGeneral.zst Clock cache size   216824, 1950417 req, miss ratio 0.1411, byte miss ratio 0.1411
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size      271, 1950417 req, miss ratio 0.4760, byte miss ratio 0.4760
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size      813, 1950417 req, miss ratio 0.4560, byte miss ratio 0.4560
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size     2710, 1950417 req, miss ratio 0.4510, byte miss ratio 0.4510
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size     8130, 1950417 req, miss ratio 0.4226, byte miss ratio 0.4226
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size    27103, 1950417 req, miss ratio 0.3488, byte miss ratio 0.3488
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size    54206, 1950417 req, miss ratio 0.2907, byte miss ratio 0.2907
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size   108412, 1950417 req, miss ratio 0.1828, byte miss ratio 0.1828
result/tencentBlock.ns22242.oracleGeneral.zst LHD cache size   216824, 1950417 req, miss ratio 0.1422, byte miss ratio 0.1422
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size      271, 1950417 req, miss ratio 0.5324, byte miss ratio 0.5324
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size      813, 1950417 req, miss ratio 0.4801, byte miss ratio 0.4801
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size     2710, 1950417 req, miss ratio 0.4594, byte miss ratio 0.4594
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size     8130, 1950417 req, miss ratio 0.4166, byte miss ratio 0.4166
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size    27103, 1950417 req, miss ratio 0.3568, byte miss ratio 0.3568
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size    54206, 1950417 req, miss ratio 0.2879, byte miss ratio 0.2879
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size   108412, 1950417 req, miss ratio 0.1981, byte miss ratio 0.1981
result/tencentBlock.ns22242.oracleGeneral.zst LIRS cache size   216824, 1950417 req, miss ratio 0.1411, byte miss ratio 0.1411
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size      271, 1950417 req, miss ratio 0.4819, byte miss ratio 0.4819
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size      813, 1950417 req, miss ratio 0.4562, byte miss ratio 0.4562
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size     2710, 1950417 req, miss ratio 0.4512, byte miss ratio 0.4512
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size     8130, 1950417 req, miss ratio 0.4476, byte miss ratio 0.4476
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size    27103, 1950417 req, miss ratio 0.3682, byte miss ratio 0.3682
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size    54206, 1950417 req, miss ratio 0.3252, byte miss ratio 0.3252
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size   108412, 1950417 req, miss ratio 0.2264, byte miss ratio 0.2264
result/tencentBlock.ns22242.oracleGeneral.zst clock2 cache size   216824, 1950417 req, miss ratio 0.1406, byte miss ratio 0.1406
result/tencentBlock.ns22242.oracleGeneral.zst Cacheus cache size      271, 1950417 req, miss ratio 0.4632, byte miss ratio 0.4632
result/tencentBlock.ns22242.oracleGeneral.zst Cacheus cache size      813, 1950417 req, miss ratio 0.4534, byte miss ratio 0.4534
result/tencentBlock.ns22242.oracleGeneral.zst Cacheus cache size     2710, 1950417 req, miss ratio 0.4500, byte miss ratio 0.4500
result/tencentBlock.ns22242.oracleGeneral.zst Cacheus cache size     8130, 1950417 req, miss ratio 0.4027, byte miss ratio 0.4027
