result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size      428, 4388317 req, miss ratio 0.5250, byte miss ratio 0.5250
result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size     1285, 4388317 req, miss ratio 0.3438, byte miss ratio 0.3438
result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size     4283, 4388317 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size    12850, 4388317 req, miss ratio 0.1982, byte miss ratio 0.1982
result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size    42833, 4388317 req, miss ratio 0.1353, byte miss ratio 0.1353
result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size    85667, 4388317 req, miss ratio 0.1071, byte miss ratio 0.1071
result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size   171335, 4388317 req, miss ratio 0.1003, byte miss ratio 0.1003
result/tencentBlock.ns14999.oracleGeneral.zst LHD cache size   342671, 4388317 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size      428, 4388317 req, miss ratio 0.5264, byte miss ratio 0.5264
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size     1285, 4388317 req, miss ratio 0.3672, byte miss ratio 0.3672
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size     4283, 4388317 req, miss ratio 0.2449, byte miss ratio 0.2449
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size    12850, 4388317 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size    42833, 4388317 req, miss ratio 0.1354, byte miss ratio 0.1354
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size    85667, 4388317 req, miss ratio 0.1115, byte miss ratio 0.1115
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size   171335, 4388317 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns14999.oracleGeneral.zst LeCaR cache size   342671, 4388317 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size      428, 4388317 req, miss ratio 0.6020, byte miss ratio 0.6020
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size     1285, 4388317 req, miss ratio 0.4290, byte miss ratio 0.4290
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size     4283, 4388317 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size    12850, 4388317 req, miss ratio 0.2225, byte miss ratio 0.2225
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size    42833, 4388317 req, miss ratio 0.1463, byte miss ratio 0.1463
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size    85667, 4388317 req, miss ratio 0.1203, byte miss ratio 0.1203
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size   171335, 4388317 req, miss ratio 0.1086, byte miss ratio 0.1086
result/tencentBlock.ns14999.oracleGeneral.zst FIFO cache size   342671, 4388317 req, miss ratio 0.1016, byte miss ratio 0.1016
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size      428, 4388317 req, miss ratio 0.5264, byte miss ratio 0.5264
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size     1285, 4388317 req, miss ratio 0.3742, byte miss ratio 0.3742
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size     4283, 4388317 req, miss ratio 0.2464, byte miss ratio 0.2464
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size    12850, 4388317 req, miss ratio 0.2103, byte miss ratio 0.2103
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size    42833, 4388317 req, miss ratio 0.1413, byte miss ratio 0.1413
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size    85667, 4388317 req, miss ratio 0.1148, byte miss ratio 0.1148
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size   171335, 4388317 req, miss ratio 0.1004, byte miss ratio 0.1004
result/tencentBlock.ns14999.oracleGeneral.zst Clock cache size   342671, 4388317 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size      428, 4388317 req, miss ratio 0.5128, byte miss ratio 0.5128
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size     1285, 4388317 req, miss ratio 0.3186, byte miss ratio 0.3186
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size     4283, 4388317 req, miss ratio 0.2416, byte miss ratio 0.2416
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size    12850, 4388317 req, miss ratio 0.2003, byte miss ratio 0.2003
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size    42833, 4388317 req, miss ratio 0.1434, byte miss ratio 0.1434
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size    85667, 4388317 req, miss ratio 0.1167, byte miss ratio 0.1167
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size   171335, 4388317 req, miss ratio 0.0999, byte miss ratio 0.0999
result/tencentBlock.ns14999.oracleGeneral.zst ARC cache size   342671, 4388317 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size      428, 4388317 req, miss ratio 0.5306, byte miss ratio 0.5306
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size     1285, 4388317 req, miss ratio 0.3824, byte miss ratio 0.3824
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size     4283, 4388317 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size    12850, 4388317 req, miss ratio 0.2068, byte miss ratio 0.2068
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size    42833, 4388317 req, miss ratio 0.1359, byte miss ratio 0.1359
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size    85667, 4388317 req, miss ratio 0.1115, byte miss ratio 0.1115
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size   171335, 4388317 req, miss ratio 0.0992, byte miss ratio 0.0992
result/tencentBlock.ns14999.oracleGeneral.zst LRU cache size   342671, 4388317 req, miss ratio 0.0976, byte miss ratio 0.0976
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size      428, 4388317 req, miss ratio 0.5231, byte miss ratio 0.5231
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size     1285, 4388317 req, miss ratio 0.2951, byte miss ratio 0.2951
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size     4283, 4388317 req, miss ratio 0.2436, byte miss ratio 0.2436
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size    12850, 4388317 req, miss ratio 0.1986, byte miss ratio 0.1986
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size    42833, 4388317 req, miss ratio 0.1516, byte miss ratio 0.1516
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size    85667, 4388317 req, miss ratio 0.1146, byte miss ratio 0.1146
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size   171335, 4388317 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-1 cache size   342671, 4388317 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size      428, 4388317 req, miss ratio 0.5210, byte miss ratio 0.5210
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size     1285, 4388317 req, miss ratio 0.3269, byte miss ratio 0.3269
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size     4283, 4388317 req, miss ratio 0.2583, byte miss ratio 0.2583
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size    12850, 4388317 req, miss ratio 0.2018, byte miss ratio 0.2018
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size    42833, 4388317 req, miss ratio 0.1586, byte miss ratio 0.1586
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size    85667, 4388317 req, miss ratio 0.1288, byte miss ratio 0.1288
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size   171335, 4388317 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns14999.oracleGeneral.zst LIRS cache size   342671, 4388317 req, miss ratio 0.1007, byte miss ratio 0.1007
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size      428, 4388317 req, miss ratio 0.5112, byte miss ratio 0.5112
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size     1285, 4388317 req, miss ratio 0.3439, byte miss ratio 0.3439
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size     4283, 4388317 req, miss ratio 0.2417, byte miss ratio 0.2417
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size    12850, 4388317 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size    42833, 4388317 req, miss ratio 0.1373, byte miss ratio 0.1373
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size    85667, 4388317 req, miss ratio 0.1097, byte miss ratio 0.1097
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size   171335, 4388317 req, miss ratio 0.0987, byte miss ratio 0.0987
result/tencentBlock.ns14999.oracleGeneral.zst Cacheus cache size   342671, 4388317 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size      428, 4388317 req, miss ratio 0.5260, byte miss ratio 0.5260
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size     1285, 4388317 req, miss ratio 0.3678, byte miss ratio 0.3678
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size     4283, 4388317 req, miss ratio 0.2442, byte miss ratio 0.2442
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size    12850, 4388317 req, miss ratio 0.2124, byte miss ratio 0.2124
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size    42833, 4388317 req, miss ratio 0.1470, byte miss ratio 0.1470
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size    85667, 4388317 req, miss ratio 0.1186, byte miss ratio 0.1186
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size   171335, 4388317 req, miss ratio 0.0995, byte miss ratio 0.0995
result/tencentBlock.ns14999.oracleGeneral.zst clock2 cache size   342671, 4388317 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size      428, 4388317 req, miss ratio 0.5125, byte miss ratio 0.5125
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size     1285, 4388317 req, miss ratio 0.2922, byte miss ratio 0.2922
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size     4283, 4388317 req, miss ratio 0.2425, byte miss ratio 0.2425
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size    12850, 4388317 req, miss ratio 0.1985, byte miss ratio 0.1985
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size    42833, 4388317 req, miss ratio 0.1458, byte miss ratio 0.1458
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size    85667, 4388317 req, miss ratio 0.1123, byte miss ratio 0.1123
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size   171335, 4388317 req, miss ratio 0.1004, byte miss ratio 0.1004
result/tencentBlock.ns14999.oracleGeneral.zst S3FIFO-d-1 cache size   342671, 4388317 req, miss ratio 0.0977, byte miss ratio 0.0977
result/tencentBlock.ns14999.oracleGeneral.zst LRB cache size      428, 4388317 req, miss ratio 0.5243, byte miss ratio 0.5243
result/tencentBlock.ns14999.oracleGeneral.zst LRB cache size     1285, 4388317 req, miss ratio 0.2939, byte miss ratio 0.2939
result/tencentBlock.ns14999.oracleGeneral.zst LRB cache size     4283, 4388317 req, miss ratio 0.2457, byte miss ratio 0.2457
result/tencentBlock.ns14999.oracleGeneral.zst LRB cache size    12850, 4388317 req, miss ratio 0.2115, byte miss ratio 0.2115
result/tencentBlock.ns14999.oracleGeneral.zst LRB cache size    42833, 4388317 req, miss ratio 0.1547, byte miss ratio 0.1547
result/tencentBlock.ns14999.oracleGeneral.zst LRB cache size    85667, 4388317 req, miss ratio 0.1134, byte miss ratio 0.1134
