result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size      176, 1715860 req, miss ratio 0.4903, byte miss ratio 0.4903
result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size      530, 1715860 req, miss ratio 0.4633, byte miss ratio 0.4633
result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size     1769, 1715860 req, miss ratio 0.4275, byte miss ratio 0.4275
result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size     5307, 1715860 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size    17690, 1715860 req, miss ratio 0.3042, byte miss ratio 0.3042
result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size    35381, 1715860 req, miss ratio 0.2390, byte miss ratio 0.2390
result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size    70762, 1715860 req, miss ratio 0.1351, byte miss ratio 0.1351
result/tencentBlock.ns23521.oracleGeneral.zst LHD cache size   141524, 1715860 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size      176, 1715860 req, miss ratio 0.4814, byte miss ratio 0.4814
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size      530, 1715860 req, miss ratio 0.4582, byte miss ratio 0.4582
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size     1769, 1715860 req, miss ratio 0.4077, byte miss ratio 0.4077
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size     5307, 1715860 req, miss ratio 0.3646, byte miss ratio 0.3646
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size    17690, 1715860 req, miss ratio 0.3023, byte miss ratio 0.3023
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size    35381, 1715860 req, miss ratio 0.2503, byte miss ratio 0.2503
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size    70762, 1715860 req, miss ratio 0.1364, byte miss ratio 0.1364
result/tencentBlock.ns23521.oracleGeneral.zst Cacheus cache size   141524, 1715860 req, miss ratio 0.1036, byte miss ratio 0.1036
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size      176, 1715860 req, miss ratio 0.5034, byte miss ratio 0.5034
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size      530, 1715860 req, miss ratio 0.4812, byte miss ratio 0.4812
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size     1769, 1715860 req, miss ratio 0.3999, byte miss ratio 0.3999
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size     5307, 1715860 req, miss ratio 0.3626, byte miss ratio 0.3626
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size    17690, 1715860 req, miss ratio 0.2788, byte miss ratio 0.2788
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size    35381, 1715860 req, miss ratio 0.2123, byte miss ratio 0.2123
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size    70762, 1715860 req, miss ratio 0.1268, byte miss ratio 0.1268
result/tencentBlock.ns23521.oracleGeneral.zst LIRS cache size   141524, 1715860 req, miss ratio 0.1045, byte miss ratio 0.1045
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size      176, 1715860 req, miss ratio 0.4763, byte miss ratio 0.4763
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size      530, 1715860 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size     1769, 1715860 req, miss ratio 0.3930, byte miss ratio 0.3930
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size     5307, 1715860 req, miss ratio 0.3634, byte miss ratio 0.3634
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size    17690, 1715860 req, miss ratio 0.2814, byte miss ratio 0.2814
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size    35381, 1715860 req, miss ratio 0.2314, byte miss ratio 0.2314
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size    70762, 1715860 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns23521.oracleGeneral.zst ARC cache size   141524, 1715860 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size      176, 1715860 req, miss ratio 0.4959, byte miss ratio 0.4959
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size      530, 1715860 req, miss ratio 0.4637, byte miss ratio 0.4637
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size     1769, 1715860 req, miss ratio 0.4327, byte miss ratio 0.4327
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size     5307, 1715860 req, miss ratio 0.3740, byte miss ratio 0.3740
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size    17690, 1715860 req, miss ratio 0.3100, byte miss ratio 0.3100
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size    35381, 1715860 req, miss ratio 0.2439, byte miss ratio 0.2439
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size    70762, 1715860 req, miss ratio 0.1313, byte miss ratio 0.1313
result/tencentBlock.ns23521.oracleGeneral.zst LeCaR cache size   141524, 1715860 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size      176, 1715860 req, miss ratio 0.4858, byte miss ratio 0.4858
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size      530, 1715860 req, miss ratio 0.4571, byte miss ratio 0.4571
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size     1769, 1715860 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size     5307, 1715860 req, miss ratio 0.3629, byte miss ratio 0.3629
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size    17690, 1715860 req, miss ratio 0.2802, byte miss ratio 0.2802
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size    35381, 1715860 req, miss ratio 0.2303, byte miss ratio 0.2303
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size    70762, 1715860 req, miss ratio 0.1352, byte miss ratio 0.1352
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-1 cache size   141524, 1715860 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size      176, 1715860 req, miss ratio 0.5080, byte miss ratio 0.5080
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size      530, 1715860 req, miss ratio 0.4637, byte miss ratio 0.4637
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size     1769, 1715860 req, miss ratio 0.4316, byte miss ratio 0.4316
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size     5307, 1715860 req, miss ratio 0.3848, byte miss ratio 0.3848
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size    17690, 1715860 req, miss ratio 0.3136, byte miss ratio 0.3136
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size    35381, 1715860 req, miss ratio 0.2544, byte miss ratio 0.2544
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size    70762, 1715860 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns23521.oracleGeneral.zst Clock cache size   141524, 1715860 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size      176, 1715860 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size      530, 1715860 req, miss ratio 0.4647, byte miss ratio 0.4647
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size     1769, 1715860 req, miss ratio 0.4334, byte miss ratio 0.4334
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size     5307, 1715860 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size    17690, 1715860 req, miss ratio 0.3166, byte miss ratio 0.3166
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size    35381, 1715860 req, miss ratio 0.2592, byte miss ratio 0.2592
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size    70762, 1715860 req, miss ratio 0.1413, byte miss ratio 0.1413
result/tencentBlock.ns23521.oracleGeneral.zst LRU cache size   141524, 1715860 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size      176, 1715860 req, miss ratio 0.6595, byte miss ratio 0.6595
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size      530, 1715860 req, miss ratio 0.5238, byte miss ratio 0.5238
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size     1769, 1715860 req, miss ratio 0.4550, byte miss ratio 0.4550
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size     5307, 1715860 req, miss ratio 0.4105, byte miss ratio 0.4105
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size    17690, 1715860 req, miss ratio 0.3412, byte miss ratio 0.3412
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size    35381, 1715860 req, miss ratio 0.2847, byte miss ratio 0.2847
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size    70762, 1715860 req, miss ratio 0.1711, byte miss ratio 0.1711
result/tencentBlock.ns23521.oracleGeneral.zst FIFO cache size   141524, 1715860 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size      176, 1715860 req, miss ratio 0.5019, byte miss ratio 0.5019
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size      530, 1715860 req, miss ratio 0.4631, byte miss ratio 0.4631
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size     1769, 1715860 req, miss ratio 0.4305, byte miss ratio 0.4305
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size     5307, 1715860 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size    17690, 1715860 req, miss ratio 0.3133, byte miss ratio 0.3133
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size    35381, 1715860 req, miss ratio 0.2511, byte miss ratio 0.2511
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size    70762, 1715860 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns23521.oracleGeneral.zst clock2 cache size   141524, 1715860 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size      176, 1715860 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size      530, 1715860 req, miss ratio 0.4546, byte miss ratio 0.4546
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size     1769, 1715860 req, miss ratio 0.3772, byte miss ratio 0.3772
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size     5307, 1715860 req, miss ratio 0.3629, byte miss ratio 0.3629
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size    17690, 1715860 req, miss ratio 0.2793, byte miss ratio 0.2793
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size    35381, 1715860 req, miss ratio 0.2291, byte miss ratio 0.2291
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size    70762, 1715860 req, miss ratio 0.1366, byte miss ratio 0.1366
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d-1 cache size   141524, 1715860 req, miss ratio 0.1034, byte miss ratio 0.1034
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size      176, 1715860 req, miss ratio 0.5071, byte miss ratio 0.5071
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size      530, 1715860 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size     1769, 1715860 req, miss ratio 0.3924, byte miss ratio 0.3924
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size     5307, 1715860 req, miss ratio 0.3630, byte miss ratio 0.3630
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size    17690, 1715860 req, miss ratio 0.2873, byte miss ratio 0.2873
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size    35381, 1715860 req, miss ratio 0.2209, byte miss ratio 0.2209
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size    70762, 1715860 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns23521.oracleGeneral.zst LRB cache size   141524, 1715860 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size      176, 1715860 req, miss ratio 0.5257, byte miss ratio 0.5257
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size      530, 1715860 req, miss ratio 0.4617, byte miss ratio 0.4617
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1769, 1715860 req, miss ratio 0.3948, byte miss ratio 0.3948
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size     5307, 1715860 req, miss ratio 0.3635, byte miss ratio 0.3635
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size    17690, 1715860 req, miss ratio 0.3190, byte miss ratio 0.3190
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size    35381, 1715860 req, miss ratio 0.2250, byte miss ratio 0.2250
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size    70762, 1715860 req, miss ratio 0.1582, byte miss ratio 0.1582
result/tencentBlock.ns23521.oracleGeneral.zst S4LRU(25:25:25:25) cache size   141524, 1715860 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size      176, 1715860 req, miss ratio 0.5377, byte miss ratio 0.5377
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size      530, 1715860 req, miss ratio 0.4918, byte miss ratio 0.4918
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size     1769, 1715860 req, miss ratio 0.4595, byte miss ratio 0.4595
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size     5307, 1715860 req, miss ratio 0.4161, byte miss ratio 0.4161
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size    17690, 1715860 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size    35381, 1715860 req, miss ratio 0.2867, byte miss ratio 0.2867
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size    70762, 1715860 req, miss ratio 0.1796, byte miss ratio 0.1796
result/tencentBlock.ns23521.oracleGeneral.zst B-LRU cache size   141524, 1715860 req, miss ratio 0.1738, byte miss ratio 0.1738
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      176, 1715860 req, miss ratio 0.5801, byte miss ratio 0.5801
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      530, 1715860 req, miss ratio 0.4724, byte miss ratio 0.4724
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1769, 1715860 req, miss ratio 0.4314, byte miss ratio 0.4314
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     5307, 1715860 req, miss ratio 0.3810, byte miss ratio 0.3810
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    17690, 1715860 req, miss ratio 0.3228, byte miss ratio 0.3228
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    35381, 1715860 req, miss ratio 0.2576, byte miss ratio 0.2576
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    70762, 1715860 req, miss ratio 0.1654, byte miss ratio 0.1654
result/tencentBlock.ns23521.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   141524, 1715860 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size      176, 1715860 req, miss ratio 0.4786, byte miss ratio 0.4786
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size      530, 1715860 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size     1769, 1715860 req, miss ratio 0.3771, byte miss ratio 0.3771
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size     5307, 1715860 req, miss ratio 0.3665, byte miss ratio 0.3665
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size    17690, 1715860 req, miss ratio 0.2784, byte miss ratio 0.2784
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size    35381, 1715860 req, miss ratio 0.2180, byte miss ratio 0.2180
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size    70762, 1715860 req, miss ratio 0.1450, byte miss ratio 0.1450
result/tencentBlock.ns23521.oracleGeneral.zst TwoQ cache size   141524, 1715860 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size      176, 1715860 req, miss ratio 0.4843, byte miss ratio 0.4843
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size      530, 1715860 req, miss ratio 0.4481, byte miss ratio 0.4481
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size     1769, 1715860 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size     5307, 1715860 req, miss ratio 0.3623, byte miss ratio 0.3623
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size    17690, 1715860 req, miss ratio 0.2686, byte miss ratio 0.2686
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size    35381, 1715860 req, miss ratio 0.2171, byte miss ratio 0.2171
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size    70762, 1715860 req, miss ratio 0.1336, byte miss ratio 0.1336
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO-d cache size   141524, 1715860 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size      176, 1715860 req, miss ratio 0.4864, byte miss ratio 0.4864
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size      530, 1715860 req, miss ratio 0.4488, byte miss ratio 0.4488
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size     1769, 1715860 req, miss ratio 0.3725, byte miss ratio 0.3725
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size     5307, 1715860 req, miss ratio 0.3623, byte miss ratio 0.3623
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size    17690, 1715860 req, miss ratio 0.2692, byte miss ratio 0.2692
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size    35381, 1715860 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size    70762, 1715860 req, miss ratio 0.1330, byte miss ratio 0.1330
result/tencentBlock.ns23521.oracleGeneral.zst S3FIFO cache size   141524, 1715860 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns23521.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      176, 1715860 req, miss ratio 0.5832, byte miss ratio 0.5832
result/tencentBlock.ns23521.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size      530, 1715860 req, miss ratio 0.5699, byte miss ratio 0.5699
result/tencentBlock.ns23521.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     1769, 1715860 req, miss ratio 0.4268, byte miss ratio 0.4268
result/tencentBlock.ns23521.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size     5307, 1715860 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns23521.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    17690, 1715860 req, miss ratio 0.2722, byte miss ratio 0.2722
result/tencentBlock.ns23521.oracleGeneral.zst              WTinyLFU-w0.01-SLRU cache size    35381, 1715860 req, miss ratio 0.1989, byte miss ratio 0.1989
