result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size      198, 1585880 req, miss ratio 0.4284, byte miss ratio 0.4284
result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size      595, 1585880 req, miss ratio 0.3060, byte miss ratio 0.3060
result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size     1985, 1585880 req, miss ratio 0.2869, byte miss ratio 0.2869
result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size     5957, 1585880 req, miss ratio 0.2814, byte miss ratio 0.2814
result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size    19856, 1585880 req, miss ratio 0.2383, byte miss ratio 0.2383
result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size    39713, 1585880 req, miss ratio 0.1816, byte miss ratio 0.1816
result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size    79427, 1585880 req, miss ratio 0.1369, byte miss ratio 0.1369
result/tencentBlock.ns7739.oracleGeneral.zst Cacheus cache size   158855, 1585880 req, miss ratio 0.1256, byte miss ratio 0.1256
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size      198, 1585880 req, miss ratio 0.4300, byte miss ratio 0.4300
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size      595, 1585880 req, miss ratio 0.3168, byte miss ratio 0.3168
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size     1985, 1585880 req, miss ratio 0.2874, byte miss ratio 0.2874
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size     5957, 1585880 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size    19856, 1585880 req, miss ratio 0.2259, byte miss ratio 0.2259
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size    39713, 1585880 req, miss ratio 0.1805, byte miss ratio 0.1805
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size    79427, 1585880 req, miss ratio 0.1384, byte miss ratio 0.1384
result/tencentBlock.ns7739.oracleGeneral.zst ARC cache size   158855, 1585880 req, miss ratio 0.1270, byte miss ratio 0.1270
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size      198, 1585880 req, miss ratio 0.4843, byte miss ratio 0.4843
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size      595, 1585880 req, miss ratio 0.3327, byte miss ratio 0.3327
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size     1985, 1585880 req, miss ratio 0.2876, byte miss ratio 0.2876
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size     5957, 1585880 req, miss ratio 0.2798, byte miss ratio 0.2798
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size    19856, 1585880 req, miss ratio 0.2415, byte miss ratio 0.2415
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size    39713, 1585880 req, miss ratio 0.1875, byte miss ratio 0.1875
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size    79427, 1585880 req, miss ratio 0.1478, byte miss ratio 0.1478
result/tencentBlock.ns7739.oracleGeneral.zst S3FIFO-1 cache size   158855, 1585880 req, miss ratio 0.1281, byte miss ratio 0.1281
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size      198, 1585880 req, miss ratio 0.5489, byte miss ratio 0.5489
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size      595, 1585880 req, miss ratio 0.3460, byte miss ratio 0.3460
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size     1985, 1585880 req, miss ratio 0.3048, byte miss ratio 0.3048
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size     5957, 1585880 req, miss ratio 0.2856, byte miss ratio 0.2856
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size    19856, 1585880 req, miss ratio 0.2362, byte miss ratio 0.2362
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size    39713, 1585880 req, miss ratio 0.1928, byte miss ratio 0.1928
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size    79427, 1585880 req, miss ratio 0.1569, byte miss ratio 0.1569
result/tencentBlock.ns7739.oracleGeneral.zst FIFO cache size   158855, 1585880 req, miss ratio 0.1361, byte miss ratio 0.1361
result/tencentBlock.ns7739.oracleGeneral.zst LIRS cache size      198, 1585880 req, miss ratio 0.4495, byte miss ratio 0.4495
result/tencentBlock.ns7739.oracleGeneral.zst LIRS cache size      595, 1585880 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns7739.oracleGeneral.zst LIRS cache size     1985, 1585880 req, miss ratio 0.3738, byte miss ratio 0.3738
result/tencentBlock.ns7739.oracleGeneral.zst LIRS cache size     5957, 1585880 req, miss ratio 0.3060, byte miss ratio 0.3060
result/tencentBlock.ns7739.oracleGeneral.zst LIRS cache size    19856, 1585880 req, miss ratio 0.2434, byte miss ratio 0.2434
result/tencentBlock.ns7739.oracleGeneral.zst LIRS cache size    39713, 1585880 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns7739.oracleGeneral.zst LIRS cache size    79427, 1585880 req, miss ratio 0.1457, byte miss ratio 0.1457
