result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size      249, 1728359 req, miss ratio 0.5601, byte miss ratio 0.5601
result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size      747, 1728359 req, miss ratio 0.4883, byte miss ratio 0.4883
result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size     2491, 1728359 req, miss ratio 0.4556, byte miss ratio 0.4556
result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size     7474, 1728359 req, miss ratio 0.4137, byte miss ratio 0.4137
result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size    24913, 1728359 req, miss ratio 0.3619, byte miss ratio 0.3619
result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size    49827, 1728359 req, miss ratio 0.3230, byte miss ratio 0.3230
result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size    99654, 1728359 req, miss ratio 0.1883, byte miss ratio 0.1883
result/tencentBlock.ns20405.oracleGeneral.zst Cacheus cache size   199309, 1728359 req, miss ratio 0.1456, byte miss ratio 0.1456
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size      249, 1728359 req, miss ratio 0.5836, byte miss ratio 0.5836
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size      747, 1728359 req, miss ratio 0.5333, byte miss ratio 0.5333
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size     2491, 1728359 req, miss ratio 0.4699, byte miss ratio 0.4699
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size     7474, 1728359 req, miss ratio 0.4444, byte miss ratio 0.4444
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size    24913, 1728359 req, miss ratio 0.3716, byte miss ratio 0.3716
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size    49827, 1728359 req, miss ratio 0.3289, byte miss ratio 0.3289
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size    99654, 1728359 req, miss ratio 0.1903, byte miss ratio 0.1903
result/tencentBlock.ns20405.oracleGeneral.zst LRU cache size   199309, 1728359 req, miss ratio 0.1459, byte miss ratio 0.1459
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size      249, 1728359 req, miss ratio 0.6698, byte miss ratio 0.6698
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size      747, 1728359 req, miss ratio 0.5731, byte miss ratio 0.5731
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size     2491, 1728359 req, miss ratio 0.5029, byte miss ratio 0.5029
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size     7474, 1728359 req, miss ratio 0.4640, byte miss ratio 0.4640
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size    24913, 1728359 req, miss ratio 0.3917, byte miss ratio 0.3917
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size    49827, 1728359 req, miss ratio 0.3441, byte miss ratio 0.3441
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size    99654, 1728359 req, miss ratio 0.2281, byte miss ratio 0.2281
result/tencentBlock.ns20405.oracleGeneral.zst FIFO cache size   199309, 1728359 req, miss ratio 0.1637, byte miss ratio 0.1637
result/tencentBlock.ns20405.oracleGeneral.zst LHD cache size      249, 1728359 req, miss ratio 0.5776, byte miss ratio 0.5776
result/tencentBlock.ns20405.oracleGeneral.zst LHD cache size      747, 1728359 req, miss ratio 0.5234, byte miss ratio 0.5234
result/tencentBlock.ns20405.oracleGeneral.zst LHD cache size     2491, 1728359 req, miss ratio 0.4612, byte miss ratio 0.4612
