result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size      262, 1265086 req, miss ratio 0.5790, byte miss ratio 0.5790
result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size      787, 1265086 req, miss ratio 0.5686, byte miss ratio 0.5686
result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size     2623, 1265086 req, miss ratio 0.5664, byte miss ratio 0.5664
result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size     7870, 1265086 req, miss ratio 0.5654, byte miss ratio 0.5654
result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size    26234, 1265086 req, miss ratio 0.4879, byte miss ratio 0.4879
result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size    52468, 1265086 req, miss ratio 0.4154, byte miss ratio 0.4154
result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size   104936, 1265086 req, miss ratio 0.2510, byte miss ratio 0.2510
result/tencentBlock.ns21630.oracleGeneral.zst LRU cache size   209872, 1265086 req, miss ratio 0.2089, byte miss ratio 0.2089
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size      262, 1265086 req, miss ratio 0.5747, byte miss ratio 0.5747
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size      787, 1265086 req, miss ratio 0.5681, byte miss ratio 0.5681
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size     2623, 1265086 req, miss ratio 0.5663, byte miss ratio 0.5663
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size     7870, 1265086 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size    26234, 1265086 req, miss ratio 0.4778, byte miss ratio 0.4778
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size    52468, 1265086 req, miss ratio 0.4090, byte miss ratio 0.4090
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size   104936, 1265086 req, miss ratio 0.2378, byte miss ratio 0.2378
result/tencentBlock.ns21630.oracleGeneral.zst LeCaR cache size   209872, 1265086 req, miss ratio 0.2088, byte miss ratio 0.2088
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size      262, 1265086 req, miss ratio 0.5766, byte miss ratio 0.5766
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size      787, 1265086 req, miss ratio 0.5676, byte miss ratio 0.5676
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size     2623, 1265086 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size     7870, 1265086 req, miss ratio 0.5645, byte miss ratio 0.5645
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size    26234, 1265086 req, miss ratio 0.4606, byte miss ratio 0.4606
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size    52468, 1265086 req, miss ratio 0.3662, byte miss ratio 0.3662
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size   104936, 1265086 req, miss ratio 0.2349, byte miss ratio 0.2349
result/tencentBlock.ns21630.oracleGeneral.zst S3FIFO-1 cache size   209872, 1265086 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size      262, 1265086 req, miss ratio 0.5786, byte miss ratio 0.5786
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size      787, 1265086 req, miss ratio 0.5686, byte miss ratio 0.5686
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size     2623, 1265086 req, miss ratio 0.5662, byte miss ratio 0.5662
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size     7870, 1265086 req, miss ratio 0.5606, byte miss ratio 0.5606
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size    26234, 1265086 req, miss ratio 0.4806, byte miss ratio 0.4806
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size    52468, 1265086 req, miss ratio 0.4006, byte miss ratio 0.4006
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size   104936, 1265086 req, miss ratio 0.2504, byte miss ratio 0.2504
result/tencentBlock.ns21630.oracleGeneral.zst LHD cache size   209872, 1265086 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size      262, 1265086 req, miss ratio 0.5751, byte miss ratio 0.5751
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size      787, 1265086 req, miss ratio 0.5678, byte miss ratio 0.5678
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size     2623, 1265086 req, miss ratio 0.5663, byte miss ratio 0.5663
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size     7870, 1265086 req, miss ratio 0.5652, byte miss ratio 0.5652
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size    26234, 1265086 req, miss ratio 0.4876, byte miss ratio 0.4876
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size    52468, 1265086 req, miss ratio 0.4397, byte miss ratio 0.4397
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size   104936, 1265086 req, miss ratio 0.2486, byte miss ratio 0.2486
result/tencentBlock.ns21630.oracleGeneral.zst clock2 cache size   209872, 1265086 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size      262, 1265086 req, miss ratio 0.6375, byte miss ratio 0.6375
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size      787, 1265086 req, miss ratio 0.5920, byte miss ratio 0.5920
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size     2623, 1265086 req, miss ratio 0.5739, byte miss ratio 0.5739
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size     7870, 1265086 req, miss ratio 0.5680, byte miss ratio 0.5680
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size    26234, 1265086 req, miss ratio 0.5133, byte miss ratio 0.5133
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size    52468, 1265086 req, miss ratio 0.3949, byte miss ratio 0.3949
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size   104936, 1265086 req, miss ratio 0.3024, byte miss ratio 0.3024
result/tencentBlock.ns21630.oracleGeneral.zst FIFO cache size   209872, 1265086 req, miss ratio 0.2306, byte miss ratio 0.2306
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size      262, 1265086 req, miss ratio 0.5776, byte miss ratio 0.5776
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size      787, 1265086 req, miss ratio 0.5682, byte miss ratio 0.5682
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size     2623, 1265086 req, miss ratio 0.5664, byte miss ratio 0.5664
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size     7870, 1265086 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size    26234, 1265086 req, miss ratio 0.4876, byte miss ratio 0.4876
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size    52468, 1265086 req, miss ratio 0.4406, byte miss ratio 0.4406
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size   104936, 1265086 req, miss ratio 0.2597, byte miss ratio 0.2597
result/tencentBlock.ns21630.oracleGeneral.zst Clock cache size   209872, 1265086 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size      262, 1265086 req, miss ratio 0.6502, byte miss ratio 0.6502
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size      787, 1265086 req, miss ratio 0.6345, byte miss ratio 0.6345
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size     2623, 1265086 req, miss ratio 0.5756, byte miss ratio 0.5756
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size     7870, 1265086 req, miss ratio 0.5499, byte miss ratio 0.5499
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size    26234, 1265086 req, miss ratio 0.4578, byte miss ratio 0.4578
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size    52468, 1265086 req, miss ratio 0.3663, byte miss ratio 0.3663
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size   104936, 1265086 req, miss ratio 0.2302, byte miss ratio 0.2302
result/tencentBlock.ns21630.oracleGeneral.zst LIRS cache size   209872, 1265086 req, miss ratio 0.2088, byte miss ratio 0.2088
