result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size      952, 5264778 req, miss ratio 0.3161, byte miss ratio 0.3161
result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size     2856, 5264778 req, miss ratio 0.3100, byte miss ratio 0.3100
result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size     9520, 5264778 req, miss ratio 0.3070, byte miss ratio 0.3070
result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size    28561, 5264778 req, miss ratio 0.2863, byte miss ratio 0.2863
result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size    95204, 5264778 req, miss ratio 0.2624, byte miss ratio 0.2624
result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size   190409, 5264778 req, miss ratio 0.2188, byte miss ratio 0.2188
result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size   380818, 5264778 req, miss ratio 0.1876, byte miss ratio 0.1876
result/tencentBlock.ns3590.oracleGeneral.zst LeCaR cache size   761636, 5264778 req, miss ratio 0.1812, byte miss ratio 0.1812
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size      952, 5264778 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size     2856, 5264778 req, miss ratio 0.3103, byte miss ratio 0.3103
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size     9520, 5264778 req, miss ratio 0.3072, byte miss ratio 0.3072
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size    28561, 5264778 req, miss ratio 0.2899, byte miss ratio 0.2899
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size    95204, 5264778 req, miss ratio 0.2668, byte miss ratio 0.2668
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size   190409, 5264778 req, miss ratio 0.2419, byte miss ratio 0.2419
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size   380818, 5264778 req, miss ratio 0.1909, byte miss ratio 0.1909
result/tencentBlock.ns3590.oracleGeneral.zst Clock cache size   761636, 5264778 req, miss ratio 0.1811, byte miss ratio 0.1811
result/tencentBlock.ns3590.oracleGeneral.zst Cacheus cache size      952, 5264778 req, miss ratio 0.3150, byte miss ratio 0.3150
result/tencentBlock.ns3590.oracleGeneral.zst Cacheus cache size     2856, 5264778 req, miss ratio 0.3089, byte miss ratio 0.3089
result/tencentBlock.ns3590.oracleGeneral.zst Cacheus cache size     9520, 5264778 req, miss ratio 0.3009, byte miss ratio 0.3009
result/tencentBlock.ns3590.oracleGeneral.zst Cacheus cache size    28561, 5264778 req, miss ratio 0.2886, byte miss ratio 0.2886
result/tencentBlock.ns3590.oracleGeneral.zst Cacheus cache size    95204, 5264778 req, miss ratio 0.2622, byte miss ratio 0.2622
result/tencentBlock.ns3590.oracleGeneral.zst Cacheus cache size   190409, 5264778 req, miss ratio 0.2206, byte miss ratio 0.2206
result/tencentBlock.ns3590.oracleGeneral.zst Cacheus cache size   380818, 5264778 req, miss ratio 0.1918, byte miss ratio 0.1918
