result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size      132, 1169380 req, miss ratio 0.4331, byte miss ratio 0.4331
result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size      397, 1169380 req, miss ratio 0.4106, byte miss ratio 0.4106
result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size     1323, 1169380 req, miss ratio 0.3801, byte miss ratio 0.3801
result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size     3971, 1169380 req, miss ratio 0.3399, byte miss ratio 0.3399
result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size    13237, 1169380 req, miss ratio 0.2527, byte miss ratio 0.2527
result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size    26475, 1169380 req, miss ratio 0.1540, byte miss ratio 0.1540
result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size    52951, 1169380 req, miss ratio 0.1178, byte miss ratio 0.1178
result/tencentBlock.ns13653.oracleGeneral.zst S3FIFO-1 cache size   105902, 1169380 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size      132, 1169380 req, miss ratio 0.4157, byte miss ratio 0.4157
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size      397, 1169380 req, miss ratio 0.4058, byte miss ratio 0.4058
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size     1323, 1169380 req, miss ratio 0.3886, byte miss ratio 0.3886
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size     3971, 1169380 req, miss ratio 0.3497, byte miss ratio 0.3497
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size    13237, 1169380 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size    26475, 1169380 req, miss ratio 0.1704, byte miss ratio 0.1704
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size    52951, 1169380 req, miss ratio 0.1189, byte miss ratio 0.1189
result/tencentBlock.ns13653.oracleGeneral.zst Cacheus cache size   105902, 1169380 req, miss ratio 0.1146, byte miss ratio 0.1146
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size      132, 1169380 req, miss ratio 0.4603, byte miss ratio 0.4603
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size      397, 1169380 req, miss ratio 0.4475, byte miss ratio 0.4475
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size     1323, 1169380 req, miss ratio 0.4045, byte miss ratio 0.4045
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size     3971, 1169380 req, miss ratio 0.3448, byte miss ratio 0.3448
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size    13237, 1169380 req, miss ratio 0.2518, byte miss ratio 0.2518
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size    26475, 1169380 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size    52951, 1169380 req, miss ratio 0.1176, byte miss ratio 0.1176
result/tencentBlock.ns13653.oracleGeneral.zst LIRS cache size   105902, 1169380 req, miss ratio 0.1136, byte miss ratio 0.1136
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size      132, 1169380 req, miss ratio 0.4359, byte miss ratio 0.4359
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size      397, 1169380 req, miss ratio 0.4079, byte miss ratio 0.4079
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size     1323, 1169380 req, miss ratio 0.3944, byte miss ratio 0.3944
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size     3971, 1169380 req, miss ratio 0.3693, byte miss ratio 0.3693
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size    13237, 1169380 req, miss ratio 0.2670, byte miss ratio 0.2670
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size    26475, 1169380 req, miss ratio 0.1819, byte miss ratio 0.1819
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size    52951, 1169380 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns13653.oracleGeneral.zst LHD cache size   105902, 1169380 req, miss ratio 0.1137, byte miss ratio 0.1137
result/tencentBlock.ns13653.oracleGeneral.zst ARC cache size      132, 1169380 req, miss ratio 0.4140, byte miss ratio 0.4140
result/tencentBlock.ns13653.oracleGeneral.zst ARC cache size      397, 1169380 req, miss ratio 0.4063, byte miss ratio 0.4063
result/tencentBlock.ns13653.oracleGeneral.zst ARC cache size     1323, 1169380 req, miss ratio 0.3879, byte miss ratio 0.3879
result/tencentBlock.ns13653.oracleGeneral.zst ARC cache size     3971, 1169380 req, miss ratio 0.3477, byte miss ratio 0.3477
result/tencentBlock.ns13653.oracleGeneral.zst ARC cache size    13237, 1169380 req, miss ratio 0.2539, byte miss ratio 0.2539
result/tencentBlock.ns13653.oracleGeneral.zst ARC cache size    26475, 1169380 req, miss ratio 0.1634, byte miss ratio 0.1634
