result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size      157, 2201678 req, miss ratio 0.4216, byte miss ratio 0.4216
result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size      473, 2201678 req, miss ratio 0.3513, byte miss ratio 0.3513
result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size     1579, 2201678 req, miss ratio 0.3392, byte miss ratio 0.3392
result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size     4737, 2201678 req, miss ratio 0.3348, byte miss ratio 0.3348
result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size    15792, 2201678 req, miss ratio 0.2932, byte miss ratio 0.2932
result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size    31584, 2201678 req, miss ratio 0.2670, byte miss ratio 0.2670
result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size    63168, 2201678 req, miss ratio 0.2122, byte miss ratio 0.2122
result/tencentBlock.ns14485.oracleGeneral.zst LRU cache size   126336, 2201678 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size      157, 2201678 req, miss ratio 0.3791, byte miss ratio 0.3791
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size      473, 2201678 req, miss ratio 0.3428, byte miss ratio 0.3428
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size     1579, 2201678 req, miss ratio 0.3349, byte miss ratio 0.3349
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size     4737, 2201678 req, miss ratio 0.3336, byte miss ratio 0.3336
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size    15792, 2201678 req, miss ratio 0.2968, byte miss ratio 0.2968
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size    31584, 2201678 req, miss ratio 0.2467, byte miss ratio 0.2467
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size    63168, 2201678 req, miss ratio 0.1960, byte miss ratio 0.1960
result/tencentBlock.ns14485.oracleGeneral.zst S3FIFO-1 cache size   126336, 2201678 req, miss ratio 0.0921, byte miss ratio 0.0921
result/tencentBlock.ns14485.oracleGeneral.zst ARC cache size      157, 2201678 req, miss ratio 0.3732, byte miss ratio 0.3732
result/tencentBlock.ns14485.oracleGeneral.zst ARC cache size      473, 2201678 req, miss ratio 0.3428, byte miss ratio 0.3428
result/tencentBlock.ns14485.oracleGeneral.zst ARC cache size     1579, 2201678 req, miss ratio 0.3356, byte miss ratio 0.3356
result/tencentBlock.ns14485.oracleGeneral.zst ARC cache size     4737, 2201678 req, miss ratio 0.3339, byte miss ratio 0.3339
result/tencentBlock.ns14485.oracleGeneral.zst ARC cache size    15792, 2201678 req, miss ratio 0.3084, byte miss ratio 0.3084
result/tencentBlock.ns14485.oracleGeneral.zst ARC cache size    31584, 2201678 req, miss ratio 0.2520, byte miss ratio 0.2520
