result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size      190, 3924660 req, miss ratio 0.3453, byte miss ratio 0.3453
result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size      572, 3924660 req, miss ratio 0.2441, byte miss ratio 0.2441
result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size     1907, 3924660 req, miss ratio 0.2205, byte miss ratio 0.2205
result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size     5721, 3924660 req, miss ratio 0.1810, byte miss ratio 0.1810
result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size    19072, 3924660 req, miss ratio 0.1483, byte miss ratio 0.1483
result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size    38145, 3924660 req, miss ratio 0.1132, byte miss ratio 0.1132
result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size    76291, 3924660 req, miss ratio 0.0681, byte miss ratio 0.0681
result/tencentBlock.ns3039.oracleGeneral.zst LeCaR cache size   152582, 3924660 req, miss ratio 0.0495, byte miss ratio 0.0495
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size      190, 3924660 req, miss ratio 0.3804, byte miss ratio 0.3804
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size      572, 3924660 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size     1907, 3924660 req, miss ratio 0.2207, byte miss ratio 0.2207
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size     5721, 3924660 req, miss ratio 0.1853, byte miss ratio 0.1853
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size    19072, 3924660 req, miss ratio 0.1477, byte miss ratio 0.1477
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size    38145, 3924660 req, miss ratio 0.1235, byte miss ratio 0.1235
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size    76291, 3924660 req, miss ratio 0.0761, byte miss ratio 0.0761
result/tencentBlock.ns3039.oracleGeneral.zst clock2 cache size   152582, 3924660 req, miss ratio 0.0494, byte miss ratio 0.0494
result/tencentBlock.ns3039.oracleGeneral.zst S3FIFO-1 cache size      190, 3924660 req, miss ratio 0.3170, byte miss ratio 0.3170
result/tencentBlock.ns3039.oracleGeneral.zst S3FIFO-1 cache size      572, 3924660 req, miss ratio 0.2341, byte miss ratio 0.2341
result/tencentBlock.ns3039.oracleGeneral.zst S3FIFO-1 cache size     1907, 3924660 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns3039.oracleGeneral.zst S3FIFO-1 cache size     5721, 3924660 req, miss ratio 0.1712, byte miss ratio 0.1712
