result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size      323, 3094949 req, miss ratio 0.5369, byte miss ratio 0.5369
result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size      969, 3094949 req, miss ratio 0.4407, byte miss ratio 0.4407
result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size     3231, 3094949 req, miss ratio 0.3276, byte miss ratio 0.3276
result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size     9694, 3094949 req, miss ratio 0.2847, byte miss ratio 0.2847
result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size    32316, 3094949 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size    64632, 3094949 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size   129264, 3094949 req, miss ratio 0.1507, byte miss ratio 0.1507
result/tencentBlock.ns23443.oracleGeneral.zst LRU cache size   258528, 3094949 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size      323, 3094949 req, miss ratio 0.5273, byte miss ratio 0.5273
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size      969, 3094949 req, miss ratio 0.4388, byte miss ratio 0.4388
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size     3231, 3094949 req, miss ratio 0.3094, byte miss ratio 0.3094
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size     9694, 3094949 req, miss ratio 0.2822, byte miss ratio 0.2822
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size    32316, 3094949 req, miss ratio 0.2285, byte miss ratio 0.2285
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size    64632, 3094949 req, miss ratio 0.1881, byte miss ratio 0.1881
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size   129264, 3094949 req, miss ratio 0.1504, byte miss ratio 0.1504
result/tencentBlock.ns23443.oracleGeneral.zst LeCaR cache size   258528, 3094949 req, miss ratio 0.1057, byte miss ratio 0.1057
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size      323, 3094949 req, miss ratio 0.6234, byte miss ratio 0.6234
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size      969, 3094949 req, miss ratio 0.4821, byte miss ratio 0.4821
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size     3231, 3094949 req, miss ratio 0.3699, byte miss ratio 0.3699
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size     9694, 3094949 req, miss ratio 0.3088, byte miss ratio 0.3088
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size    32316, 3094949 req, miss ratio 0.2418, byte miss ratio 0.2418
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size    64632, 3094949 req, miss ratio 0.2020, byte miss ratio 0.2020
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size   129264, 3094949 req, miss ratio 0.1606, byte miss ratio 0.1606
result/tencentBlock.ns23443.oracleGeneral.zst FIFO cache size   258528, 3094949 req, miss ratio 0.1107, byte miss ratio 0.1107
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size      323, 3094949 req, miss ratio 0.5106, byte miss ratio 0.5106
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size      969, 3094949 req, miss ratio 0.3981, byte miss ratio 0.3981
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size     3231, 3094949 req, miss ratio 0.2990, byte miss ratio 0.2990
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size     9694, 3094949 req, miss ratio 0.2733, byte miss ratio 0.2733
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size    32316, 3094949 req, miss ratio 0.2253, byte miss ratio 0.2253
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size    64632, 3094949 req, miss ratio 0.1867, byte miss ratio 0.1867
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size   129264, 3094949 req, miss ratio 0.1493, byte miss ratio 0.1493
result/tencentBlock.ns23443.oracleGeneral.zst ARC cache size   258528, 3094949 req, miss ratio 0.1056, byte miss ratio 0.1056
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size      323, 3094949 req, miss ratio 0.5250, byte miss ratio 0.5250
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size      969, 3094949 req, miss ratio 0.4065, byte miss ratio 0.4065
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size     3231, 3094949 req, miss ratio 0.3111, byte miss ratio 0.3111
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size     9694, 3094949 req, miss ratio 0.2746, byte miss ratio 0.2746
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size    32316, 3094949 req, miss ratio 0.2281, byte miss ratio 0.2281
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size    64632, 3094949 req, miss ratio 0.1926, byte miss ratio 0.1926
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size   129264, 3094949 req, miss ratio 0.1447, byte miss ratio 0.1447
result/tencentBlock.ns23443.oracleGeneral.zst LIRS cache size   258528, 3094949 req, miss ratio 0.1100, byte miss ratio 0.1100
