result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size      149, 1375712 req, miss ratio 0.5931, byte miss ratio 0.5931
result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size      447, 1375712 req, miss ratio 0.5716, byte miss ratio 0.5716
result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size     1490, 1375712 req, miss ratio 0.5608, byte miss ratio 0.5608
result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size     4472, 1375712 req, miss ratio 0.5368, byte miss ratio 0.5368
result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size    14907, 1375712 req, miss ratio 0.5073, byte miss ratio 0.5073
result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size    29814, 1375712 req, miss ratio 0.4248, byte miss ratio 0.4248
result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size    59629, 1375712 req, miss ratio 0.3007, byte miss ratio 0.3007
result/tencentBlock.ns5524.oracleGeneral.zst LHD cache size   119259, 1375712 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size      149, 1375712 req, miss ratio 0.5775, byte miss ratio 0.5775
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size      447, 1375712 req, miss ratio 0.5676, byte miss ratio 0.5676
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size     1490, 1375712 req, miss ratio 0.5446, byte miss ratio 0.5446
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size     4472, 1375712 req, miss ratio 0.5320, byte miss ratio 0.5320
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size    14907, 1375712 req, miss ratio 0.4996, byte miss ratio 0.4996
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size    29814, 1375712 req, miss ratio 0.4018, byte miss ratio 0.4018
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size    59629, 1375712 req, miss ratio 0.3046, byte miss ratio 0.3046
result/tencentBlock.ns5524.oracleGeneral.zst ARC cache size   119259, 1375712 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size      149, 1375712 req, miss ratio 0.5986, byte miss ratio 0.5986
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size      447, 1375712 req, miss ratio 0.5709, byte miss ratio 0.5709
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size     1490, 1375712 req, miss ratio 0.5621, byte miss ratio 0.5621
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size     4472, 1375712 req, miss ratio 0.5384, byte miss ratio 0.5384
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size    14907, 1375712 req, miss ratio 0.5269, byte miss ratio 0.5269
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size    29814, 1375712 req, miss ratio 0.4476, byte miss ratio 0.4476
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size    59629, 1375712 req, miss ratio 0.3705, byte miss ratio 0.3705
result/tencentBlock.ns5524.oracleGeneral.zst clock2 cache size   119259, 1375712 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size      149, 1375712 req, miss ratio 0.6046, byte miss ratio 0.6046
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size      447, 1375712 req, miss ratio 0.5721, byte miss ratio 0.5721
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size     1490, 1375712 req, miss ratio 0.5633, byte miss ratio 0.5633
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size     4472, 1375712 req, miss ratio 0.5399, byte miss ratio 0.5399
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size    14907, 1375712 req, miss ratio 0.5271, byte miss ratio 0.5271
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size    29814, 1375712 req, miss ratio 0.4427, byte miss ratio 0.4427
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size    59629, 1375712 req, miss ratio 0.3209, byte miss ratio 0.3209
result/tencentBlock.ns5524.oracleGeneral.zst LRU cache size   119259, 1375712 req, miss ratio 0.1273, byte miss ratio 0.1273
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size      149, 1375712 req, miss ratio 0.5788, byte miss ratio 0.5788
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size      447, 1375712 req, miss ratio 0.5646, byte miss ratio 0.5646
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size     1490, 1375712 req, miss ratio 0.5435, byte miss ratio 0.5435
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size     4472, 1375712 req, miss ratio 0.5280, byte miss ratio 0.5280
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size    14907, 1375712 req, miss ratio 0.4650, byte miss ratio 0.4650
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size    29814, 1375712 req, miss ratio 0.3955, byte miss ratio 0.3955
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size    59629, 1375712 req, miss ratio 0.2862, byte miss ratio 0.2862
result/tencentBlock.ns5524.oracleGeneral.zst S3FIFO-1 cache size   119259, 1375712 req, miss ratio 0.1274, byte miss ratio 0.1274
