result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size      144, 5275792 req, miss ratio 0.8190, byte miss ratio 0.8190
result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size      433, 5275792 req, miss ratio 0.7812, byte miss ratio 0.7812
result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size     1446, 5275792 req, miss ratio 0.7594, byte miss ratio 0.7594
result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size     4339, 5275792 req, miss ratio 0.7514, byte miss ratio 0.7514
result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size    14465, 5275792 req, miss ratio 0.5644, byte miss ratio 0.5644
result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size    28930, 5275792 req, miss ratio 0.1243, byte miss ratio 0.1243
result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size    57860, 5275792 req, miss ratio 0.0564, byte miss ratio 0.0564
result/tencentBlock.ns2737.oracleGeneral.zst clock2 cache size   115721, 5275792 req, miss ratio 0.0289, byte miss ratio 0.0289
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size      144, 5275792 req, miss ratio 0.7923, byte miss ratio 0.7923
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size      433, 5275792 req, miss ratio 0.7646, byte miss ratio 0.7646
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size     1446, 5275792 req, miss ratio 0.7457, byte miss ratio 0.7457
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size     4339, 5275792 req, miss ratio 0.7256, byte miss ratio 0.7256
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size    14465, 5275792 req, miss ratio 0.5236, byte miss ratio 0.5236
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size    28930, 5275792 req, miss ratio 0.1086, byte miss ratio 0.1086
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size    57860, 5275792 req, miss ratio 0.0564, byte miss ratio 0.0564
result/tencentBlock.ns2737.oracleGeneral.zst Cacheus cache size   115721, 5275792 req, miss ratio 0.0287, byte miss ratio 0.0287
