result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size      116, 2239591 req, miss ratio 0.4132, byte miss ratio 0.4132
result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size      349, 2239591 req, miss ratio 0.2807, byte miss ratio 0.2807
result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size     1165, 2239591 req, miss ratio 0.2531, byte miss ratio 0.2531
result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size     3497, 2239591 req, miss ratio 0.2444, byte miss ratio 0.2444
result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size    11657, 2239591 req, miss ratio 0.2240, byte miss ratio 0.2240
result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size    23315, 2239591 req, miss ratio 0.1908, byte miss ratio 0.1908
result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size    46631, 2239591 req, miss ratio 0.1231, byte miss ratio 0.1231
result/tencentBlock.ns4309.oracleGeneral.zst clock2 cache size    93263, 2239591 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size      116, 2239591 req, miss ratio 0.4264, byte miss ratio 0.4264
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size      349, 2239591 req, miss ratio 0.2773, byte miss ratio 0.2773
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size     1165, 2239591 req, miss ratio 0.2562, byte miss ratio 0.2562
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size     3497, 2239591 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size    11657, 2239591 req, miss ratio 0.2271, byte miss ratio 0.2271
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size    23315, 2239591 req, miss ratio 0.1979, byte miss ratio 0.1979
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size    46631, 2239591 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns4309.oracleGeneral.zst LRU cache size    93263, 2239591 req, miss ratio 0.0555, byte miss ratio 0.0555
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size      116, 2239591 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size      349, 2239591 req, miss ratio 0.2744, byte miss ratio 0.2744
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size     1165, 2239591 req, miss ratio 0.2551, byte miss ratio 0.2551
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size     3497, 2239591 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size    11657, 2239591 req, miss ratio 0.2262, byte miss ratio 0.2262
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size    23315, 2239591 req, miss ratio 0.1959, byte miss ratio 0.1959
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size    46631, 2239591 req, miss ratio 0.1153, byte miss ratio 0.1153
result/tencentBlock.ns4309.oracleGeneral.zst Clock cache size    93263, 2239591 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size      116, 2239591 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size      349, 2239591 req, miss ratio 0.2748, byte miss ratio 0.2748
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size     1165, 2239591 req, miss ratio 0.2501, byte miss ratio 0.2501
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size     3497, 2239591 req, miss ratio 0.2279, byte miss ratio 0.2279
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size    11657, 2239591 req, miss ratio 0.1967, byte miss ratio 0.1967
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size    23315, 2239591 req, miss ratio 0.1597, byte miss ratio 0.1597
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size    46631, 2239591 req, miss ratio 0.0929, byte miss ratio 0.0929
result/tencentBlock.ns4309.oracleGeneral.zst LIRS cache size    93263, 2239591 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size      116, 2239591 req, miss ratio 0.3329, byte miss ratio 0.3329
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size      349, 2239591 req, miss ratio 0.2591, byte miss ratio 0.2591
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size     1165, 2239591 req, miss ratio 0.2454, byte miss ratio 0.2454
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size     3497, 2239591 req, miss ratio 0.2261, byte miss ratio 0.2261
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size    11657, 2239591 req, miss ratio 0.2004, byte miss ratio 0.2004
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size    23315, 2239591 req, miss ratio 0.1748, byte miss ratio 0.1748
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size    46631, 2239591 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns4309.oracleGeneral.zst S3FIFO-1 cache size    93263, 2239591 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size      116, 2239591 req, miss ratio 0.3604, byte miss ratio 0.3604
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size      349, 2239591 req, miss ratio 0.2699, byte miss ratio 0.2699
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size     1165, 2239591 req, miss ratio 0.2528, byte miss ratio 0.2528
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size     3497, 2239591 req, miss ratio 0.2369, byte miss ratio 0.2369
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size    11657, 2239591 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size    23315, 2239591 req, miss ratio 0.1902, byte miss ratio 0.1902
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size    46631, 2239591 req, miss ratio 0.1310, byte miss ratio 0.1310
result/tencentBlock.ns4309.oracleGeneral.zst LHD cache size    93263, 2239591 req, miss ratio 0.0577, byte miss ratio 0.0577
result/tencentBlock.ns4309.oracleGeneral.zst LeCaR cache size      116, 2239591 req, miss ratio 0.4070, byte miss ratio 0.4070
