result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size      265, 5044734 req, miss ratio 0.5617, byte miss ratio 0.5617
result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size      795, 5044734 req, miss ratio 0.5075, byte miss ratio 0.5075
result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size     2650, 5044734 req, miss ratio 0.4626, byte miss ratio 0.4626
result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size     7950, 5044734 req, miss ratio 0.4071, byte miss ratio 0.4071
result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size    26502, 5044734 req, miss ratio 0.2712, byte miss ratio 0.2712
result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size    53005, 5044734 req, miss ratio 0.1388, byte miss ratio 0.1388
result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size   106010, 5044734 req, miss ratio 0.0782, byte miss ratio 0.0782
result/tencentBlock.ns3971.oracleGeneral.zst Clock cache size   212020, 5044734 req, miss ratio 0.0539, byte miss ratio 0.0539
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size      265, 5044734 req, miss ratio 0.5533, byte miss ratio 0.5533
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size      795, 5044734 req, miss ratio 0.4991, byte miss ratio 0.4991
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size     2650, 5044734 req, miss ratio 0.4584, byte miss ratio 0.4584
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size     7950, 5044734 req, miss ratio 0.4007, byte miss ratio 0.4007
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size    26502, 5044734 req, miss ratio 0.2475, byte miss ratio 0.2475
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size    53005, 5044734 req, miss ratio 0.1341, byte miss ratio 0.1341
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size   106010, 5044734 req, miss ratio 0.0751, byte miss ratio 0.0751
result/tencentBlock.ns3971.oracleGeneral.zst LeCaR cache size   212020, 5044734 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size      265, 5044734 req, miss ratio 0.5365, byte miss ratio 0.5365
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size      795, 5044734 req, miss ratio 0.4828, byte miss ratio 0.4828
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size     2650, 5044734 req, miss ratio 0.4370, byte miss ratio 0.4370
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size     7950, 5044734 req, miss ratio 0.3791, byte miss ratio 0.3791
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size    26502, 5044734 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size    53005, 5044734 req, miss ratio 0.1352, byte miss ratio 0.1352
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size   106010, 5044734 req, miss ratio 0.0772, byte miss ratio 0.0772
result/tencentBlock.ns3971.oracleGeneral.zst Cacheus cache size   212020, 5044734 req, miss ratio 0.0539, byte miss ratio 0.0539
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size      265, 5044734 req, miss ratio 0.5674, byte miss ratio 0.5674
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size      795, 5044734 req, miss ratio 0.5117, byte miss ratio 0.5117
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size     2650, 5044734 req, miss ratio 0.4672, byte miss ratio 0.4672
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size     7950, 5044734 req, miss ratio 0.4102, byte miss ratio 0.4102
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size    26502, 5044734 req, miss ratio 0.2795, byte miss ratio 0.2795
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size    53005, 5044734 req, miss ratio 0.1390, byte miss ratio 0.1390
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size   106010, 5044734 req, miss ratio 0.0773, byte miss ratio 0.0773
result/tencentBlock.ns3971.oracleGeneral.zst LRU cache size   212020, 5044734 req, miss ratio 0.0536, byte miss ratio 0.0536
result/tencentBlock.ns3971.oracleGeneral.zst LHD cache size      265, 5044734 req, miss ratio 0.5524, byte miss ratio 0.5524
result/tencentBlock.ns3971.oracleGeneral.zst LHD cache size      795, 5044734 req, miss ratio 0.4973, byte miss ratio 0.4973
result/tencentBlock.ns3971.oracleGeneral.zst LHD cache size     2650, 5044734 req, miss ratio 0.4454, byte miss ratio 0.4454
result/tencentBlock.ns3971.oracleGeneral.zst LHD cache size     7950, 5044734 req, miss ratio 0.3813, byte miss ratio 0.3813
result/tencentBlock.ns3971.oracleGeneral.zst LHD cache size    26502, 5044734 req, miss ratio 0.2174, byte miss ratio 0.2174
result/tencentBlock.ns3971.oracleGeneral.zst LHD cache size    53005, 5044734 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns3971.oracleGeneral.zst LHD cache size   106010, 5044734 req, miss ratio 0.0764, byte miss ratio 0.0764
