result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size      138, 5666695 req, miss ratio 0.7746, byte miss ratio 0.7746
result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size      415, 5666695 req, miss ratio 0.2611, byte miss ratio 0.2611
result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size     1385, 5666695 req, miss ratio 0.1444, byte miss ratio 0.1444
result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size     4157, 5666695 req, miss ratio 0.1289, byte miss ratio 0.1289
result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size    13858, 5666695 req, miss ratio 0.0962, byte miss ratio 0.0962
result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size    27716, 5666695 req, miss ratio 0.0723, byte miss ratio 0.0723
result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size    55432, 5666695 req, miss ratio 0.0474, byte miss ratio 0.0474
result/tencentBlock.ns1317.oracleGeneral.zst clock2 cache size   110864, 5666695 req, miss ratio 0.0270, byte miss ratio 0.0270
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size      138, 5666695 req, miss ratio 0.6111, byte miss ratio 0.6111
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size      415, 5666695 req, miss ratio 0.2662, byte miss ratio 0.2662
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size     1385, 5666695 req, miss ratio 0.1407, byte miss ratio 0.1407
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size     4157, 5666695 req, miss ratio 0.1254, byte miss ratio 0.1254
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size    13858, 5666695 req, miss ratio 0.0920, byte miss ratio 0.0920
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size    27716, 5666695 req, miss ratio 0.0733, byte miss ratio 0.0733
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size    55432, 5666695 req, miss ratio 0.0508, byte miss ratio 0.0508
result/tencentBlock.ns1317.oracleGeneral.zst LHD cache size   110864, 5666695 req, miss ratio 0.0302, byte miss ratio 0.0302
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size      138, 5666695 req, miss ratio 0.5710, byte miss ratio 0.5710
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size      415, 5666695 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size     1385, 5666695 req, miss ratio 0.1380, byte miss ratio 0.1380
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size     4157, 5666695 req, miss ratio 0.1280, byte miss ratio 0.1280
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size    13858, 5666695 req, miss ratio 0.0904, byte miss ratio 0.0904
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size    27716, 5666695 req, miss ratio 0.0727, byte miss ratio 0.0727
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size    55432, 5666695 req, miss ratio 0.0460, byte miss ratio 0.0460
result/tencentBlock.ns1317.oracleGeneral.zst Cacheus cache size   110864, 5666695 req, miss ratio 0.0273, byte miss ratio 0.0273
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size      138, 5666695 req, miss ratio 0.7480, byte miss ratio 0.7480
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size      415, 5666695 req, miss ratio 0.2611, byte miss ratio 0.2611
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size     1385, 5666695 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size     4157, 5666695 req, miss ratio 0.1291, byte miss ratio 0.1291
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size    13858, 5666695 req, miss ratio 0.0889, byte miss ratio 0.0889
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size    27716, 5666695 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size    55432, 5666695 req, miss ratio 0.0469, byte miss ratio 0.0469
result/tencentBlock.ns1317.oracleGeneral.zst LeCaR cache size   110864, 5666695 req, miss ratio 0.0275, byte miss ratio 0.0275
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size      138, 5666695 req, miss ratio 0.6297, byte miss ratio 0.6297
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size      415, 5666695 req, miss ratio 0.2604, byte miss ratio 0.2604
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size     1385, 5666695 req, miss ratio 0.1402, byte miss ratio 0.1402
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size     4157, 5666695 req, miss ratio 0.1292, byte miss ratio 0.1292
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size    13858, 5666695 req, miss ratio 0.0899, byte miss ratio 0.0899
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size    27716, 5666695 req, miss ratio 0.0716, byte miss ratio 0.0716
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size    55432, 5666695 req, miss ratio 0.0483, byte miss ratio 0.0483
result/tencentBlock.ns1317.oracleGeneral.zst ARC cache size   110864, 5666695 req, miss ratio 0.0270, byte miss ratio 0.0270
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size      138, 5666695 req, miss ratio 0.7824, byte miss ratio 0.7824
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size      415, 5666695 req, miss ratio 0.2830, byte miss ratio 0.2830
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size     1385, 5666695 req, miss ratio 0.1423, byte miss ratio 0.1423
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size     4157, 5666695 req, miss ratio 0.1293, byte miss ratio 0.1293
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size    13858, 5666695 req, miss ratio 0.0879, byte miss ratio 0.0879
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size    27716, 5666695 req, miss ratio 0.0726, byte miss ratio 0.0726
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size    55432, 5666695 req, miss ratio 0.0486, byte miss ratio 0.0486
result/tencentBlock.ns1317.oracleGeneral.zst LRU cache size   110864, 5666695 req, miss ratio 0.0308, byte miss ratio 0.0308
result/tencentBlock.ns1317.oracleGeneral.zst Clock cache size      138, 5666695 req, miss ratio 0.7767, byte miss ratio 0.7767
result/tencentBlock.ns1317.oracleGeneral.zst Clock cache size      415, 5666695 req, miss ratio 0.2760, byte miss ratio 0.2760
result/tencentBlock.ns1317.oracleGeneral.zst Clock cache size     1385, 5666695 req, miss ratio 0.1455, byte miss ratio 0.1455
