result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size      308, 2902163 req, miss ratio 0.4680, byte miss ratio 0.4680
result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size      925, 2902163 req, miss ratio 0.4077, byte miss ratio 0.4077
result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size     3084, 2902163 req, miss ratio 0.3214, byte miss ratio 0.3214
result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size     9254, 2902163 req, miss ratio 0.2988, byte miss ratio 0.2988
result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size    30848, 2902163 req, miss ratio 0.2545, byte miss ratio 0.2545
result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size    61696, 2902163 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size   123392, 2902163 req, miss ratio 0.1338, byte miss ratio 0.1338
result/tencentBlock.ns20776.oracleGeneral.zst Cacheus cache size   246785, 2902163 req, miss ratio 0.1065, byte miss ratio 0.1065
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size      308, 2902163 req, miss ratio 0.5852, byte miss ratio 0.5852
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size      925, 2902163 req, miss ratio 0.4645, byte miss ratio 0.4645
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size     3084, 2902163 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size     9254, 2902163 req, miss ratio 0.3281, byte miss ratio 0.3281
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size    30848, 2902163 req, miss ratio 0.2727, byte miss ratio 0.2727
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size    61696, 2902163 req, miss ratio 0.2086, byte miss ratio 0.2086
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size   123392, 2902163 req, miss ratio 0.1499, byte miss ratio 0.1499
result/tencentBlock.ns20776.oracleGeneral.zst FIFO cache size   246785, 2902163 req, miss ratio 0.1159, byte miss ratio 0.1159
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size      308, 2902163 req, miss ratio 0.4642, byte miss ratio 0.4642
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size      925, 2902163 req, miss ratio 0.4037, byte miss ratio 0.4037
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size     3084, 2902163 req, miss ratio 0.3127, byte miss ratio 0.3127
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size     9254, 2902163 req, miss ratio 0.2978, byte miss ratio 0.2978
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size    30848, 2902163 req, miss ratio 0.2516, byte miss ratio 0.2516
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size    61696, 2902163 req, miss ratio 0.1980, byte miss ratio 0.1980
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size   123392, 2902163 req, miss ratio 0.1253, byte miss ratio 0.1253
result/tencentBlock.ns20776.oracleGeneral.zst ARC cache size   246785, 2902163 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size      308, 2902163 req, miss ratio 0.5016, byte miss ratio 0.5016
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size      925, 2902163 req, miss ratio 0.4126, byte miss ratio 0.4126
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size     3084, 2902163 req, miss ratio 0.3205, byte miss ratio 0.3205
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size     9254, 2902163 req, miss ratio 0.2941, byte miss ratio 0.2941
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size    30848, 2902163 req, miss ratio 0.2509, byte miss ratio 0.2509
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size    61696, 2902163 req, miss ratio 0.2016, byte miss ratio 0.2016
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size   123392, 2902163 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns20776.oracleGeneral.zst LIRS cache size   246785, 2902163 req, miss ratio 0.1085, byte miss ratio 0.1085
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size      308, 2902163 req, miss ratio 0.4896, byte miss ratio 0.4896
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size      925, 2902163 req, miss ratio 0.4221, byte miss ratio 0.4221
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size     3084, 2902163 req, miss ratio 0.3463, byte miss ratio 0.3463
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size     9254, 2902163 req, miss ratio 0.3044, byte miss ratio 0.3044
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size    30848, 2902163 req, miss ratio 0.2535, byte miss ratio 0.2535
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size    61696, 2902163 req, miss ratio 0.2083, byte miss ratio 0.2083
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size   123392, 2902163 req, miss ratio 0.1254, byte miss ratio 0.1254
result/tencentBlock.ns20776.oracleGeneral.zst LRU cache size   246785, 2902163 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size      308, 2902163 req, miss ratio 0.4825, byte miss ratio 0.4825
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size      925, 2902163 req, miss ratio 0.4218, byte miss ratio 0.4218
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size     3084, 2902163 req, miss ratio 0.3418, byte miss ratio 0.3418
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size     9254, 2902163 req, miss ratio 0.3030, byte miss ratio 0.3030
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size    30848, 2902163 req, miss ratio 0.2552, byte miss ratio 0.2552
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size    61696, 2902163 req, miss ratio 0.2220, byte miss ratio 0.2220
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size   123392, 2902163 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns20776.oracleGeneral.zst Clock cache size   246785, 2902163 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size      308, 2902163 req, miss ratio 0.4849, byte miss ratio 0.4849
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size      925, 2902163 req, miss ratio 0.4246, byte miss ratio 0.4246
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size     3084, 2902163 req, miss ratio 0.3350, byte miss ratio 0.3350
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size     9254, 2902163 req, miss ratio 0.3015, byte miss ratio 0.3015
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size    30848, 2902163 req, miss ratio 0.2706, byte miss ratio 0.2706
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size    61696, 2902163 req, miss ratio 0.2290, byte miss ratio 0.2290
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size   123392, 2902163 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns20776.oracleGeneral.zst clock2 cache size   246785, 2902163 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size      308, 2902163 req, miss ratio 0.4736, byte miss ratio 0.4736
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size      925, 2902163 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size     3084, 2902163 req, miss ratio 0.3091, byte miss ratio 0.3091
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size     9254, 2902163 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size    30848, 2902163 req, miss ratio 0.2501, byte miss ratio 0.2501
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size    61696, 2902163 req, miss ratio 0.2052, byte miss ratio 0.2052
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size   123392, 2902163 req, miss ratio 0.1321, byte miss ratio 0.1321
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-1 cache size   246785, 2902163 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size      308, 2902163 req, miss ratio 0.4786, byte miss ratio 0.4786
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size      925, 2902163 req, miss ratio 0.4213, byte miss ratio 0.4213
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size     3084, 2902163 req, miss ratio 0.3282, byte miss ratio 0.3282
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size     9254, 2902163 req, miss ratio 0.3008, byte miss ratio 0.3008
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size    30848, 2902163 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size    61696, 2902163 req, miss ratio 0.2043, byte miss ratio 0.2043
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size   123392, 2902163 req, miss ratio 0.1240, byte miss ratio 0.1240
result/tencentBlock.ns20776.oracleGeneral.zst LeCaR cache size   246785, 2902163 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size      308, 2902163 req, miss ratio 0.4776, byte miss ratio 0.4776
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size      925, 2902163 req, miss ratio 0.4197, byte miss ratio 0.4197
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size     3084, 2902163 req, miss ratio 0.3294, byte miss ratio 0.3294
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size     9254, 2902163 req, miss ratio 0.2978, byte miss ratio 0.2978
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size    30848, 2902163 req, miss ratio 0.2451, byte miss ratio 0.2451
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size    61696, 2902163 req, miss ratio 0.1936, byte miss ratio 0.1936
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size   123392, 2902163 req, miss ratio 0.1256, byte miss ratio 0.1256
result/tencentBlock.ns20776.oracleGeneral.zst LHD cache size   246785, 2902163 req, miss ratio 0.1068, byte miss ratio 0.1068
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size      308, 2902163 req, miss ratio 0.4670, byte miss ratio 0.4670
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size      925, 2902163 req, miss ratio 0.3951, byte miss ratio 0.3951
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size     3084, 2902163 req, miss ratio 0.3090, byte miss ratio 0.3090
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size     9254, 2902163 req, miss ratio 0.2959, byte miss ratio 0.2959
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size    30848, 2902163 req, miss ratio 0.2501, byte miss ratio 0.2501
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size    61696, 2902163 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size   123392, 2902163 req, miss ratio 0.1312, byte miss ratio 0.1312
result/tencentBlock.ns20776.oracleGeneral.zst S3FIFO-d-1 cache size   246785, 2902163 req, miss ratio 0.1066, byte miss ratio 0.1066
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size      308, 2902163 req, miss ratio 0.5088, byte miss ratio 0.5088
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size      925, 2902163 req, miss ratio 0.3931, byte miss ratio 0.3931
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size     3084, 2902163 req, miss ratio 0.3206, byte miss ratio 0.3206
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size     9254, 2902163 req, miss ratio 0.2934, byte miss ratio 0.2934
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size    30848, 2902163 req, miss ratio 0.2431, byte miss ratio 0.2431
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size    61696, 2902163 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size   123392, 2902163 req, miss ratio 0.1255, byte miss ratio 0.1255
result/tencentBlock.ns20776.oracleGeneral.zst LRB cache size   246785, 2902163 req, miss ratio 0.1064, byte miss ratio 0.1064
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      308, 2902163 req, miss ratio 0.5283, byte miss ratio 0.5283
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      925, 2902163 req, miss ratio 0.4365, byte miss ratio 0.4365
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3084, 2902163 req, miss ratio 0.3538, byte miss ratio 0.3538
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     9254, 2902163 req, miss ratio 0.3090, byte miss ratio 0.3090
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    30848, 2902163 req, miss ratio 0.2797, byte miss ratio 0.2797
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    61696, 2902163 req, miss ratio 0.2387, byte miss ratio 0.2387
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   123392, 2902163 req, miss ratio 0.1794, byte miss ratio 0.1794
result/tencentBlock.ns20776.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   246785, 2902163 req, miss ratio 0.1139, byte miss ratio 0.1139
result/tencentBlock.ns20776.oracleGeneral.zst TwoQ cache size      308, 2902163 req, miss ratio 0.4685, byte miss ratio 0.4685
result/tencentBlock.ns20776.oracleGeneral.zst TwoQ cache size      925, 2902163 req, miss ratio 0.3804, byte miss ratio 0.3804
