result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size      241, 6340795 req, miss ratio 0.2845, byte miss ratio 0.2845
result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size      725, 6340795 req, miss ratio 0.1948, byte miss ratio 0.1948
result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size     2417, 6340795 req, miss ratio 0.1519, byte miss ratio 0.1519
result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size     7252, 6340795 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size    24173, 6340795 req, miss ratio 0.0913, byte miss ratio 0.0913
result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size    48347, 6340795 req, miss ratio 0.0686, byte miss ratio 0.0686
result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size    96694, 6340795 req, miss ratio 0.0446, byte miss ratio 0.0446
result/tencentBlock.ns10728.oracleGeneral.zst Clock cache size   193389, 6340795 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size      241, 6340795 req, miss ratio 0.2734, byte miss ratio 0.2734
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size      725, 6340795 req, miss ratio 0.1896, byte miss ratio 0.1896
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size     2417, 6340795 req, miss ratio 0.1497, byte miss ratio 0.1497
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size     7252, 6340795 req, miss ratio 0.1241, byte miss ratio 0.1241
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size    24173, 6340795 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size    48347, 6340795 req, miss ratio 0.0696, byte miss ratio 0.0696
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size    96694, 6340795 req, miss ratio 0.0454, byte miss ratio 0.0454
result/tencentBlock.ns10728.oracleGeneral.zst clock2 cache size   193389, 6340795 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size      241, 6340795 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size      725, 6340795 req, miss ratio 0.1843, byte miss ratio 0.1843
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size     2417, 6340795 req, miss ratio 0.1439, byte miss ratio 0.1439
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size     7252, 6340795 req, miss ratio 0.1180, byte miss ratio 0.1180
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size    24173, 6340795 req, miss ratio 0.0876, byte miss ratio 0.0876
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size    48347, 6340795 req, miss ratio 0.0667, byte miss ratio 0.0667
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size    96694, 6340795 req, miss ratio 0.0445, byte miss ratio 0.0445
result/tencentBlock.ns10728.oracleGeneral.zst Cacheus cache size   193389, 6340795 req, miss ratio 0.0383, byte miss ratio 0.0383
result/tencentBlock.ns10728.oracleGeneral.zst S3FIFO-1 cache size      241, 6340795 req, miss ratio 0.2433, byte miss ratio 0.2433
result/tencentBlock.ns10728.oracleGeneral.zst S3FIFO-1 cache size      725, 6340795 req, miss ratio 0.1770, byte miss ratio 0.1770
result/tencentBlock.ns10728.oracleGeneral.zst S3FIFO-1 cache size     2417, 6340795 req, miss ratio 0.1397, byte miss ratio 0.1397
result/tencentBlock.ns10728.oracleGeneral.zst S3FIFO-1 cache size     7252, 6340795 req, miss ratio 0.1094, byte miss ratio 0.1094
result/tencentBlock.ns10728.oracleGeneral.zst S3FIFO-1 cache size    24173, 6340795 req, miss ratio 0.0837, byte miss ratio 0.0837
