result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size      357, 2218213 req, miss ratio 0.4924, byte miss ratio 0.4924
result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size     1072, 2218213 req, miss ratio 0.4619, byte miss ratio 0.4619
result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size     3574, 2218213 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size    10722, 2218213 req, miss ratio 0.4065, byte miss ratio 0.4065
result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size    35741, 2218213 req, miss ratio 0.3552, byte miss ratio 0.3552
result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size    71482, 2218213 req, miss ratio 0.3123, byte miss ratio 0.3123
result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size   142964, 2218213 req, miss ratio 0.2069, byte miss ratio 0.2069
result/tencentBlock.ns19702.oracleGeneral.zst LRU cache size   285928, 2218213 req, miss ratio 0.1729, byte miss ratio 0.1729
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size      357, 2218213 req, miss ratio 0.4924, byte miss ratio 0.4924
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size     1072, 2218213 req, miss ratio 0.4697, byte miss ratio 0.4697
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size     3574, 2218213 req, miss ratio 0.4096, byte miss ratio 0.4096
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size    10722, 2218213 req, miss ratio 0.4069, byte miss ratio 0.4069
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size    35741, 2218213 req, miss ratio 0.3689, byte miss ratio 0.3689
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size    71482, 2218213 req, miss ratio 0.3238, byte miss ratio 0.3238
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size   142964, 2218213 req, miss ratio 0.2388, byte miss ratio 0.2388
result/tencentBlock.ns19702.oracleGeneral.zst clock2 cache size   285928, 2218213 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size      357, 2218213 req, miss ratio 0.4798, byte miss ratio 0.4798
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size     1072, 2218213 req, miss ratio 0.4173, byte miss ratio 0.4173
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size     3574, 2218213 req, miss ratio 0.4082, byte miss ratio 0.4082
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size    10722, 2218213 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size    35741, 2218213 req, miss ratio 0.3394, byte miss ratio 0.3394
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size    71482, 2218213 req, miss ratio 0.2908, byte miss ratio 0.2908
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size   142964, 2218213 req, miss ratio 0.1947, byte miss ratio 0.1947
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-1 cache size   285928, 2218213 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size      357, 2218213 req, miss ratio 0.4795, byte miss ratio 0.4795
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size     1072, 2218213 req, miss ratio 0.4207, byte miss ratio 0.4207
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size     3574, 2218213 req, miss ratio 0.4087, byte miss ratio 0.4087
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size    10722, 2218213 req, miss ratio 0.3981, byte miss ratio 0.3981
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size    35741, 2218213 req, miss ratio 0.3477, byte miss ratio 0.3477
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size    71482, 2218213 req, miss ratio 0.3073, byte miss ratio 0.3073
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size   142964, 2218213 req, miss ratio 0.1978, byte miss ratio 0.1978
result/tencentBlock.ns19702.oracleGeneral.zst ARC cache size   285928, 2218213 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size      357, 2218213 req, miss ratio 0.4911, byte miss ratio 0.4911
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size     1072, 2218213 req, miss ratio 0.4606, byte miss ratio 0.4606
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size     3574, 2218213 req, miss ratio 0.4093, byte miss ratio 0.4093
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size    10722, 2218213 req, miss ratio 0.4064, byte miss ratio 0.4064
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size    35741, 2218213 req, miss ratio 0.3507, byte miss ratio 0.3507
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size    71482, 2218213 req, miss ratio 0.3099, byte miss ratio 0.3099
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size   142964, 2218213 req, miss ratio 0.1938, byte miss ratio 0.1938
result/tencentBlock.ns19702.oracleGeneral.zst LeCaR cache size   285928, 2218213 req, miss ratio 0.1694, byte miss ratio 0.1694
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size      357, 2218213 req, miss ratio 0.5370, byte miss ratio 0.5370
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size     1072, 2218213 req, miss ratio 0.4880, byte miss ratio 0.4880
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size     3574, 2218213 req, miss ratio 0.4354, byte miss ratio 0.4354
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size    10722, 2218213 req, miss ratio 0.4164, byte miss ratio 0.4164
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size    35741, 2218213 req, miss ratio 0.3638, byte miss ratio 0.3638
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size    71482, 2218213 req, miss ratio 0.3206, byte miss ratio 0.3206
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size   142964, 2218213 req, miss ratio 0.2475, byte miss ratio 0.2475
result/tencentBlock.ns19702.oracleGeneral.zst FIFO cache size   285928, 2218213 req, miss ratio 0.1996, byte miss ratio 0.1996
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size      357, 2218213 req, miss ratio 0.5633, byte miss ratio 0.5633
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size     1072, 2218213 req, miss ratio 0.4335, byte miss ratio 0.4335
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size     3574, 2218213 req, miss ratio 0.4128, byte miss ratio 0.4128
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size    10722, 2218213 req, miss ratio 0.3911, byte miss ratio 0.3911
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size    35741, 2218213 req, miss ratio 0.3451, byte miss ratio 0.3451
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size    71482, 2218213 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size   142964, 2218213 req, miss ratio 0.1911, byte miss ratio 0.1911
result/tencentBlock.ns19702.oracleGeneral.zst LIRS cache size   285928, 2218213 req, miss ratio 0.1694, byte miss ratio 0.1694
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size      357, 2218213 req, miss ratio 0.4792, byte miss ratio 0.4792
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size     1072, 2218213 req, miss ratio 0.4213, byte miss ratio 0.4213
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size     3574, 2218213 req, miss ratio 0.4082, byte miss ratio 0.4082
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size    10722, 2218213 req, miss ratio 0.3941, byte miss ratio 0.3941
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size    35741, 2218213 req, miss ratio 0.3487, byte miss ratio 0.3487
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size    71482, 2218213 req, miss ratio 0.3233, byte miss ratio 0.3233
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size   142964, 2218213 req, miss ratio 0.2102, byte miss ratio 0.2102
result/tencentBlock.ns19702.oracleGeneral.zst Cacheus cache size   285928, 2218213 req, miss ratio 0.1710, byte miss ratio 0.1710
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size      357, 2218213 req, miss ratio 0.4922, byte miss ratio 0.4922
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size     1072, 2218213 req, miss ratio 0.4634, byte miss ratio 0.4634
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size     3574, 2218213 req, miss ratio 0.4100, byte miss ratio 0.4100
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size    10722, 2218213 req, miss ratio 0.4068, byte miss ratio 0.4068
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size    35741, 2218213 req, miss ratio 0.3559, byte miss ratio 0.3559
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size    71482, 2218213 req, miss ratio 0.3174, byte miss ratio 0.3174
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size   142964, 2218213 req, miss ratio 0.2368, byte miss ratio 0.2368
result/tencentBlock.ns19702.oracleGeneral.zst Clock cache size   285928, 2218213 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size      357, 2218213 req, miss ratio 0.4896, byte miss ratio 0.4896
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size     1072, 2218213 req, miss ratio 0.4527, byte miss ratio 0.4527
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size     3574, 2218213 req, miss ratio 0.4089, byte miss ratio 0.4089
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size    10722, 2218213 req, miss ratio 0.3948, byte miss ratio 0.3948
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size    35741, 2218213 req, miss ratio 0.3390, byte miss ratio 0.3390
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size    71482, 2218213 req, miss ratio 0.2812, byte miss ratio 0.2812
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size   142964, 2218213 req, miss ratio 0.2086, byte miss ratio 0.2086
result/tencentBlock.ns19702.oracleGeneral.zst LHD cache size   285928, 2218213 req, miss ratio 0.1720, byte miss ratio 0.1720
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size      357, 2218213 req, miss ratio 0.4761, byte miss ratio 0.4761
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size     1072, 2218213 req, miss ratio 0.4155, byte miss ratio 0.4155
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size     3574, 2218213 req, miss ratio 0.4082, byte miss ratio 0.4082
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size    10722, 2218213 req, miss ratio 0.3906, byte miss ratio 0.3906
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size    35741, 2218213 req, miss ratio 0.3388, byte miss ratio 0.3388
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size    71482, 2218213 req, miss ratio 0.2909, byte miss ratio 0.2909
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size   142964, 2218213 req, miss ratio 0.1946, byte miss ratio 0.1946
result/tencentBlock.ns19702.oracleGeneral.zst S3FIFO-d-1 cache size   285928, 2218213 req, miss ratio 0.1657, byte miss ratio 0.1657
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size      357, 2218213 req, miss ratio 0.5499, byte miss ratio 0.5499
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size     1072, 2218213 req, miss ratio 0.4646, byte miss ratio 0.4646
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size     3574, 2218213 req, miss ratio 0.4105, byte miss ratio 0.4105
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size    10722, 2218213 req, miss ratio 0.3778, byte miss ratio 0.3778
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size    35741, 2218213 req, miss ratio 0.3057, byte miss ratio 0.3057
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size    71482, 2218213 req, miss ratio 0.2251, byte miss ratio 0.2251
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size   142964, 2218213 req, miss ratio 0.1888, byte miss ratio 0.1888
result/tencentBlock.ns19702.oracleGeneral.zst LRB cache size   285928, 2218213 req, miss ratio 0.1729, byte miss ratio 0.1729
result/tencentBlock.ns19702.oracleGeneral.zst S4LRU(25:25:25:25) cache size      357, 2218213 req, miss ratio 0.4952, byte miss ratio 0.4952
result/tencentBlock.ns19702.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1072, 2218213 req, miss ratio 0.4524, byte miss ratio 0.4524
result/tencentBlock.ns19702.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3574, 2218213 req, miss ratio 0.4246, byte miss ratio 0.4246
result/tencentBlock.ns19702.oracleGeneral.zst S4LRU(25:25:25:25) cache size    10722, 2218213 req, miss ratio 0.4028, byte miss ratio 0.4028
result/tencentBlock.ns19702.oracleGeneral.zst S4LRU(25:25:25:25) cache size    35741, 2218213 req, miss ratio 0.3842, byte miss ratio 0.3842
result/tencentBlock.ns19702.oracleGeneral.zst S4LRU(25:25:25:25) cache size    71482, 2218213 req, miss ratio 0.3165, byte miss ratio 0.3165
