result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size      358, 3837096 req, miss ratio 0.5192, byte miss ratio 0.5192
result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size     1074, 3837096 req, miss ratio 0.3642, byte miss ratio 0.3642
result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size     3583, 3837096 req, miss ratio 0.2718, byte miss ratio 0.2718
result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size    10749, 3837096 req, miss ratio 0.2360, byte miss ratio 0.2360
result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size    35832, 3837096 req, miss ratio 0.1825, byte miss ratio 0.1825
result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size    71665, 3837096 req, miss ratio 0.1520, byte miss ratio 0.1520
result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size   143331, 3837096 req, miss ratio 0.1008, byte miss ratio 0.1008
result/tencentBlock.ns16177.oracleGeneral.zst ARC cache size   286663, 3837096 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size      358, 3837096 req, miss ratio 0.5324, byte miss ratio 0.5324
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size     1074, 3837096 req, miss ratio 0.4153, byte miss ratio 0.4153
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size     3583, 3837096 req, miss ratio 0.2826, byte miss ratio 0.2826
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size    10749, 3837096 req, miss ratio 0.2482, byte miss ratio 0.2482
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size    35832, 3837096 req, miss ratio 0.1853, byte miss ratio 0.1853
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size    71665, 3837096 req, miss ratio 0.1541, byte miss ratio 0.1541
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size   143331, 3837096 req, miss ratio 0.1044, byte miss ratio 0.1044
result/tencentBlock.ns16177.oracleGeneral.zst Clock cache size   286663, 3837096 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size      358, 3837096 req, miss ratio 0.5291, byte miss ratio 0.5291
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size     1074, 3837096 req, miss ratio 0.3954, byte miss ratio 0.3954
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size     3583, 3837096 req, miss ratio 0.2766, byte miss ratio 0.2766
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size    10749, 3837096 req, miss ratio 0.2398, byte miss ratio 0.2398
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size    35832, 3837096 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size    71665, 3837096 req, miss ratio 0.1366, byte miss ratio 0.1366
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size   143331, 3837096 req, miss ratio 0.1032, byte miss ratio 0.1032
result/tencentBlock.ns16177.oracleGeneral.zst LHD cache size   286663, 3837096 req, miss ratio 0.0939, byte miss ratio 0.0939
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size      358, 3837096 req, miss ratio 0.5379, byte miss ratio 0.5379
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size     1074, 3837096 req, miss ratio 0.4206, byte miss ratio 0.4206
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size     3583, 3837096 req, miss ratio 0.2875, byte miss ratio 0.2875
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size    10749, 3837096 req, miss ratio 0.2483, byte miss ratio 0.2483
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size    35832, 3837096 req, miss ratio 0.1846, byte miss ratio 0.1846
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size    71665, 3837096 req, miss ratio 0.1524, byte miss ratio 0.1524
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size   143331, 3837096 req, miss ratio 0.0994, byte miss ratio 0.0994
result/tencentBlock.ns16177.oracleGeneral.zst LRU cache size   286663, 3837096 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size      358, 3837096 req, miss ratio 0.5186, byte miss ratio 0.5186
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size     1074, 3837096 req, miss ratio 0.3859, byte miss ratio 0.3859
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size     3583, 3837096 req, miss ratio 0.2724, byte miss ratio 0.2724
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size    10749, 3837096 req, miss ratio 0.2402, byte miss ratio 0.2402
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size    35832, 3837096 req, miss ratio 0.1829, byte miss ratio 0.1829
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size    71665, 3837096 req, miss ratio 0.1511, byte miss ratio 0.1511
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size   143331, 3837096 req, miss ratio 0.1010, byte miss ratio 0.1010
result/tencentBlock.ns16177.oracleGeneral.zst Cacheus cache size   286663, 3837096 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns16177.oracleGeneral.zst S3FIFO-1 cache size      358, 3837096 req, miss ratio 0.5288, byte miss ratio 0.5288
result/tencentBlock.ns16177.oracleGeneral.zst S3FIFO-1 cache size     1074, 3837096 req, miss ratio 0.3495, byte miss ratio 0.3495
result/tencentBlock.ns16177.oracleGeneral.zst S3FIFO-1 cache size     3583, 3837096 req, miss ratio 0.2735, byte miss ratio 0.2735
result/tencentBlock.ns16177.oracleGeneral.zst S3FIFO-1 cache size    10749, 3837096 req, miss ratio 0.2357, byte miss ratio 0.2357
result/tencentBlock.ns16177.oracleGeneral.zst S3FIFO-1 cache size    35832, 3837096 req, miss ratio 0.1919, byte miss ratio 0.1919
