result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size      139, 1497971 req, miss ratio 0.6170, byte miss ratio 0.6170
result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size      418, 1497971 req, miss ratio 0.5067, byte miss ratio 0.5067
result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size     1394, 1497971 req, miss ratio 0.4538, byte miss ratio 0.4538
result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size     4182, 1497971 req, miss ratio 0.4228, byte miss ratio 0.4228
result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size    13943, 1497971 req, miss ratio 0.3737, byte miss ratio 0.3737
result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size    27886, 1497971 req, miss ratio 0.3252, byte miss ratio 0.3252
result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size    55772, 1497971 req, miss ratio 0.2710, byte miss ratio 0.2710
result/tencentBlock.ns16804.oracleGeneral.zst S3FIFO-1 cache size   111544, 1497971 req, miss ratio 0.1051, byte miss ratio 0.1051
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size      139, 1497971 req, miss ratio 0.6403, byte miss ratio 0.6403
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size      418, 1497971 req, miss ratio 0.5733, byte miss ratio 0.5733
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size     1394, 1497971 req, miss ratio 0.4882, byte miss ratio 0.4882
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size     4182, 1497971 req, miss ratio 0.4485, byte miss ratio 0.4485
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size    13943, 1497971 req, miss ratio 0.3934, byte miss ratio 0.3934
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size    27886, 1497971 req, miss ratio 0.3425, byte miss ratio 0.3425
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size    55772, 1497971 req, miss ratio 0.2373, byte miss ratio 0.2373
result/tencentBlock.ns16804.oracleGeneral.zst LeCaR cache size   111544, 1497971 req, miss ratio 0.1031, byte miss ratio 0.1031
