result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size      236, 2014606 req, miss ratio 0.5074, byte miss ratio 0.5074
result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size      709, 2014606 req, miss ratio 0.4671, byte miss ratio 0.4671
result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size     2366, 2014606 req, miss ratio 0.4339, byte miss ratio 0.4339
result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size     7098, 2014606 req, miss ratio 0.3949, byte miss ratio 0.3949
result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size    23660, 2014606 req, miss ratio 0.2143, byte miss ratio 0.2143
result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size    47321, 2014606 req, miss ratio 0.1570, byte miss ratio 0.1570
result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size    94642, 2014606 req, miss ratio 0.1305, byte miss ratio 0.1305
result/tencentBlock.ns25616.oracleGeneral.zst LHD cache size   189284, 2014606 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size      236, 2014606 req, miss ratio 0.4919, byte miss ratio 0.4919
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size      709, 2014606 req, miss ratio 0.4582, byte miss ratio 0.4582
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size     2366, 2014606 req, miss ratio 0.4186, byte miss ratio 0.4186
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size     7098, 2014606 req, miss ratio 0.3445, byte miss ratio 0.3445
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size    23660, 2014606 req, miss ratio 0.1931, byte miss ratio 0.1931
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size    47321, 2014606 req, miss ratio 0.1598, byte miss ratio 0.1598
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size    94642, 2014606 req, miss ratio 0.1403, byte miss ratio 0.1403
result/tencentBlock.ns25616.oracleGeneral.zst LIRS cache size   189284, 2014606 req, miss ratio 0.1207, byte miss ratio 0.1207
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size      236, 2014606 req, miss ratio 0.5127, byte miss ratio 0.5127
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size      709, 2014606 req, miss ratio 0.4652, byte miss ratio 0.4652
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size     2366, 2014606 req, miss ratio 0.4342, byte miss ratio 0.4342
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size     7098, 2014606 req, miss ratio 0.3945, byte miss ratio 0.3945
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size    23660, 2014606 req, miss ratio 0.2129, byte miss ratio 0.2129
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size    47321, 2014606 req, miss ratio 0.1572, byte miss ratio 0.1572
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size    94642, 2014606 req, miss ratio 0.1282, byte miss ratio 0.1282
result/tencentBlock.ns25616.oracleGeneral.zst LeCaR cache size   189284, 2014606 req, miss ratio 0.1177, byte miss ratio 0.1177
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size      236, 2014606 req, miss ratio 0.5724, byte miss ratio 0.5724
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size      709, 2014606 req, miss ratio 0.5000, byte miss ratio 0.5000
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size     2366, 2014606 req, miss ratio 0.4552, byte miss ratio 0.4552
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size     7098, 2014606 req, miss ratio 0.4122, byte miss ratio 0.4122
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size    23660, 2014606 req, miss ratio 0.2829, byte miss ratio 0.2829
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size    47321, 2014606 req, miss ratio 0.1999, byte miss ratio 0.1999
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size    94642, 2014606 req, miss ratio 0.1487, byte miss ratio 0.1487
result/tencentBlock.ns25616.oracleGeneral.zst FIFO cache size   189284, 2014606 req, miss ratio 0.1217, byte miss ratio 0.1217
