result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size      156, 1051309 req, miss ratio 0.5272, byte miss ratio 0.5272
result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size      470, 1051309 req, miss ratio 0.5150, byte miss ratio 0.5150
result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size     1566, 1051309 req, miss ratio 0.5082, byte miss ratio 0.5082
result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size     4700, 1051309 req, miss ratio 0.5050, byte miss ratio 0.5050
result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size    15669, 1051309 req, miss ratio 0.5034, byte miss ratio 0.5034
result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size    31338, 1051309 req, miss ratio 0.4458, byte miss ratio 0.4458
result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size    62676, 1051309 req, miss ratio 0.3786, byte miss ratio 0.3786
result/tencentBlock.ns17428.oracleGeneral.zst Clock cache size   125353, 1051309 req, miss ratio 0.1640, byte miss ratio 0.1640
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size      156, 1051309 req, miss ratio 0.5786, byte miss ratio 0.5786
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size      470, 1051309 req, miss ratio 0.5368, byte miss ratio 0.5368
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size     1566, 1051309 req, miss ratio 0.5173, byte miss ratio 0.5173
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size     4700, 1051309 req, miss ratio 0.5092, byte miss ratio 0.5092
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size    15669, 1051309 req, miss ratio 0.5040, byte miss ratio 0.5040
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size    31338, 1051309 req, miss ratio 0.4570, byte miss ratio 0.4570
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size    62676, 1051309 req, miss ratio 0.3279, byte miss ratio 0.3279
result/tencentBlock.ns17428.oracleGeneral.zst FIFO cache size   125353, 1051309 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size      156, 1051309 req, miss ratio 0.5267, byte miss ratio 0.5267
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size      470, 1051309 req, miss ratio 0.5150, byte miss ratio 0.5150
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size     1566, 1051309 req, miss ratio 0.5082, byte miss ratio 0.5082
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size     4700, 1051309 req, miss ratio 0.5049, byte miss ratio 0.5049
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size    15669, 1051309 req, miss ratio 0.5033, byte miss ratio 0.5033
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size    31338, 1051309 req, miss ratio 0.4477, byte miss ratio 0.4477
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size    62676, 1051309 req, miss ratio 0.3833, byte miss ratio 0.3833
result/tencentBlock.ns17428.oracleGeneral.zst clock2 cache size   125353, 1051309 req, miss ratio 0.1668, byte miss ratio 0.1668
result/tencentBlock.ns17428.oracleGeneral.zst LIRS cache size      156, 1051309 req, miss ratio 0.6074, byte miss ratio 0.6074
result/tencentBlock.ns17428.oracleGeneral.zst LIRS cache size      470, 1051309 req, miss ratio 0.5820, byte miss ratio 0.5820
result/tencentBlock.ns17428.oracleGeneral.zst LIRS cache size     1566, 1051309 req, miss ratio 0.5111, byte miss ratio 0.5111
