result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size      147, 2223258 req, miss ratio 0.7015, byte miss ratio 0.7015
result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size      441, 2223258 req, miss ratio 0.6292, byte miss ratio 0.6292
result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size     1471, 2223258 req, miss ratio 0.5037, byte miss ratio 0.5037
result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size     4413, 2223258 req, miss ratio 0.3481, byte miss ratio 0.3481
result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size    14710, 2223258 req, miss ratio 0.3066, byte miss ratio 0.3066
result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size    29421, 2223258 req, miss ratio 0.2579, byte miss ratio 0.2579
result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size    58842, 2223258 req, miss ratio 0.1763, byte miss ratio 0.1763
result/tencentBlock.ns18063.oracleGeneral.zst FIFO cache size   117684, 2223258 req, miss ratio 0.0957, byte miss ratio 0.0957
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size      147, 2223258 req, miss ratio 0.6215, byte miss ratio 0.6215
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size      441, 2223258 req, miss ratio 0.5801, byte miss ratio 0.5801
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size     1471, 2223258 req, miss ratio 0.3444, byte miss ratio 0.3444
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size     4413, 2223258 req, miss ratio 0.2939, byte miss ratio 0.2939
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size    14710, 2223258 req, miss ratio 0.2678, byte miss ratio 0.2678
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size    29421, 2223258 req, miss ratio 0.2292, byte miss ratio 0.2292
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size    58842, 2223258 req, miss ratio 0.1580, byte miss ratio 0.1580
result/tencentBlock.ns18063.oracleGeneral.zst LHD cache size   117684, 2223258 req, miss ratio 0.0755, byte miss ratio 0.0755
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size      147, 2223258 req, miss ratio 0.6625, byte miss ratio 0.6625
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size      441, 2223258 req, miss ratio 0.5876, byte miss ratio 0.5876
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size     1471, 2223258 req, miss ratio 0.4119, byte miss ratio 0.4119
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size     4413, 2223258 req, miss ratio 0.2949, byte miss ratio 0.2949
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size    14710, 2223258 req, miss ratio 0.2903, byte miss ratio 0.2903
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size    29421, 2223258 req, miss ratio 0.2468, byte miss ratio 0.2468
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size    58842, 2223258 req, miss ratio 0.1638, byte miss ratio 0.1638
result/tencentBlock.ns18063.oracleGeneral.zst LRU cache size   117684, 2223258 req, miss ratio 0.0780, byte miss ratio 0.0780
result/tencentBlock.ns18063.oracleGeneral.zst Clock cache size      147, 2223258 req, miss ratio 0.6593, byte miss ratio 0.6593
