result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size      115, 5634858 req, miss ratio 0.7504, byte miss ratio 0.7504
result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size      346, 5634858 req, miss ratio 0.7232, byte miss ratio 0.7232
result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size     1155, 5634858 req, miss ratio 0.6975, byte miss ratio 0.6975
result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size     3466, 5634858 req, miss ratio 0.6153, byte miss ratio 0.6153
result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size    11554, 5634858 req, miss ratio 0.5279, byte miss ratio 0.5279
result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size    23108, 5634858 req, miss ratio 0.0880, byte miss ratio 0.0880
result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size    46216, 5634858 req, miss ratio 0.0739, byte miss ratio 0.0739
result/tencentBlock.ns4871.oracleGeneral.zst clock2 cache size    92432, 5634858 req, miss ratio 0.0228, byte miss ratio 0.0228
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size      115, 5634858 req, miss ratio 0.7887, byte miss ratio 0.7887
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size      346, 5634858 req, miss ratio 0.7438, byte miss ratio 0.7438
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size     1155, 5634858 req, miss ratio 0.7072, byte miss ratio 0.7072
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size     3466, 5634858 req, miss ratio 0.6208, byte miss ratio 0.6208
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size    11554, 5634858 req, miss ratio 0.6145, byte miss ratio 0.6145
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size    23108, 5634858 req, miss ratio 0.2004, byte miss ratio 0.2004
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size    46216, 5634858 req, miss ratio 0.1101, byte miss ratio 0.1101
result/tencentBlock.ns4871.oracleGeneral.zst FIFO cache size    92432, 5634858 req, miss ratio 0.0324, byte miss ratio 0.0324
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size      115, 5634858 req, miss ratio 0.7449, byte miss ratio 0.7449
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size      346, 5634858 req, miss ratio 0.7160, byte miss ratio 0.7160
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size     1155, 5634858 req, miss ratio 0.6714, byte miss ratio 0.6714
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size     3466, 5634858 req, miss ratio 0.5888, byte miss ratio 0.5888
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size    11554, 5634858 req, miss ratio 0.2937, byte miss ratio 0.2937
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size    23108, 5634858 req, miss ratio 0.0860, byte miss ratio 0.0860
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size    46216, 5634858 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns4871.oracleGeneral.zst LHD cache size    92432, 5634858 req, miss ratio 0.0231, byte miss ratio 0.0231
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size      115, 5634858 req, miss ratio 0.7550, byte miss ratio 0.7550
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size      346, 5634858 req, miss ratio 0.7279, byte miss ratio 0.7279
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size     1155, 5634858 req, miss ratio 0.7007, byte miss ratio 0.7007
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size     3466, 5634858 req, miss ratio 0.6161, byte miss ratio 0.6161
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size    11554, 5634858 req, miss ratio 0.6110, byte miss ratio 0.6110
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size    23108, 5634858 req, miss ratio 0.0893, byte miss ratio 0.0893
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size    46216, 5634858 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns4871.oracleGeneral.zst LRU cache size    92432, 5634858 req, miss ratio 0.0215, byte miss ratio 0.0215
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size      115, 5634858 req, miss ratio 0.7498, byte miss ratio 0.7498
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size      346, 5634858 req, miss ratio 0.7186, byte miss ratio 0.7186
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size     1155, 5634858 req, miss ratio 0.6962, byte miss ratio 0.6962
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size     3466, 5634858 req, miss ratio 0.5815, byte miss ratio 0.5815
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size    11554, 5634858 req, miss ratio 0.5808, byte miss ratio 0.5808
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size    23108, 5634858 req, miss ratio 0.0872, byte miss ratio 0.0872
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size    46216, 5634858 req, miss ratio 0.0727, byte miss ratio 0.0727
result/tencentBlock.ns4871.oracleGeneral.zst LeCaR cache size    92432, 5634858 req, miss ratio 0.0215, byte miss ratio 0.0215
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size      115, 5634858 req, miss ratio 0.7307, byte miss ratio 0.7307
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size      346, 5634858 req, miss ratio 0.7020, byte miss ratio 0.7020
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size     1155, 5634858 req, miss ratio 0.6585, byte miss ratio 0.6585
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size     3466, 5634858 req, miss ratio 0.5107, byte miss ratio 0.5107
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size    11554, 5634858 req, miss ratio 0.2138, byte miss ratio 0.2138
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size    23108, 5634858 req, miss ratio 0.0819, byte miss ratio 0.0819
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size    46216, 5634858 req, miss ratio 0.0583, byte miss ratio 0.0583
result/tencentBlock.ns4871.oracleGeneral.zst LIRS cache size    92432, 5634858 req, miss ratio 0.0217, byte miss ratio 0.0217
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size      115, 5634858 req, miss ratio 0.7299, byte miss ratio 0.7299
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size      346, 5634858 req, miss ratio 0.6969, byte miss ratio 0.6969
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size     1155, 5634858 req, miss ratio 0.6568, byte miss ratio 0.6568
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size     3466, 5634858 req, miss ratio 0.5220, byte miss ratio 0.5220
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size    11554, 5634858 req, miss ratio 0.3695, byte miss ratio 0.3695
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size    23108, 5634858 req, miss ratio 0.0815, byte miss ratio 0.0815
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size    46216, 5634858 req, miss ratio 0.0673, byte miss ratio 0.0673
result/tencentBlock.ns4871.oracleGeneral.zst S3FIFO-1 cache size    92432, 5634858 req, miss ratio 0.0238, byte miss ratio 0.0238
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size      115, 5634858 req, miss ratio 0.7519, byte miss ratio 0.7519
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size      346, 5634858 req, miss ratio 0.7242, byte miss ratio 0.7242
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size     1155, 5634858 req, miss ratio 0.6999, byte miss ratio 0.6999
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size     3466, 5634858 req, miss ratio 0.6172, byte miss ratio 0.6172
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size    11554, 5634858 req, miss ratio 0.5643, byte miss ratio 0.5643
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size    23108, 5634858 req, miss ratio 0.0886, byte miss ratio 0.0886
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size    46216, 5634858 req, miss ratio 0.0754, byte miss ratio 0.0754
result/tencentBlock.ns4871.oracleGeneral.zst Clock cache size    92432, 5634858 req, miss ratio 0.0237, byte miss ratio 0.0237
result/tencentBlock.ns4871.oracleGeneral.zst Cacheus cache size      115, 5634858 req, miss ratio 0.7285, byte miss ratio 0.7285
result/tencentBlock.ns4871.oracleGeneral.zst Cacheus cache size      346, 5634858 req, miss ratio 0.7028, byte miss ratio 0.7028
result/tencentBlock.ns4871.oracleGeneral.zst Cacheus cache size     1155, 5634858 req, miss ratio 0.6753, byte miss ratio 0.6753
result/tencentBlock.ns4871.oracleGeneral.zst Cacheus cache size     3466, 5634858 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns4871.oracleGeneral.zst Cacheus cache size    11554, 5634858 req, miss ratio 0.2296, byte miss ratio 0.2296
