result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size      321, 55325107 req, miss ratio 0.2713, byte miss ratio 0.2713
result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size      965, 55325107 req, miss ratio 0.1111, byte miss ratio 0.1111
result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size     3218, 55325107 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size     9656, 55325107 req, miss ratio 0.0707, byte miss ratio 0.0707
result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size    32187, 55325107 req, miss ratio 0.0401, byte miss ratio 0.0401
result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size    64375, 55325107 req, miss ratio 0.0204, byte miss ratio 0.0204
result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size   128751, 55325107 req, miss ratio 0.0085, byte miss ratio 0.0085
result/tencentBlock.ns11577.oracleGeneral.zst LRU cache size   257503, 55325107 req, miss ratio 0.0059, byte miss ratio 0.0059
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size      321, 55325107 req, miss ratio 0.2421, byte miss ratio 0.2421
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size      965, 55325107 req, miss ratio 0.1077, byte miss ratio 0.1077
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size     3218, 55325107 req, miss ratio 0.0896, byte miss ratio 0.0896
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size     9656, 55325107 req, miss ratio 0.0698, byte miss ratio 0.0698
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size    32187, 55325107 req, miss ratio 0.0403, byte miss ratio 0.0403
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size    64375, 55325107 req, miss ratio 0.0207, byte miss ratio 0.0207
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size   128751, 55325107 req, miss ratio 0.0081, byte miss ratio 0.0081
result/tencentBlock.ns11577.oracleGeneral.zst LeCaR cache size   257503, 55325107 req, miss ratio 0.0059, byte miss ratio 0.0059
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size      321, 55325107 req, miss ratio 0.3894, byte miss ratio 0.3894
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size      965, 55325107 req, miss ratio 0.1663, byte miss ratio 0.1663
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size     3218, 55325107 req, miss ratio 0.1071, byte miss ratio 0.1071
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size     9656, 55325107 req, miss ratio 0.0800, byte miss ratio 0.0800
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size    32187, 55325107 req, miss ratio 0.0472, byte miss ratio 0.0472
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size    64375, 55325107 req, miss ratio 0.0293, byte miss ratio 0.0293
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size   128751, 55325107 req, miss ratio 0.0123, byte miss ratio 0.0123
result/tencentBlock.ns11577.oracleGeneral.zst FIFO cache size   257503, 55325107 req, miss ratio 0.0071, byte miss ratio 0.0071
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size      321, 55325107 req, miss ratio 0.2440, byte miss ratio 0.2440
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size      965, 55325107 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size     3218, 55325107 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size     9656, 55325107 req, miss ratio 0.0684, byte miss ratio 0.0684
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size    32187, 55325107 req, miss ratio 0.0444, byte miss ratio 0.0444
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size    64375, 55325107 req, miss ratio 0.0211, byte miss ratio 0.0211
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size   128751, 55325107 req, miss ratio 0.0085, byte miss ratio 0.0085
result/tencentBlock.ns11577.oracleGeneral.zst clock2 cache size   257503, 55325107 req, miss ratio 0.0059, byte miss ratio 0.0059
result/tencentBlock.ns11577.oracleGeneral.zst S3FIFO-1 cache size      321, 55325107 req, miss ratio 0.2192, byte miss ratio 0.2192
result/tencentBlock.ns11577.oracleGeneral.zst S3FIFO-1 cache size      965, 55325107 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns11577.oracleGeneral.zst S3FIFO-1 cache size     3218, 55325107 req, miss ratio 0.0866, byte miss ratio 0.0866
result/tencentBlock.ns11577.oracleGeneral.zst S3FIFO-1 cache size     9656, 55325107 req, miss ratio 0.0657, byte miss ratio 0.0657
