result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size      139, 1409155 req, miss ratio 0.5430, byte miss ratio 0.5430
result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size      417, 1409155 req, miss ratio 0.5155, byte miss ratio 0.5155
result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size     1391, 1409155 req, miss ratio 0.5006, byte miss ratio 0.5006
result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size     4174, 1409155 req, miss ratio 0.4970, byte miss ratio 0.4970
result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size    13913, 1409155 req, miss ratio 0.4961, byte miss ratio 0.4961
result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size    27827, 1409155 req, miss ratio 0.4231, byte miss ratio 0.4231
result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size    55654, 1409155 req, miss ratio 0.3498, byte miss ratio 0.3498
result/tencentBlock.ns15046.oracleGeneral.zst clock2 cache size   111308, 1409155 req, miss ratio 0.1404, byte miss ratio 0.1404
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size      139, 1409155 req, miss ratio 0.5278, byte miss ratio 0.5278
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size      417, 1409155 req, miss ratio 0.5054, byte miss ratio 0.5054
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size     1391, 1409155 req, miss ratio 0.4983, byte miss ratio 0.4983
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size     4174, 1409155 req, miss ratio 0.4964, byte miss ratio 0.4964
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size    13913, 1409155 req, miss ratio 0.4650, byte miss ratio 0.4650
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size    27827, 1409155 req, miss ratio 0.4169, byte miss ratio 0.4169
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size    55654, 1409155 req, miss ratio 0.3036, byte miss ratio 0.3036
result/tencentBlock.ns15046.oracleGeneral.zst Cacheus cache size   111308, 1409155 req, miss ratio 0.1288, byte miss ratio 0.1288
result/tencentBlock.ns15046.oracleGeneral.zst Clock cache size      139, 1409155 req, miss ratio 0.5417, byte miss ratio 0.5417
result/tencentBlock.ns15046.oracleGeneral.zst Clock cache size      417, 1409155 req, miss ratio 0.5125, byte miss ratio 0.5125
