result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size      138, 2066855 req, miss ratio 0.3922, byte miss ratio 0.3922
result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size      416, 2066855 req, miss ratio 0.2383, byte miss ratio 0.2383
result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size     1389, 2066855 req, miss ratio 0.2344, byte miss ratio 0.2344
result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size     4169, 2066855 req, miss ratio 0.2338, byte miss ratio 0.2338
result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size    13899, 2066855 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size    27798, 2066855 req, miss ratio 0.1587, byte miss ratio 0.1587
result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size    55597, 2066855 req, miss ratio 0.1030, byte miss ratio 0.1030
result/tencentBlock.ns15798.oracleGeneral.zst ARC cache size   111195, 2066855 req, miss ratio 0.0694, byte miss ratio 0.0694
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size      138, 2066855 req, miss ratio 0.4783, byte miss ratio 0.4783
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size      416, 2066855 req, miss ratio 0.2403, byte miss ratio 0.2403
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size     1389, 2066855 req, miss ratio 0.2355, byte miss ratio 0.2355
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size     4169, 2066855 req, miss ratio 0.2340, byte miss ratio 0.2340
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size    13899, 2066855 req, miss ratio 0.2310, byte miss ratio 0.2310
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size    27798, 2066855 req, miss ratio 0.1780, byte miss ratio 0.1780
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size    55597, 2066855 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns15798.oracleGeneral.zst Clock cache size   111195, 2066855 req, miss ratio 0.0732, byte miss ratio 0.0732
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size      138, 2066855 req, miss ratio 0.4625, byte miss ratio 0.4625
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size      416, 2066855 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size     1389, 2066855 req, miss ratio 0.2352, byte miss ratio 0.2352
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size     4169, 2066855 req, miss ratio 0.2339, byte miss ratio 0.2339
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size    13899, 2066855 req, miss ratio 0.1962, byte miss ratio 0.1962
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size    27798, 2066855 req, miss ratio 0.1601, byte miss ratio 0.1601
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size    55597, 2066855 req, miss ratio 0.1037, byte miss ratio 0.1037
result/tencentBlock.ns15798.oracleGeneral.zst LeCaR cache size   111195, 2066855 req, miss ratio 0.0689, byte miss ratio 0.0689
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size      138, 2066855 req, miss ratio 0.4663, byte miss ratio 0.4663
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size      416, 2066855 req, miss ratio 0.2459, byte miss ratio 0.2459
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size     1389, 2066855 req, miss ratio 0.2355, byte miss ratio 0.2355
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size     4169, 2066855 req, miss ratio 0.2341, byte miss ratio 0.2341
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size    13899, 2066855 req, miss ratio 0.2331, byte miss ratio 0.2331
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size    27798, 2066855 req, miss ratio 0.1862, byte miss ratio 0.1862
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size    55597, 2066855 req, miss ratio 0.1262, byte miss ratio 0.1262
result/tencentBlock.ns15798.oracleGeneral.zst clock2 cache size   111195, 2066855 req, miss ratio 0.0707, byte miss ratio 0.0707
result/tencentBlock.ns15798.oracleGeneral.zst LHD cache size      138, 2066855 req, miss ratio 0.4343, byte miss ratio 0.4343
result/tencentBlock.ns15798.oracleGeneral.zst LHD cache size      416, 2066855 req, miss ratio 0.2407, byte miss ratio 0.2407
result/tencentBlock.ns15798.oracleGeneral.zst LHD cache size     1389, 2066855 req, miss ratio 0.2350, byte miss ratio 0.2350
result/tencentBlock.ns15798.oracleGeneral.zst LHD cache size     4169, 2066855 req, miss ratio 0.2307, byte miss ratio 0.2307
result/tencentBlock.ns15798.oracleGeneral.zst LHD cache size    13899, 2066855 req, miss ratio 0.1971, byte miss ratio 0.1971
result/tencentBlock.ns15798.oracleGeneral.zst LHD cache size    27798, 2066855 req, miss ratio 0.1525, byte miss ratio 0.1525
