result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size      180, 2922107 req, miss ratio 0.4023, byte miss ratio 0.4023
result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size      540, 2922107 req, miss ratio 0.3437, byte miss ratio 0.3437
result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size     1802, 2922107 req, miss ratio 0.3284, byte miss ratio 0.3284
result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size     5408, 2922107 req, miss ratio 0.2878, byte miss ratio 0.2878
result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size    18026, 2922107 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size    36053, 2922107 req, miss ratio 0.1991, byte miss ratio 0.1991
result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size    72107, 2922107 req, miss ratio 0.1258, byte miss ratio 0.1258
result/tencentBlock.ns5893.oracleGeneral.zst LIRS cache size   144215, 2922107 req, miss ratio 0.0641, byte miss ratio 0.0641
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size      180, 2922107 req, miss ratio 0.4172, byte miss ratio 0.4172
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size      540, 2922107 req, miss ratio 0.3377, byte miss ratio 0.3377
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size     1802, 2922107 req, miss ratio 0.3221, byte miss ratio 0.3221
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size     5408, 2922107 req, miss ratio 0.2877, byte miss ratio 0.2877
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size    18026, 2922107 req, miss ratio 0.2465, byte miss ratio 0.2465
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size    36053, 2922107 req, miss ratio 0.2137, byte miss ratio 0.2137
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size    72107, 2922107 req, miss ratio 0.1437, byte miss ratio 0.1437
result/tencentBlock.ns5893.oracleGeneral.zst LHD cache size   144215, 2922107 req, miss ratio 0.0664, byte miss ratio 0.0664
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size      180, 2922107 req, miss ratio 0.4144, byte miss ratio 0.4144
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size      540, 2922107 req, miss ratio 0.3323, byte miss ratio 0.3323
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size     1802, 2922107 req, miss ratio 0.3161, byte miss ratio 0.3161
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size     5408, 2922107 req, miss ratio 0.2684, byte miss ratio 0.2684
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size    18026, 2922107 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size    36053, 2922107 req, miss ratio 0.2021, byte miss ratio 0.2021
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size    72107, 2922107 req, miss ratio 0.1369, byte miss ratio 0.1369
result/tencentBlock.ns5893.oracleGeneral.zst S3FIFO-1 cache size   144215, 2922107 req, miss ratio 0.0627, byte miss ratio 0.0627
