result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size      542, 4686426 req, miss ratio 0.4965, byte miss ratio 0.4965
result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size     1626, 4686426 req, miss ratio 0.3474, byte miss ratio 0.3474
result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size     5422, 4686426 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size    16266, 4686426 req, miss ratio 0.2696, byte miss ratio 0.2696
result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size    54221, 4686426 req, miss ratio 0.2294, byte miss ratio 0.2294
result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size   108443, 4686426 req, miss ratio 0.1866, byte miss ratio 0.1866
result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size   216887, 4686426 req, miss ratio 0.1394, byte miss ratio 0.1394
result/tencentBlock.ns1099.oracleGeneral.zst LIRS cache size   433774, 4686426 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size      542, 4686426 req, miss ratio 0.4864, byte miss ratio 0.4864
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size     1626, 4686426 req, miss ratio 0.3659, byte miss ratio 0.3659
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size     5422, 4686426 req, miss ratio 0.2994, byte miss ratio 0.2994
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size    16266, 4686426 req, miss ratio 0.2687, byte miss ratio 0.2687
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size    54221, 4686426 req, miss ratio 0.2183, byte miss ratio 0.2183
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size   108443, 4686426 req, miss ratio 0.1682, byte miss ratio 0.1682
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size   216887, 4686426 req, miss ratio 0.1329, byte miss ratio 0.1329
result/tencentBlock.ns1099.oracleGeneral.zst LHD cache size   433774, 4686426 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size      542, 4686426 req, miss ratio 0.4810, byte miss ratio 0.4810
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size     1626, 4686426 req, miss ratio 0.3210, byte miss ratio 0.3210
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size     5422, 4686426 req, miss ratio 0.2980, byte miss ratio 0.2980
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size    16266, 4686426 req, miss ratio 0.2674, byte miss ratio 0.2674
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size    54221, 4686426 req, miss ratio 0.2293, byte miss ratio 0.2293
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size   108443, 4686426 req, miss ratio 0.1813, byte miss ratio 0.1813
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size   216887, 4686426 req, miss ratio 0.1328, byte miss ratio 0.1328
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-1 cache size   433774, 4686426 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size      542, 4686426 req, miss ratio 0.5653, byte miss ratio 0.5653
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size     1626, 4686426 req, miss ratio 0.4378, byte miss ratio 0.4378
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size     5422, 4686426 req, miss ratio 0.3464, byte miss ratio 0.3464
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size    16266, 4686426 req, miss ratio 0.2929, byte miss ratio 0.2929
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size    54221, 4686426 req, miss ratio 0.2370, byte miss ratio 0.2370
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size   108443, 4686426 req, miss ratio 0.1886, byte miss ratio 0.1886
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size   216887, 4686426 req, miss ratio 0.1494, byte miss ratio 0.1494
result/tencentBlock.ns1099.oracleGeneral.zst FIFO cache size   433774, 4686426 req, miss ratio 0.1220, byte miss ratio 0.1220
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size      542, 4686426 req, miss ratio 0.4725, byte miss ratio 0.4725
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size     1626, 4686426 req, miss ratio 0.3430, byte miss ratio 0.3430
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size     5422, 4686426 req, miss ratio 0.2969, byte miss ratio 0.2969
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size    16266, 4686426 req, miss ratio 0.2693, byte miss ratio 0.2693
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size    54221, 4686426 req, miss ratio 0.2253, byte miss ratio 0.2253
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size   108443, 4686426 req, miss ratio 0.1798, byte miss ratio 0.1798
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size   216887, 4686426 req, miss ratio 0.1296, byte miss ratio 0.1296
result/tencentBlock.ns1099.oracleGeneral.zst ARC cache size   433774, 4686426 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size      542, 4686426 req, miss ratio 0.4858, byte miss ratio 0.4858
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size     1626, 4686426 req, miss ratio 0.3888, byte miss ratio 0.3888
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size     5422, 4686426 req, miss ratio 0.3006, byte miss ratio 0.3006
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size    16266, 4686426 req, miss ratio 0.2744, byte miss ratio 0.2744
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size    54221, 4686426 req, miss ratio 0.2240, byte miss ratio 0.2240
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size   108443, 4686426 req, miss ratio 0.1766, byte miss ratio 0.1766
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size   216887, 4686426 req, miss ratio 0.1299, byte miss ratio 0.1299
result/tencentBlock.ns1099.oracleGeneral.zst LeCaR cache size   433774, 4686426 req, miss ratio 0.1161, byte miss ratio 0.1161
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size      542, 4686426 req, miss ratio 0.4765, byte miss ratio 0.4765
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size     1626, 4686426 req, miss ratio 0.3641, byte miss ratio 0.3641
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size     5422, 4686426 req, miss ratio 0.2972, byte miss ratio 0.2972
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size    16266, 4686426 req, miss ratio 0.2740, byte miss ratio 0.2740
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size    54221, 4686426 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size   108443, 4686426 req, miss ratio 0.1774, byte miss ratio 0.1774
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size   216887, 4686426 req, miss ratio 0.1295, byte miss ratio 0.1295
result/tencentBlock.ns1099.oracleGeneral.zst Cacheus cache size   433774, 4686426 req, miss ratio 0.1163, byte miss ratio 0.1163
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size      542, 4686426 req, miss ratio 0.4877, byte miss ratio 0.4877
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size     1626, 4686426 req, miss ratio 0.3946, byte miss ratio 0.3946
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size     5422, 4686426 req, miss ratio 0.3010, byte miss ratio 0.3010
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size    16266, 4686426 req, miss ratio 0.2825, byte miss ratio 0.2825
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size    54221, 4686426 req, miss ratio 0.2321, byte miss ratio 0.2321
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size   108443, 4686426 req, miss ratio 0.1995, byte miss ratio 0.1995
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size   216887, 4686426 req, miss ratio 0.1379, byte miss ratio 0.1379
result/tencentBlock.ns1099.oracleGeneral.zst clock2 cache size   433774, 4686426 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size      542, 4686426 req, miss ratio 0.4890, byte miss ratio 0.4890
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size     1626, 4686426 req, miss ratio 0.3973, byte miss ratio 0.3973
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size     5422, 4686426 req, miss ratio 0.3074, byte miss ratio 0.3074
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size    16266, 4686426 req, miss ratio 0.2755, byte miss ratio 0.2755
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size    54221, 4686426 req, miss ratio 0.2249, byte miss ratio 0.2249
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size   108443, 4686426 req, miss ratio 0.1785, byte miss ratio 0.1785
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size   216887, 4686426 req, miss ratio 0.1302, byte miss ratio 0.1302
result/tencentBlock.ns1099.oracleGeneral.zst LRU cache size   433774, 4686426 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size      542, 4686426 req, miss ratio 0.4864, byte miss ratio 0.4864
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size     1626, 4686426 req, miss ratio 0.3933, byte miss ratio 0.3933
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size     5422, 4686426 req, miss ratio 0.3048, byte miss ratio 0.3048
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size    16266, 4686426 req, miss ratio 0.2798, byte miss ratio 0.2798
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size    54221, 4686426 req, miss ratio 0.2270, byte miss ratio 0.2270
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size   108443, 4686426 req, miss ratio 0.1888, byte miss ratio 0.1888
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size   216887, 4686426 req, miss ratio 0.1332, byte miss ratio 0.1332
result/tencentBlock.ns1099.oracleGeneral.zst Clock cache size   433774, 4686426 req, miss ratio 0.1162, byte miss ratio 0.1162
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size      542, 4686426 req, miss ratio 0.4704, byte miss ratio 0.4704
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size     1626, 4686426 req, miss ratio 0.3212, byte miss ratio 0.3212
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size     5422, 4686426 req, miss ratio 0.2975, byte miss ratio 0.2975
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size    16266, 4686426 req, miss ratio 0.2673, byte miss ratio 0.2673
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size    54221, 4686426 req, miss ratio 0.2280, byte miss ratio 0.2280
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size   108443, 4686426 req, miss ratio 0.1816, byte miss ratio 0.1816
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size   216887, 4686426 req, miss ratio 0.1326, byte miss ratio 0.1326
result/tencentBlock.ns1099.oracleGeneral.zst S3FIFO-d-1 cache size   433774, 4686426 req, miss ratio 0.1162, byte miss ratio 0.1162
