result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size      222, 1525085 req, miss ratio 0.4984, byte miss ratio 0.4984
result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size      668, 1525085 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size     2229, 1525085 req, miss ratio 0.4460, byte miss ratio 0.4460
result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size     6689, 1525085 req, miss ratio 0.4241, byte miss ratio 0.4241
result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size    22297, 1525085 req, miss ratio 0.3685, byte miss ratio 0.3685
result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size    44595, 1525085 req, miss ratio 0.3000, byte miss ratio 0.3000
result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size    89191, 1525085 req, miss ratio 0.1973, byte miss ratio 0.1973
result/tencentBlock.ns22064.oracleGeneral.zst LIRS cache size   178382, 1525085 req, miss ratio 0.1491, byte miss ratio 0.1491
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size      222, 1525085 req, miss ratio 0.4460, byte miss ratio 0.4460
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size      668, 1525085 req, miss ratio 0.4434, byte miss ratio 0.4434
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size     2229, 1525085 req, miss ratio 0.4408, byte miss ratio 0.4408
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size     6689, 1525085 req, miss ratio 0.4344, byte miss ratio 0.4344
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size    22297, 1525085 req, miss ratio 0.3724, byte miss ratio 0.3724
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size    44595, 1525085 req, miss ratio 0.3350, byte miss ratio 0.3350
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size    89191, 1525085 req, miss ratio 0.1884, byte miss ratio 0.1884
result/tencentBlock.ns22064.oracleGeneral.zst Cacheus cache size   178382, 1525085 req, miss ratio 0.1487, byte miss ratio 0.1487
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size      222, 1525085 req, miss ratio 0.4464, byte miss ratio 0.4464
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size      668, 1525085 req, miss ratio 0.4435, byte miss ratio 0.4435
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size     2229, 1525085 req, miss ratio 0.4422, byte miss ratio 0.4422
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size     6689, 1525085 req, miss ratio 0.4349, byte miss ratio 0.4349
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size    22297, 1525085 req, miss ratio 0.3734, byte miss ratio 0.3734
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size    44595, 1525085 req, miss ratio 0.3023, byte miss ratio 0.3023
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size    89191, 1525085 req, miss ratio 0.1953, byte miss ratio 0.1953
result/tencentBlock.ns22064.oracleGeneral.zst ARC cache size   178382, 1525085 req, miss ratio 0.1482, byte miss ratio 0.1482
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size      222, 1525085 req, miss ratio 0.4635, byte miss ratio 0.4635
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size      668, 1525085 req, miss ratio 0.4445, byte miss ratio 0.4445
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size     2229, 1525085 req, miss ratio 0.4430, byte miss ratio 0.4430
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size     6689, 1525085 req, miss ratio 0.4339, byte miss ratio 0.4339
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size    22297, 1525085 req, miss ratio 0.3747, byte miss ratio 0.3747
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size    44595, 1525085 req, miss ratio 0.3349, byte miss ratio 0.3349
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size    89191, 1525085 req, miss ratio 0.2088, byte miss ratio 0.2088
result/tencentBlock.ns22064.oracleGeneral.zst Clock cache size   178382, 1525085 req, miss ratio 0.1486, byte miss ratio 0.1486
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size      222, 1525085 req, miss ratio 0.4665, byte miss ratio 0.4665
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size      668, 1525085 req, miss ratio 0.4447, byte miss ratio 0.4447
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size     2229, 1525085 req, miss ratio 0.4430, byte miss ratio 0.4430
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size     6689, 1525085 req, miss ratio 0.4340, byte miss ratio 0.4340
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size    22297, 1525085 req, miss ratio 0.3755, byte miss ratio 0.3755
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size    44595, 1525085 req, miss ratio 0.3374, byte miss ratio 0.3374
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size    89191, 1525085 req, miss ratio 0.2015, byte miss ratio 0.2015
result/tencentBlock.ns22064.oracleGeneral.zst LRU cache size   178382, 1525085 req, miss ratio 0.1479, byte miss ratio 0.1479
result/tencentBlock.ns22064.oracleGeneral.zst LeCaR cache size      222, 1525085 req, miss ratio 0.4601, byte miss ratio 0.4601
