result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size      697, 7157230 req, miss ratio 0.5492, byte miss ratio 0.5492
result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size     2091, 7157230 req, miss ratio 0.4133, byte miss ratio 0.4133
result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size     6972, 7157230 req, miss ratio 0.3826, byte miss ratio 0.3826
result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size    20917, 7157230 req, miss ratio 0.3351, byte miss ratio 0.3351
result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size    69723, 7157230 req, miss ratio 0.2713, byte miss ratio 0.2713
result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size   139447, 7157230 req, miss ratio 0.2219, byte miss ratio 0.2219
result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size   278894, 7157230 req, miss ratio 0.1103, byte miss ratio 0.1103
result/tencentBlock.ns4424.oracleGeneral.zst ARC cache size   557788, 7157230 req, miss ratio 0.0984, byte miss ratio 0.0984
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size      697, 7157230 req, miss ratio 0.5720, byte miss ratio 0.5720
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size     2091, 7157230 req, miss ratio 0.4721, byte miss ratio 0.4721
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size     6972, 7157230 req, miss ratio 0.3905, byte miss ratio 0.3905
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size    20917, 7157230 req, miss ratio 0.3426, byte miss ratio 0.3426
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size    69723, 7157230 req, miss ratio 0.2785, byte miss ratio 0.2785
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size   139447, 7157230 req, miss ratio 0.2292, byte miss ratio 0.2292
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size   278894, 7157230 req, miss ratio 0.1228, byte miss ratio 0.1228
result/tencentBlock.ns4424.oracleGeneral.zst Clock cache size   557788, 7157230 req, miss ratio 0.0983, byte miss ratio 0.0983
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size      697, 7157230 req, miss ratio 0.5713, byte miss ratio 0.5713
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size     2091, 7157230 req, miss ratio 0.4612, byte miss ratio 0.4612
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size     6972, 7157230 req, miss ratio 0.3883, byte miss ratio 0.3883
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size    20917, 7157230 req, miss ratio 0.3366, byte miss ratio 0.3366
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size    69723, 7157230 req, miss ratio 0.2753, byte miss ratio 0.2753
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size   139447, 7157230 req, miss ratio 0.2233, byte miss ratio 0.2233
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size   278894, 7157230 req, miss ratio 0.1109, byte miss ratio 0.1109
result/tencentBlock.ns4424.oracleGeneral.zst LeCaR cache size   557788, 7157230 req, miss ratio 0.0982, byte miss ratio 0.0982
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size      697, 7157230 req, miss ratio 0.5701, byte miss ratio 0.5701
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size     2091, 7157230 req, miss ratio 0.4208, byte miss ratio 0.4208
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size     6972, 7157230 req, miss ratio 0.3914, byte miss ratio 0.3914
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size    20917, 7157230 req, miss ratio 0.3386, byte miss ratio 0.3386
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size    69723, 7157230 req, miss ratio 0.2765, byte miss ratio 0.2765
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size   139447, 7157230 req, miss ratio 0.2102, byte miss ratio 0.2102
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size   278894, 7157230 req, miss ratio 0.1236, byte miss ratio 0.1236
result/tencentBlock.ns4424.oracleGeneral.zst LIRS cache size   557788, 7157230 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns4424.oracleGeneral.zst S3FIFO-1 cache size      697, 7157230 req, miss ratio 0.5565, byte miss ratio 0.5565
result/tencentBlock.ns4424.oracleGeneral.zst S3FIFO-1 cache size     2091, 7157230 req, miss ratio 0.4006, byte miss ratio 0.4006
result/tencentBlock.ns4424.oracleGeneral.zst S3FIFO-1 cache size     6972, 7157230 req, miss ratio 0.3841, byte miss ratio 0.3841
result/tencentBlock.ns4424.oracleGeneral.zst S3FIFO-1 cache size    20917, 7157230 req, miss ratio 0.3368, byte miss ratio 0.3368
result/tencentBlock.ns4424.oracleGeneral.zst S3FIFO-1 cache size    69723, 7157230 req, miss ratio 0.2730, byte miss ratio 0.2730
result/tencentBlock.ns4424.oracleGeneral.zst S3FIFO-1 cache size   139447, 7157230 req, miss ratio 0.2164, byte miss ratio 0.2164
