result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size      344, 5301848 req, miss ratio 0.4238, byte miss ratio 0.4238
result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size     1033, 5301848 req, miss ratio 0.3078, byte miss ratio 0.3078
result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size     3444, 5301848 req, miss ratio 0.1935, byte miss ratio 0.1935
result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size    10333, 5301848 req, miss ratio 0.1637, byte miss ratio 0.1637
result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size    34443, 5301848 req, miss ratio 0.1156, byte miss ratio 0.1156
result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size    68887, 5301848 req, miss ratio 0.0897, byte miss ratio 0.0897
result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size   137774, 5301848 req, miss ratio 0.0753, byte miss ratio 0.0753
result/tencentBlock.ns18820.oracleGeneral.zst Cacheus cache size   275549, 5301848 req, miss ratio 0.0653, byte miss ratio 0.0653
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size      344, 5301848 req, miss ratio 0.4472, byte miss ratio 0.4472
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size     1033, 5301848 req, miss ratio 0.3272, byte miss ratio 0.3272
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size     3444, 5301848 req, miss ratio 0.2008, byte miss ratio 0.2008
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size    10333, 5301848 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size    34443, 5301848 req, miss ratio 0.1185, byte miss ratio 0.1185
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size    68887, 5301848 req, miss ratio 0.0934, byte miss ratio 0.0934
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size   137774, 5301848 req, miss ratio 0.0737, byte miss ratio 0.0737
result/tencentBlock.ns18820.oracleGeneral.zst Clock cache size   275549, 5301848 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size      344, 5301848 req, miss ratio 0.4278, byte miss ratio 0.4278
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size     1033, 5301848 req, miss ratio 0.2828, byte miss ratio 0.2828
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size     3444, 5301848 req, miss ratio 0.1932, byte miss ratio 0.1932
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size    10333, 5301848 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size    34443, 5301848 req, miss ratio 0.1261, byte miss ratio 0.1261
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size    68887, 5301848 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size   137774, 5301848 req, miss ratio 0.0742, byte miss ratio 0.0742
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-1 cache size   275549, 5301848 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size      344, 5301848 req, miss ratio 0.5554, byte miss ratio 0.5554
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size     1033, 5301848 req, miss ratio 0.3790, byte miss ratio 0.3790
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size     3444, 5301848 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size    10333, 5301848 req, miss ratio 0.1858, byte miss ratio 0.1858
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size    34443, 5301848 req, miss ratio 0.1244, byte miss ratio 0.1244
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size    68887, 5301848 req, miss ratio 0.0969, byte miss ratio 0.0969
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size   137774, 5301848 req, miss ratio 0.0791, byte miss ratio 0.0791
result/tencentBlock.ns18820.oracleGeneral.zst FIFO cache size   275549, 5301848 req, miss ratio 0.0677, byte miss ratio 0.0677
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size      344, 5301848 req, miss ratio 0.4331, byte miss ratio 0.4331
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size     1033, 5301848 req, miss ratio 0.3123, byte miss ratio 0.3123
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size     3444, 5301848 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size    10333, 5301848 req, miss ratio 0.1628, byte miss ratio 0.1628
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size    34443, 5301848 req, miss ratio 0.1142, byte miss ratio 0.1142
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size    68887, 5301848 req, miss ratio 0.0862, byte miss ratio 0.0862
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size   137774, 5301848 req, miss ratio 0.0716, byte miss ratio 0.0716
result/tencentBlock.ns18820.oracleGeneral.zst LHD cache size   275549, 5301848 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size      344, 5301848 req, miss ratio 0.4430, byte miss ratio 0.4430
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size     1033, 5301848 req, miss ratio 0.3266, byte miss ratio 0.3266
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size     3444, 5301848 req, miss ratio 0.1947, byte miss ratio 0.1947
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size    10333, 5301848 req, miss ratio 0.1706, byte miss ratio 0.1706
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size    34443, 5301848 req, miss ratio 0.1217, byte miss ratio 0.1217
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size    68887, 5301848 req, miss ratio 0.0986, byte miss ratio 0.0986
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size   137774, 5301848 req, miss ratio 0.0748, byte miss ratio 0.0748
result/tencentBlock.ns18820.oracleGeneral.zst clock2 cache size   275549, 5301848 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size      344, 5301848 req, miss ratio 0.4447, byte miss ratio 0.4447
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size     1033, 5301848 req, miss ratio 0.3278, byte miss ratio 0.3278
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size     3444, 5301848 req, miss ratio 0.1958, byte miss ratio 0.1958
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size    10333, 5301848 req, miss ratio 0.1667, byte miss ratio 0.1667
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size    34443, 5301848 req, miss ratio 0.1147, byte miss ratio 0.1147
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size    68887, 5301848 req, miss ratio 0.0910, byte miss ratio 0.0910
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size   137774, 5301848 req, miss ratio 0.0722, byte miss ratio 0.0722
result/tencentBlock.ns18820.oracleGeneral.zst LeCaR cache size   275549, 5301848 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size      344, 5301848 req, miss ratio 0.4324, byte miss ratio 0.4324
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size     1033, 5301848 req, miss ratio 0.2991, byte miss ratio 0.2991
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size     3444, 5301848 req, miss ratio 0.2020, byte miss ratio 0.2020
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size    10333, 5301848 req, miss ratio 0.1648, byte miss ratio 0.1648
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size    34443, 5301848 req, miss ratio 0.1297, byte miss ratio 0.1297
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size    68887, 5301848 req, miss ratio 0.1035, byte miss ratio 0.1035
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size   137774, 5301848 req, miss ratio 0.0810, byte miss ratio 0.0810
result/tencentBlock.ns18820.oracleGeneral.zst LIRS cache size   275549, 5301848 req, miss ratio 0.0672, byte miss ratio 0.0672
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size      344, 5301848 req, miss ratio 0.4568, byte miss ratio 0.4568
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size     1033, 5301848 req, miss ratio 0.3306, byte miss ratio 0.3306
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size     3444, 5301848 req, miss ratio 0.2048, byte miss ratio 0.2048
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size    10333, 5301848 req, miss ratio 0.1674, byte miss ratio 0.1674
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size    34443, 5301848 req, miss ratio 0.1151, byte miss ratio 0.1151
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size    68887, 5301848 req, miss ratio 0.0906, byte miss ratio 0.0906
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size   137774, 5301848 req, miss ratio 0.0716, byte miss ratio 0.0716
result/tencentBlock.ns18820.oracleGeneral.zst LRU cache size   275549, 5301848 req, miss ratio 0.0651, byte miss ratio 0.0651
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size      344, 5301848 req, miss ratio 0.4210, byte miss ratio 0.4210
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size     1033, 5301848 req, miss ratio 0.2913, byte miss ratio 0.2913
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size     3444, 5301848 req, miss ratio 0.1921, byte miss ratio 0.1921
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size    10333, 5301848 req, miss ratio 0.1637, byte miss ratio 0.1637
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size    34443, 5301848 req, miss ratio 0.1188, byte miss ratio 0.1188
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size    68887, 5301848 req, miss ratio 0.0944, byte miss ratio 0.0944
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size   137774, 5301848 req, miss ratio 0.0729, byte miss ratio 0.0729
result/tencentBlock.ns18820.oracleGeneral.zst ARC cache size   275549, 5301848 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size      344, 5301848 req, miss ratio 0.4224, byte miss ratio 0.4224
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size     1033, 5301848 req, miss ratio 0.2818, byte miss ratio 0.2818
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size     3444, 5301848 req, miss ratio 0.1926, byte miss ratio 0.1926
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size    10333, 5301848 req, miss ratio 0.1623, byte miss ratio 0.1623
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size    34443, 5301848 req, miss ratio 0.1222, byte miss ratio 0.1222
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size    68887, 5301848 req, miss ratio 0.0938, byte miss ratio 0.0938
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size   137774, 5301848 req, miss ratio 0.0739, byte miss ratio 0.0739
result/tencentBlock.ns18820.oracleGeneral.zst S3FIFO-d-1 cache size   275549, 5301848 req, miss ratio 0.0655, byte miss ratio 0.0655
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size      344, 5301848 req, miss ratio 0.4480, byte miss ratio 0.4480
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size     1033, 5301848 req, miss ratio 0.2814, byte miss ratio 0.2814
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size     3444, 5301848 req, miss ratio 0.2028, byte miss ratio 0.2028
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size    10333, 5301848 req, miss ratio 0.1764, byte miss ratio 0.1764
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size    34443, 5301848 req, miss ratio 0.1324, byte miss ratio 0.1324
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size    68887, 5301848 req, miss ratio 0.0958, byte miss ratio 0.0958
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size   137774, 5301848 req, miss ratio 0.0728, byte miss ratio 0.0728
result/tencentBlock.ns18820.oracleGeneral.zst LRB cache size   275549, 5301848 req, miss ratio 0.0652, byte miss ratio 0.0652
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size      344, 5301848 req, miss ratio 0.4566, byte miss ratio 0.4566
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size     1033, 5301848 req, miss ratio 0.3016, byte miss ratio 0.3016
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size     3444, 5301848 req, miss ratio 0.1945, byte miss ratio 0.1945
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size    10333, 5301848 req, miss ratio 0.1696, byte miss ratio 0.1696
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size    34443, 5301848 req, miss ratio 0.1340, byte miss ratio 0.1340
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size    68887, 5301848 req, miss ratio 0.1016, byte miss ratio 0.1016
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size   137774, 5301848 req, miss ratio 0.0742, byte miss ratio 0.0742
result/tencentBlock.ns18820.oracleGeneral.zst S4LRU(25:25:25:25) cache size   275549, 5301848 req, miss ratio 0.0654, byte miss ratio 0.0654
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size      344, 5301848 req, miss ratio 0.4756, byte miss ratio 0.4756
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     1033, 5301848 req, miss ratio 0.3422, byte miss ratio 0.3422
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size     3444, 5301848 req, miss ratio 0.2164, byte miss ratio 0.2164
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    10333, 5301848 req, miss ratio 0.1795, byte miss ratio 0.1795
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    34443, 5301848 req, miss ratio 0.1381, byte miss ratio 0.1381
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size    68887, 5301848 req, miss ratio 0.1125, byte miss ratio 0.1125
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   137774, 5301848 req, miss ratio 0.0816, byte miss ratio 0.0816
result/tencentBlock.ns18820.oracleGeneral.zst FIFO_Merge_FREQUENCY cache size   275549, 5301848 req, miss ratio 0.0670, byte miss ratio 0.0670
result/tencentBlock.ns18820.oracleGeneral.zst B-LRU cache size      344, 5301848 req, miss ratio 0.4660, byte miss ratio 0.4660
result/tencentBlock.ns18820.oracleGeneral.zst B-LRU cache size     1033, 5301848 req, miss ratio 0.3424, byte miss ratio 0.3424
