result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size      116, 6722113 req, miss ratio 0.9699, byte miss ratio 0.9699
result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size      349, 6722113 req, miss ratio 0.8744, byte miss ratio 0.8744
result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size     1165, 6722113 req, miss ratio 0.1063, byte miss ratio 0.1063
result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size     3496, 6722113 req, miss ratio 0.0633, byte miss ratio 0.0633
result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size    11653, 6722113 req, miss ratio 0.0343, byte miss ratio 0.0343
result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size    23307, 6722113 req, miss ratio 0.0235, byte miss ratio 0.0235
result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size    46614, 6722113 req, miss ratio 0.0211, byte miss ratio 0.0211
result/tencentBlock.ns9220.oracleGeneral.zst Clock cache size    93228, 6722113 req, miss ratio 0.0177, byte miss ratio 0.0177
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size      116, 6722113 req, miss ratio 0.8373, byte miss ratio 0.8373
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size      349, 6722113 req, miss ratio 0.6442, byte miss ratio 0.6442
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size     1165, 6722113 req, miss ratio 0.0838, byte miss ratio 0.0838
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size     3496, 6722113 req, miss ratio 0.0611, byte miss ratio 0.0611
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size    11653, 6722113 req, miss ratio 0.0287, byte miss ratio 0.0287
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size    23307, 6722113 req, miss ratio 0.0226, byte miss ratio 0.0226
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size    46614, 6722113 req, miss ratio 0.0209, byte miss ratio 0.0209
result/tencentBlock.ns9220.oracleGeneral.zst ARC cache size    93228, 6722113 req, miss ratio 0.0177, byte miss ratio 0.0177
result/tencentBlock.ns9220.oracleGeneral.zst LeCaR cache size      116, 6722113 req, miss ratio 0.9613, byte miss ratio 0.9613
result/tencentBlock.ns9220.oracleGeneral.zst LeCaR cache size      349, 6722113 req, miss ratio 0.8475, byte miss ratio 0.8475
result/tencentBlock.ns9220.oracleGeneral.zst LeCaR cache size     1165, 6722113 req, miss ratio 0.0855, byte miss ratio 0.0855
result/tencentBlock.ns9220.oracleGeneral.zst LeCaR cache size     3496, 6722113 req, miss ratio 0.0624, byte miss ratio 0.0624
result/tencentBlock.ns9220.oracleGeneral.zst LeCaR cache size    11653, 6722113 req, miss ratio 0.0322, byte miss ratio 0.0322
result/tencentBlock.ns9220.oracleGeneral.zst LeCaR cache size    23307, 6722113 req, miss ratio 0.0237, byte miss ratio 0.0237
result/tencentBlock.ns9220.oracleGeneral.zst LeCaR cache size    46614, 6722113 req, miss ratio 0.0210, byte miss ratio 0.0210
