result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size      261, 2686389 req, miss ratio 0.5081, byte miss ratio 0.5081
result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size      783, 2686389 req, miss ratio 0.4052, byte miss ratio 0.4052
result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size     2610, 2686389 req, miss ratio 0.2728, byte miss ratio 0.2728
result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size     7830, 2686389 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size    26100, 2686389 req, miss ratio 0.1820, byte miss ratio 0.1820
result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size    52200, 2686389 req, miss ratio 0.1425, byte miss ratio 0.1425
result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size   104400, 2686389 req, miss ratio 0.1095, byte miss ratio 0.1095
result/tencentBlock.ns19840.oracleGeneral.zst LIRS cache size   208801, 2686389 req, miss ratio 0.0991, byte miss ratio 0.0991
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size      261, 2686389 req, miss ratio 0.5070, byte miss ratio 0.5070
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size      783, 2686389 req, miss ratio 0.4141, byte miss ratio 0.4141
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size     2610, 2686389 req, miss ratio 0.2894, byte miss ratio 0.2894
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size     7830, 2686389 req, miss ratio 0.2406, byte miss ratio 0.2406
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size    26100, 2686389 req, miss ratio 0.1765, byte miss ratio 0.1765
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size    52200, 2686389 req, miss ratio 0.1312, byte miss ratio 0.1312
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size   104400, 2686389 req, miss ratio 0.1026, byte miss ratio 0.1026
result/tencentBlock.ns19840.oracleGeneral.zst LRU cache size   208801, 2686389 req, miss ratio 0.0973, byte miss ratio 0.0973
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size      261, 2686389 req, miss ratio 0.4985, byte miss ratio 0.4985
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size      783, 2686389 req, miss ratio 0.4132, byte miss ratio 0.4132
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size     2610, 2686389 req, miss ratio 0.2820, byte miss ratio 0.2820
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size     7830, 2686389 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size    26100, 2686389 req, miss ratio 0.1794, byte miss ratio 0.1794
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size    52200, 2686389 req, miss ratio 0.1366, byte miss ratio 0.1366
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size   104400, 2686389 req, miss ratio 0.1049, byte miss ratio 0.1049
result/tencentBlock.ns19840.oracleGeneral.zst Clock cache size   208801, 2686389 req, miss ratio 0.0973, byte miss ratio 0.0973
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size      261, 2686389 req, miss ratio 0.4975, byte miss ratio 0.4975
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size      783, 2686389 req, miss ratio 0.4135, byte miss ratio 0.4135
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size     2610, 2686389 req, miss ratio 0.2672, byte miss ratio 0.2672
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size     7830, 2686389 req, miss ratio 0.2392, byte miss ratio 0.2392
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size    26100, 2686389 req, miss ratio 0.1805, byte miss ratio 0.1805
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size    52200, 2686389 req, miss ratio 0.1436, byte miss ratio 0.1436
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size   104400, 2686389 req, miss ratio 0.1053, byte miss ratio 0.1053
result/tencentBlock.ns19840.oracleGeneral.zst clock2 cache size   208801, 2686389 req, miss ratio 0.0973, byte miss ratio 0.0973
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size      261, 2686389 req, miss ratio 0.4963, byte miss ratio 0.4963
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size      783, 2686389 req, miss ratio 0.4135, byte miss ratio 0.4135
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size     2610, 2686389 req, miss ratio 0.2649, byte miss ratio 0.2649
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size     7830, 2686389 req, miss ratio 0.2392, byte miss ratio 0.2392
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size    26100, 2686389 req, miss ratio 0.1745, byte miss ratio 0.1745
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size    52200, 2686389 req, miss ratio 0.1301, byte miss ratio 0.1301
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size   104400, 2686389 req, miss ratio 0.1018, byte miss ratio 0.1018
result/tencentBlock.ns19840.oracleGeneral.zst LeCaR cache size   208801, 2686389 req, miss ratio 0.0973, byte miss ratio 0.0973
result/tencentBlock.ns19840.oracleGeneral.zst LHD cache size      261, 2686389 req, miss ratio 0.4932, byte miss ratio 0.4932
result/tencentBlock.ns19840.oracleGeneral.zst LHD cache size      783, 2686389 req, miss ratio 0.4119, byte miss ratio 0.4119
result/tencentBlock.ns19840.oracleGeneral.zst LHD cache size     2610, 2686389 req, miss ratio 0.2689, byte miss ratio 0.2689
result/tencentBlock.ns19840.oracleGeneral.zst LHD cache size     7830, 2686389 req, miss ratio 0.2349, byte miss ratio 0.2349
