result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size      270, 2974663 req, miss ratio 0.5123, byte miss ratio 0.5123
result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size      812, 2974663 req, miss ratio 0.3983, byte miss ratio 0.3983
result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size     2708, 2974663 req, miss ratio 0.2711, byte miss ratio 0.2711
result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size     8124, 2974663 req, miss ratio 0.2329, byte miss ratio 0.2329
result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size    27080, 2974663 req, miss ratio 0.1850, byte miss ratio 0.1850
result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size    54160, 2974663 req, miss ratio 0.1443, byte miss ratio 0.1443
result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size   108321, 2974663 req, miss ratio 0.1148, byte miss ratio 0.1148
result/tencentBlock.ns15640.oracleGeneral.zst LIRS cache size   216643, 2974663 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size      270, 2974663 req, miss ratio 0.5176, byte miss ratio 0.5176
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size      812, 2974663 req, miss ratio 0.4189, byte miss ratio 0.4189
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size     2708, 2974663 req, miss ratio 0.2663, byte miss ratio 0.2663
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size     8124, 2974663 req, miss ratio 0.2397, byte miss ratio 0.2397
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size    27080, 2974663 req, miss ratio 0.1789, byte miss ratio 0.1789
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size    54160, 2974663 req, miss ratio 0.1375, byte miss ratio 0.1375
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size   108321, 2974663 req, miss ratio 0.1080, byte miss ratio 0.1080
result/tencentBlock.ns15640.oracleGeneral.zst LeCaR cache size   216643, 2974663 req, miss ratio 0.0946, byte miss ratio 0.0946
result/tencentBlock.ns15640.oracleGeneral.zst clock2 cache size      270, 2974663 req, miss ratio 0.5177, byte miss ratio 0.5177
result/tencentBlock.ns15640.oracleGeneral.zst clock2 cache size      812, 2974663 req, miss ratio 0.4180, byte miss ratio 0.4180
result/tencentBlock.ns15640.oracleGeneral.zst clock2 cache size     2708, 2974663 req, miss ratio 0.2682, byte miss ratio 0.2682
result/tencentBlock.ns15640.oracleGeneral.zst clock2 cache size     8124, 2974663 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns15640.oracleGeneral.zst clock2 cache size    27080, 2974663 req, miss ratio 0.1840, byte miss ratio 0.1840
result/tencentBlock.ns15640.oracleGeneral.zst clock2 cache size    54160, 2974663 req, miss ratio 0.1449, byte miss ratio 0.1449
result/tencentBlock.ns15640.oracleGeneral.zst clock2 cache size   108321, 2974663 req, miss ratio 0.1088, byte miss ratio 0.1088
