result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size      208, 2087135 req, miss ratio 0.4442, byte miss ratio 0.4442
result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size      626, 2087135 req, miss ratio 0.3857, byte miss ratio 0.3857
result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size     2089, 2087135 req, miss ratio 0.2930, byte miss ratio 0.2930
result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size     6268, 2087135 req, miss ratio 0.2573, byte miss ratio 0.2573
result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size    20894, 2087135 req, miss ratio 0.2055, byte miss ratio 0.2055
result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size    41789, 2087135 req, miss ratio 0.1595, byte miss ratio 0.1595
result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size    83579, 2087135 req, miss ratio 0.1120, byte miss ratio 0.1120
result/tencentBlock.ns15082.oracleGeneral.zst LIRS cache size   167158, 2087135 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size      208, 2087135 req, miss ratio 0.4280, byte miss ratio 0.4280
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size      626, 2087135 req, miss ratio 0.3726, byte miss ratio 0.3726
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size     2089, 2087135 req, miss ratio 0.3165, byte miss ratio 0.3165
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size     6268, 2087135 req, miss ratio 0.2635, byte miss ratio 0.2635
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size    20894, 2087135 req, miss ratio 0.2045, byte miss ratio 0.2045
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size    41789, 2087135 req, miss ratio 0.1640, byte miss ratio 0.1640
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size    83579, 2087135 req, miss ratio 0.1145, byte miss ratio 0.1145
result/tencentBlock.ns15082.oracleGeneral.zst Clock cache size   167158, 2087135 req, miss ratio 0.1011, byte miss ratio 0.1011
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size      208, 2087135 req, miss ratio 0.5549, byte miss ratio 0.5549
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size      626, 2087135 req, miss ratio 0.4194, byte miss ratio 0.4194
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size     2089, 2087135 req, miss ratio 0.3414, byte miss ratio 0.3414
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size     6268, 2087135 req, miss ratio 0.2906, byte miss ratio 0.2906
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size    20894, 2087135 req, miss ratio 0.2252, byte miss ratio 0.2252
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size    41789, 2087135 req, miss ratio 0.1712, byte miss ratio 0.1712
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size    83579, 2087135 req, miss ratio 0.1300, byte miss ratio 0.1300
result/tencentBlock.ns15082.oracleGeneral.zst FIFO cache size   167158, 2087135 req, miss ratio 0.1076, byte miss ratio 0.1076
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size      208, 2087135 req, miss ratio 0.4340, byte miss ratio 0.4340
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size      626, 2087135 req, miss ratio 0.3720, byte miss ratio 0.3720
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size     2089, 2087135 req, miss ratio 0.3176, byte miss ratio 0.3176
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size     6268, 2087135 req, miss ratio 0.2654, byte miss ratio 0.2654
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size    20894, 2087135 req, miss ratio 0.2026, byte miss ratio 0.2026
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size    41789, 2087135 req, miss ratio 0.1540, byte miss ratio 0.1540
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size    83579, 2087135 req, miss ratio 0.1087, byte miss ratio 0.1087
result/tencentBlock.ns15082.oracleGeneral.zst LRU cache size   167158, 2087135 req, miss ratio 0.1005, byte miss ratio 0.1005
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size      208, 2087135 req, miss ratio 0.4084, byte miss ratio 0.4084
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size      626, 2087135 req, miss ratio 0.3697, byte miss ratio 0.3697
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size     2089, 2087135 req, miss ratio 0.2960, byte miss ratio 0.2960
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size     6268, 2087135 req, miss ratio 0.2577, byte miss ratio 0.2577
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size    20894, 2087135 req, miss ratio 0.2110, byte miss ratio 0.2110
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size    41789, 2087135 req, miss ratio 0.1534, byte miss ratio 0.1534
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size    83579, 2087135 req, miss ratio 0.1084, byte miss ratio 0.1084
result/tencentBlock.ns15082.oracleGeneral.zst Cacheus cache size   167158, 2087135 req, miss ratio 0.1013, byte miss ratio 0.1013
