result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size      570, 4386679 req, miss ratio 0.5708, byte miss ratio 0.5708
result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size     1712, 4386679 req, miss ratio 0.4027, byte miss ratio 0.4027
result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size     5706, 4386679 req, miss ratio 0.3312, byte miss ratio 0.3312
result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size    17120, 4386679 req, miss ratio 0.2931, byte miss ratio 0.2931
result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size    57067, 4386679 req, miss ratio 0.2296, byte miss ratio 0.2296
result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size   114135, 4386679 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size   228271, 4386679 req, miss ratio 0.1410, byte miss ratio 0.1410
result/tencentBlock.ns16049.oracleGeneral.zst Cacheus cache size   456542, 4386679 req, miss ratio 0.1308, byte miss ratio 0.1308
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size      570, 4386679 req, miss ratio 0.5636, byte miss ratio 0.5636
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size     1712, 4386679 req, miss ratio 0.3741, byte miss ratio 0.3741
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size     5706, 4386679 req, miss ratio 0.3309, byte miss ratio 0.3309
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size    17120, 4386679 req, miss ratio 0.2852, byte miss ratio 0.2852
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size    57067, 4386679 req, miss ratio 0.2312, byte miss ratio 0.2312
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size   114135, 4386679 req, miss ratio 0.1818, byte miss ratio 0.1818
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size   228271, 4386679 req, miss ratio 0.1408, byte miss ratio 0.1408
result/tencentBlock.ns16049.oracleGeneral.zst ARC cache size   456542, 4386679 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size      570, 4386679 req, miss ratio 0.5877, byte miss ratio 0.5877
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size     1712, 4386679 req, miss ratio 0.4232, byte miss ratio 0.4232
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size     5706, 4386679 req, miss ratio 0.3353, byte miss ratio 0.3353
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size    17120, 4386679 req, miss ratio 0.2943, byte miss ratio 0.2943
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size    57067, 4386679 req, miss ratio 0.2292, byte miss ratio 0.2292
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size   114135, 4386679 req, miss ratio 0.1775, byte miss ratio 0.1775
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size   228271, 4386679 req, miss ratio 0.1413, byte miss ratio 0.1413
result/tencentBlock.ns16049.oracleGeneral.zst LeCaR cache size   456542, 4386679 req, miss ratio 0.1308, byte miss ratio 0.1308
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size      570, 4386679 req, miss ratio 0.5862, byte miss ratio 0.5862
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size     1712, 4386679 req, miss ratio 0.4277, byte miss ratio 0.4277
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size     5706, 4386679 req, miss ratio 0.3343, byte miss ratio 0.3343
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size    17120, 4386679 req, miss ratio 0.3006, byte miss ratio 0.3006
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size    57067, 4386679 req, miss ratio 0.2348, byte miss ratio 0.2348
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size   114135, 4386679 req, miss ratio 0.1964, byte miss ratio 0.1964
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size   228271, 4386679 req, miss ratio 0.1434, byte miss ratio 0.1434
result/tencentBlock.ns16049.oracleGeneral.zst clock2 cache size   456542, 4386679 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size      570, 4386679 req, miss ratio 0.5669, byte miss ratio 0.5669
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size     1712, 4386679 req, miss ratio 0.3546, byte miss ratio 0.3546
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size     5706, 4386679 req, miss ratio 0.3319, byte miss ratio 0.3319
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size    17120, 4386679 req, miss ratio 0.2860, byte miss ratio 0.2860
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size    57067, 4386679 req, miss ratio 0.2416, byte miss ratio 0.2416
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size   114135, 4386679 req, miss ratio 0.1805, byte miss ratio 0.1805
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size   228271, 4386679 req, miss ratio 0.1426, byte miss ratio 0.1426
result/tencentBlock.ns16049.oracleGeneral.zst S3FIFO-1 cache size   456542, 4386679 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns16049.oracleGeneral.zst LHD cache size      570, 4386679 req, miss ratio 0.5877, byte miss ratio 0.5877
result/tencentBlock.ns16049.oracleGeneral.zst LHD cache size     1712, 4386679 req, miss ratio 0.4035, byte miss ratio 0.4035
result/tencentBlock.ns16049.oracleGeneral.zst LHD cache size     5706, 4386679 req, miss ratio 0.3331, byte miss ratio 0.3331
