result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size      100, 4038429 req, miss ratio 0.6406, byte miss ratio 0.6406
result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size      301, 4038429 req, miss ratio 0.4424, byte miss ratio 0.4424
result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size     1004, 4038429 req, miss ratio 0.2549, byte miss ratio 0.2549
result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size     3012, 4038429 req, miss ratio 0.2066, byte miss ratio 0.2066
result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size    10041, 4038429 req, miss ratio 0.1195, byte miss ratio 0.1195
result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size    20082, 4038429 req, miss ratio 0.0997, byte miss ratio 0.0997
result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size    40164, 4038429 req, miss ratio 0.0797, byte miss ratio 0.0797
result/tencentBlock.ns8581.oracleGeneral.zst S3FIFO-1 cache size    80328, 4038429 req, miss ratio 0.0273, byte miss ratio 0.0273
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size      100, 4038429 req, miss ratio 0.7437, byte miss ratio 0.7437
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size      301, 4038429 req, miss ratio 0.5503, byte miss ratio 0.5503
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size     1004, 4038429 req, miss ratio 0.2764, byte miss ratio 0.2764
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size     3012, 4038429 req, miss ratio 0.2523, byte miss ratio 0.2523
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size    10041, 4038429 req, miss ratio 0.1880, byte miss ratio 0.1880
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size    20082, 4038429 req, miss ratio 0.1088, byte miss ratio 0.1088
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size    40164, 4038429 req, miss ratio 0.0908, byte miss ratio 0.0908
result/tencentBlock.ns8581.oracleGeneral.zst clock2 cache size    80328, 4038429 req, miss ratio 0.0294, byte miss ratio 0.0294
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size      100, 4038429 req, miss ratio 0.6254, byte miss ratio 0.6254
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size      301, 4038429 req, miss ratio 0.5476, byte miss ratio 0.5476
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size     1004, 4038429 req, miss ratio 0.2657, byte miss ratio 0.2657
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size     3012, 4038429 req, miss ratio 0.2200, byte miss ratio 0.2200
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size    10041, 4038429 req, miss ratio 0.1334, byte miss ratio 0.1334
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size    20082, 4038429 req, miss ratio 0.1033, byte miss ratio 0.1033
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size    40164, 4038429 req, miss ratio 0.0762, byte miss ratio 0.0762
result/tencentBlock.ns8581.oracleGeneral.zst Cacheus cache size    80328, 4038429 req, miss ratio 0.0272, byte miss ratio 0.0272
result/tencentBlock.ns8581.oracleGeneral.zst FIFO cache size      100, 4038429 req, miss ratio 0.7818, byte miss ratio 0.7818
result/tencentBlock.ns8581.oracleGeneral.zst FIFO cache size      301, 4038429 req, miss ratio 0.6006, byte miss ratio 0.6006
