result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size      390, 3585005 req, miss ratio 0.5355, byte miss ratio 0.5355
result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size     1171, 3585005 req, miss ratio 0.4049, byte miss ratio 0.4049
result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size     3904, 3585005 req, miss ratio 0.3217, byte miss ratio 0.3217
result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size    11712, 3585005 req, miss ratio 0.2911, byte miss ratio 0.2911
result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size    39042, 3585005 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size    78084, 3585005 req, miss ratio 0.1833, byte miss ratio 0.1833
result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size   156168, 3585005 req, miss ratio 0.1230, byte miss ratio 0.1230
result/tencentBlock.ns11885.oracleGeneral.zst ARC cache size   312337, 3585005 req, miss ratio 0.1096, byte miss ratio 0.1096
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size      390, 3585005 req, miss ratio 0.5488, byte miss ratio 0.5488
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size     1171, 3585005 req, miss ratio 0.4537, byte miss ratio 0.4537
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size     3904, 3585005 req, miss ratio 0.3282, byte miss ratio 0.3282
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size    11712, 3585005 req, miss ratio 0.3053, byte miss ratio 0.3053
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size    39042, 3585005 req, miss ratio 0.2443, byte miss ratio 0.2443
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size    78084, 3585005 req, miss ratio 0.2077, byte miss ratio 0.2077
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size   156168, 3585005 req, miss ratio 0.1298, byte miss ratio 0.1298
result/tencentBlock.ns11885.oracleGeneral.zst clock2 cache size   312337, 3585005 req, miss ratio 0.1096, byte miss ratio 0.1096
result/tencentBlock.ns11885.oracleGeneral.zst LRU cache size      390, 3585005 req, miss ratio 0.5604, byte miss ratio 0.5604
result/tencentBlock.ns11885.oracleGeneral.zst LRU cache size     1171, 3585005 req, miss ratio 0.4601, byte miss ratio 0.4601
result/tencentBlock.ns11885.oracleGeneral.zst LRU cache size     3904, 3585005 req, miss ratio 0.3448, byte miss ratio 0.3448
result/tencentBlock.ns11885.oracleGeneral.zst LRU cache size    11712, 3585005 req, miss ratio 0.3047, byte miss ratio 0.3047
result/tencentBlock.ns11885.oracleGeneral.zst LRU cache size    39042, 3585005 req, miss ratio 0.2399, byte miss ratio 0.2399
