result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size      135, 1301139 req, miss ratio 0.5032, byte miss ratio 0.5032
result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size      407, 1301139 req, miss ratio 0.4807, byte miss ratio 0.4807
result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size     1356, 1301139 req, miss ratio 0.4733, byte miss ratio 0.4733
result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size     4070, 1301139 req, miss ratio 0.4718, byte miss ratio 0.4718
result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size    13569, 1301139 req, miss ratio 0.4679, byte miss ratio 0.4679
result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size    27139, 1301139 req, miss ratio 0.3710, byte miss ratio 0.3710
result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size    54279, 1301139 req, miss ratio 0.3072, byte miss ratio 0.3072
result/tencentBlock.ns19324.oracleGeneral.zst ARC cache size   108558, 1301139 req, miss ratio 0.1272, byte miss ratio 0.1272
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size      135, 1301139 req, miss ratio 0.5591, byte miss ratio 0.5591
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size      407, 1301139 req, miss ratio 0.4930, byte miss ratio 0.4930
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size     1356, 1301139 req, miss ratio 0.4773, byte miss ratio 0.4773
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size     4070, 1301139 req, miss ratio 0.4723, byte miss ratio 0.4723
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size    13569, 1301139 req, miss ratio 0.4710, byte miss ratio 0.4710
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size    27139, 1301139 req, miss ratio 0.4008, byte miss ratio 0.4008
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size    54279, 1301139 req, miss ratio 0.3221, byte miss ratio 0.3221
result/tencentBlock.ns19324.oracleGeneral.zst LRU cache size   108558, 1301139 req, miss ratio 0.1240, byte miss ratio 0.1240
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size      135, 1301139 req, miss ratio 0.5453, byte miss ratio 0.5453
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size      407, 1301139 req, miss ratio 0.4894, byte miss ratio 0.4894
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size     1356, 1301139 req, miss ratio 0.4755, byte miss ratio 0.4755
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size     4070, 1301139 req, miss ratio 0.4720, byte miss ratio 0.4720
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size    13569, 1301139 req, miss ratio 0.4563, byte miss ratio 0.4563
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size    27139, 1301139 req, miss ratio 0.3870, byte miss ratio 0.3870
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size    54279, 1301139 req, miss ratio 0.2910, byte miss ratio 0.2910
result/tencentBlock.ns19324.oracleGeneral.zst LHD cache size   108558, 1301139 req, miss ratio 0.1232, byte miss ratio 0.1232
result/tencentBlock.ns19324.oracleGeneral.zst LeCaR cache size      135, 1301139 req, miss ratio 0.5444, byte miss ratio 0.5444
result/tencentBlock.ns19324.oracleGeneral.zst LeCaR cache size      407, 1301139 req, miss ratio 0.4904, byte miss ratio 0.4904
