result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size      164, 4229235 req, miss ratio 0.4611, byte miss ratio 0.4611
result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size      493, 4229235 req, miss ratio 0.2405, byte miss ratio 0.2405
result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size     1643, 4229235 req, miss ratio 0.2084, byte miss ratio 0.2084
result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size     4930, 4229235 req, miss ratio 0.1734, byte miss ratio 0.1734
result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size    16433, 4229235 req, miss ratio 0.1199, byte miss ratio 0.1199
result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size    32867, 4229235 req, miss ratio 0.0842, byte miss ratio 0.0842
result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size    65734, 4229235 req, miss ratio 0.0455, byte miss ratio 0.0455
result/tencentBlock.ns18588.oracleGeneral.zst LRU cache size   131468, 4229235 req, miss ratio 0.0394, byte miss ratio 0.0394
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size      164, 4229235 req, miss ratio 0.3001, byte miss ratio 0.3001
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size      493, 4229235 req, miss ratio 0.2364, byte miss ratio 0.2364
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size     1643, 4229235 req, miss ratio 0.1941, byte miss ratio 0.1941
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size     4930, 4229235 req, miss ratio 0.1554, byte miss ratio 0.1554
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size    16433, 4229235 req, miss ratio 0.1186, byte miss ratio 0.1186
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size    32867, 4229235 req, miss ratio 0.0791, byte miss ratio 0.0791
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size    65734, 4229235 req, miss ratio 0.0450, byte miss ratio 0.0450
result/tencentBlock.ns18588.oracleGeneral.zst LHD cache size   131468, 4229235 req, miss ratio 0.0392, byte miss ratio 0.0392
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size      164, 4229235 req, miss ratio 0.4145, byte miss ratio 0.4145
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size      493, 4229235 req, miss ratio 0.2366, byte miss ratio 0.2366
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size     1643, 4229235 req, miss ratio 0.2058, byte miss ratio 0.2058
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size     4930, 4229235 req, miss ratio 0.1641, byte miss ratio 0.1641
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size    16433, 4229235 req, miss ratio 0.1235, byte miss ratio 0.1235
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size    32867, 4229235 req, miss ratio 0.0881, byte miss ratio 0.0881
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size    65734, 4229235 req, miss ratio 0.0450, byte miss ratio 0.0450
result/tencentBlock.ns18588.oracleGeneral.zst clock2 cache size   131468, 4229235 req, miss ratio 0.0397, byte miss ratio 0.0397
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size      164, 4229235 req, miss ratio 0.4295, byte miss ratio 0.4295
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size      493, 4229235 req, miss ratio 0.2385, byte miss ratio 0.2385
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size     1643, 4229235 req, miss ratio 0.2067, byte miss ratio 0.2067
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size     4930, 4229235 req, miss ratio 0.1693, byte miss ratio 0.1693
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size    16433, 4229235 req, miss ratio 0.1221, byte miss ratio 0.1221
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size    32867, 4229235 req, miss ratio 0.0863, byte miss ratio 0.0863
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size    65734, 4229235 req, miss ratio 0.0463, byte miss ratio 0.0463
result/tencentBlock.ns18588.oracleGeneral.zst Clock cache size   131468, 4229235 req, miss ratio 0.0397, byte miss ratio 0.0397
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size      164, 4229235 req, miss ratio 0.3760, byte miss ratio 0.3760
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size      493, 4229235 req, miss ratio 0.2382, byte miss ratio 0.2382
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size     1643, 4229235 req, miss ratio 0.2067, byte miss ratio 0.2067
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size     4930, 4229235 req, miss ratio 0.1632, byte miss ratio 0.1632
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size    16433, 4229235 req, miss ratio 0.1190, byte miss ratio 0.1190
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size    32867, 4229235 req, miss ratio 0.0831, byte miss ratio 0.0831
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size    65734, 4229235 req, miss ratio 0.0439, byte miss ratio 0.0439
result/tencentBlock.ns18588.oracleGeneral.zst LeCaR cache size   131468, 4229235 req, miss ratio 0.0394, byte miss ratio 0.0394
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size      164, 4229235 req, miss ratio 0.2731, byte miss ratio 0.2731
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size      493, 4229235 req, miss ratio 0.2329, byte miss ratio 0.2329
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size     1643, 4229235 req, miss ratio 0.1808, byte miss ratio 0.1808
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size     4930, 4229235 req, miss ratio 0.1530, byte miss ratio 0.1530
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size    16433, 4229235 req, miss ratio 0.1202, byte miss ratio 0.1202
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size    32867, 4229235 req, miss ratio 0.0823, byte miss ratio 0.0823
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size    65734, 4229235 req, miss ratio 0.0439, byte miss ratio 0.0439
result/tencentBlock.ns18588.oracleGeneral.zst ARC cache size   131468, 4229235 req, miss ratio 0.0397, byte miss ratio 0.0397
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size      164, 4229235 req, miss ratio 0.2788, byte miss ratio 0.2788
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size      493, 4229235 req, miss ratio 0.2327, byte miss ratio 0.2327
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size     1643, 4229235 req, miss ratio 0.1923, byte miss ratio 0.1923
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size     4930, 4229235 req, miss ratio 0.1543, byte miss ratio 0.1543
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size    16433, 4229235 req, miss ratio 0.1205, byte miss ratio 0.1205
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size    32867, 4229235 req, miss ratio 0.0821, byte miss ratio 0.0821
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size    65734, 4229235 req, miss ratio 0.0462, byte miss ratio 0.0462
result/tencentBlock.ns18588.oracleGeneral.zst Cacheus cache size   131468, 4229235 req, miss ratio 0.0402, byte miss ratio 0.0402
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size      164, 4229235 req, miss ratio 0.2779, byte miss ratio 0.2779
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size      493, 4229235 req, miss ratio 0.2361, byte miss ratio 0.2361
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size     1643, 4229235 req, miss ratio 0.1736, byte miss ratio 0.1736
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size     4930, 4229235 req, miss ratio 0.1503, byte miss ratio 0.1503
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size    16433, 4229235 req, miss ratio 0.1213, byte miss ratio 0.1213
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size    32867, 4229235 req, miss ratio 0.0814, byte miss ratio 0.0814
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size    65734, 4229235 req, miss ratio 0.0440, byte miss ratio 0.0440
result/tencentBlock.ns18588.oracleGeneral.zst S3FIFO-1 cache size   131468, 4229235 req, miss ratio 0.0397, byte miss ratio 0.0397
result/tencentBlock.ns18588.oracleGeneral.zst LIRS cache size      164, 4229235 req, miss ratio 0.2692, byte miss ratio 0.2692
result/tencentBlock.ns18588.oracleGeneral.zst LIRS cache size      493, 4229235 req, miss ratio 0.2396, byte miss ratio 0.2396
result/tencentBlock.ns18588.oracleGeneral.zst LIRS cache size     1643, 4229235 req, miss ratio 0.1858, byte miss ratio 0.1858
