result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size      249, 9277725 req, miss ratio 0.8106, byte miss ratio 0.8106
result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size      747, 9277725 req, miss ratio 0.7853, byte miss ratio 0.7853
result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size     2490, 9277725 req, miss ratio 0.5820, byte miss ratio 0.5820
result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size     7471, 9277725 req, miss ratio 0.1750, byte miss ratio 0.1750
result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size    24905, 9277725 req, miss ratio 0.0807, byte miss ratio 0.0807
result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size    49810, 9277725 req, miss ratio 0.0651, byte miss ratio 0.0651
result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size    99620, 9277725 req, miss ratio 0.0406, byte miss ratio 0.0406
result/tencentBlock.ns6923.oracleGeneral.zst LHD cache size   199240, 9277725 req, miss ratio 0.0275, byte miss ratio 0.0275
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size      249, 9277725 req, miss ratio 0.8013, byte miss ratio 0.8013
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size      747, 9277725 req, miss ratio 0.7886, byte miss ratio 0.7886
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size     2490, 9277725 req, miss ratio 0.7755, byte miss ratio 0.7755
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size     7471, 9277725 req, miss ratio 0.1582, byte miss ratio 0.1582
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size    24905, 9277725 req, miss ratio 0.0825, byte miss ratio 0.0825
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size    49810, 9277725 req, miss ratio 0.0711, byte miss ratio 0.0711
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size    99620, 9277725 req, miss ratio 0.0406, byte miss ratio 0.0406
result/tencentBlock.ns6923.oracleGeneral.zst LeCaR cache size   199240, 9277725 req, miss ratio 0.0274, byte miss ratio 0.0274
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size      249, 9277725 req, miss ratio 0.7897, byte miss ratio 0.7897
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size      747, 9277725 req, miss ratio 0.7708, byte miss ratio 0.7708
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size     2490, 9277725 req, miss ratio 0.7208, byte miss ratio 0.7208
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size     7471, 9277725 req, miss ratio 0.1712, byte miss ratio 0.1712
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size    24905, 9277725 req, miss ratio 0.0812, byte miss ratio 0.0812
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size    49810, 9277725 req, miss ratio 0.0682, byte miss ratio 0.0682
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size    99620, 9277725 req, miss ratio 0.0407, byte miss ratio 0.0407
result/tencentBlock.ns6923.oracleGeneral.zst Cacheus cache size   199240, 9277725 req, miss ratio 0.0275, byte miss ratio 0.0275
result/tencentBlock.ns6923.oracleGeneral.zst LRU cache size      249, 9277725 req, miss ratio 0.8039, byte miss ratio 0.8039
result/tencentBlock.ns6923.oracleGeneral.zst LRU cache size      747, 9277725 req, miss ratio 0.7984, byte miss ratio 0.7984
result/tencentBlock.ns6923.oracleGeneral.zst LRU cache size     2490, 9277725 req, miss ratio 0.7900, byte miss ratio 0.7900
result/tencentBlock.ns6923.oracleGeneral.zst LRU cache size     7471, 9277725 req, miss ratio 0.2054, byte miss ratio 0.2054
result/tencentBlock.ns6923.oracleGeneral.zst LRU cache size    24905, 9277725 req, miss ratio 0.0845, byte miss ratio 0.0845
result/tencentBlock.ns6923.oracleGeneral.zst LRU cache size    49810, 9277725 req, miss ratio 0.0734, byte miss ratio 0.0734
result/tencentBlock.ns6923.oracleGeneral.zst LRU cache size    99620, 9277725 req, miss ratio 0.0433, byte miss ratio 0.0433
