result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size      243, 3407080 req, miss ratio 0.3633, byte miss ratio 0.3633
result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size      730, 3407080 req, miss ratio 0.2621, byte miss ratio 0.2621
result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size     2435, 3407080 req, miss ratio 0.1956, byte miss ratio 0.1956
result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size     7307, 3407080 req, miss ratio 0.1567, byte miss ratio 0.1567
result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size    24359, 3407080 req, miss ratio 0.1157, byte miss ratio 0.1157
result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size    48718, 3407080 req, miss ratio 0.0928, byte miss ratio 0.0928
result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size    97437, 3407080 req, miss ratio 0.0809, byte miss ratio 0.0809
result/tencentBlock.ns6474.oracleGeneral.zst LeCaR cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size      243, 3407080 req, miss ratio 0.3451, byte miss ratio 0.3451
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size      730, 3407080 req, miss ratio 0.2411, byte miss ratio 0.2411
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size     2435, 3407080 req, miss ratio 0.1874, byte miss ratio 0.1874
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size     7307, 3407080 req, miss ratio 0.1532, byte miss ratio 0.1532
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size    24359, 3407080 req, miss ratio 0.1126, byte miss ratio 0.1126
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size    48718, 3407080 req, miss ratio 0.0905, byte miss ratio 0.0905
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size    97437, 3407080 req, miss ratio 0.0783, byte miss ratio 0.0783
result/tencentBlock.ns6474.oracleGeneral.zst ARC cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size      243, 3407080 req, miss ratio 0.3423, byte miss ratio 0.3423
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size      730, 3407080 req, miss ratio 0.2514, byte miss ratio 0.2514
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size     2435, 3407080 req, miss ratio 0.1932, byte miss ratio 0.1932
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size     7307, 3407080 req, miss ratio 0.1576, byte miss ratio 0.1576
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size    24359, 3407080 req, miss ratio 0.1148, byte miss ratio 0.1148
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size    48718, 3407080 req, miss ratio 0.0935, byte miss ratio 0.0935
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size    97437, 3407080 req, miss ratio 0.0813, byte miss ratio 0.0813
result/tencentBlock.ns6474.oracleGeneral.zst LIRS cache size   194875, 3407080 req, miss ratio 0.0758, byte miss ratio 0.0758
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size      243, 3407080 req, miss ratio 0.3627, byte miss ratio 0.3627
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size      730, 3407080 req, miss ratio 0.2484, byte miss ratio 0.2484
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size     2435, 3407080 req, miss ratio 0.1901, byte miss ratio 0.1901
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size     7307, 3407080 req, miss ratio 0.1539, byte miss ratio 0.1539
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size    24359, 3407080 req, miss ratio 0.1145, byte miss ratio 0.1145
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size    48718, 3407080 req, miss ratio 0.0943, byte miss ratio 0.0943
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size    97437, 3407080 req, miss ratio 0.0777, byte miss ratio 0.0777
result/tencentBlock.ns6474.oracleGeneral.zst Cacheus cache size   194875, 3407080 req, miss ratio 0.0733, byte miss ratio 0.0733
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size      243, 3407080 req, miss ratio 0.3399, byte miss ratio 0.3399
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size      730, 3407080 req, miss ratio 0.2408, byte miss ratio 0.2408
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size     2435, 3407080 req, miss ratio 0.1860, byte miss ratio 0.1860
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size     7307, 3407080 req, miss ratio 0.1488, byte miss ratio 0.1488
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size    24359, 3407080 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size    48718, 3407080 req, miss ratio 0.0912, byte miss ratio 0.0912
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size    97437, 3407080 req, miss ratio 0.0786, byte miss ratio 0.0786
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-1 cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size      243, 3407080 req, miss ratio 0.4315, byte miss ratio 0.4315
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size      730, 3407080 req, miss ratio 0.3004, byte miss ratio 0.3004
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size     2435, 3407080 req, miss ratio 0.2234, byte miss ratio 0.2234
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size     7307, 3407080 req, miss ratio 0.1757, byte miss ratio 0.1757
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size    24359, 3407080 req, miss ratio 0.1276, byte miss ratio 0.1276
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size    48718, 3407080 req, miss ratio 0.1015, byte miss ratio 0.1015
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size    97437, 3407080 req, miss ratio 0.0858, byte miss ratio 0.0858
result/tencentBlock.ns6474.oracleGeneral.zst FIFO cache size   194875, 3407080 req, miss ratio 0.0757, byte miss ratio 0.0757
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size      243, 3407080 req, miss ratio 0.3860, byte miss ratio 0.3860
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size      730, 3407080 req, miss ratio 0.2706, byte miss ratio 0.2706
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size     2435, 3407080 req, miss ratio 0.1998, byte miss ratio 0.1998
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size     7307, 3407080 req, miss ratio 0.1624, byte miss ratio 0.1624
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size    24359, 3407080 req, miss ratio 0.1175, byte miss ratio 0.1175
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size    48718, 3407080 req, miss ratio 0.0936, byte miss ratio 0.0936
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size    97437, 3407080 req, miss ratio 0.0828, byte miss ratio 0.0828
result/tencentBlock.ns6474.oracleGeneral.zst LRU cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size      243, 3407080 req, miss ratio 0.3788, byte miss ratio 0.3788
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size      730, 3407080 req, miss ratio 0.2682, byte miss ratio 0.2682
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size     2435, 3407080 req, miss ratio 0.1990, byte miss ratio 0.1990
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size     7307, 3407080 req, miss ratio 0.1641, byte miss ratio 0.1641
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size    24359, 3407080 req, miss ratio 0.1148, byte miss ratio 0.1148
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size    48718, 3407080 req, miss ratio 0.0948, byte miss ratio 0.0948
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size    97437, 3407080 req, miss ratio 0.0824, byte miss ratio 0.0824
result/tencentBlock.ns6474.oracleGeneral.zst Clock cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size      243, 3407080 req, miss ratio 0.3705, byte miss ratio 0.3705
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size      730, 3407080 req, miss ratio 0.2643, byte miss ratio 0.2643
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size     2435, 3407080 req, miss ratio 0.1979, byte miss ratio 0.1979
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size     7307, 3407080 req, miss ratio 0.1642, byte miss ratio 0.1642
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size    24359, 3407080 req, miss ratio 0.1166, byte miss ratio 0.1166
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size    48718, 3407080 req, miss ratio 0.0942, byte miss ratio 0.0942
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size    97437, 3407080 req, miss ratio 0.0796, byte miss ratio 0.0796
result/tencentBlock.ns6474.oracleGeneral.zst clock2 cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size      243, 3407080 req, miss ratio 0.3530, byte miss ratio 0.3530
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size      730, 3407080 req, miss ratio 0.2570, byte miss ratio 0.2570
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size     2435, 3407080 req, miss ratio 0.1920, byte miss ratio 0.1920
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size     7307, 3407080 req, miss ratio 0.1543, byte miss ratio 0.1543
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size    24359, 3407080 req, miss ratio 0.1165, byte miss ratio 0.1165
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size    48718, 3407080 req, miss ratio 0.0921, byte miss ratio 0.0921
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size    97437, 3407080 req, miss ratio 0.0808, byte miss ratio 0.0808
result/tencentBlock.ns6474.oracleGeneral.zst LHD cache size   194875, 3407080 req, miss ratio 0.0726, byte miss ratio 0.0726
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size      243, 3407080 req, miss ratio 0.3409, byte miss ratio 0.3409
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size      730, 3407080 req, miss ratio 0.2407, byte miss ratio 0.2407
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size     2435, 3407080 req, miss ratio 0.1858, byte miss ratio 0.1858
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size     7307, 3407080 req, miss ratio 0.1486, byte miss ratio 0.1486
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size    24359, 3407080 req, miss ratio 0.1129, byte miss ratio 0.1129
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size    48718, 3407080 req, miss ratio 0.0913, byte miss ratio 0.0913
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size    97437, 3407080 req, miss ratio 0.0785, byte miss ratio 0.0785
result/tencentBlock.ns6474.oracleGeneral.zst S3FIFO-d-1 cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size      243, 3407080 req, miss ratio 0.3787, byte miss ratio 0.3787
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size      730, 3407080 req, miss ratio 0.2502, byte miss ratio 0.2502
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size     2435, 3407080 req, miss ratio 0.1842, byte miss ratio 0.1842
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size     7307, 3407080 req, miss ratio 0.1509, byte miss ratio 0.1509
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size    24359, 3407080 req, miss ratio 0.1194, byte miss ratio 0.1194
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size    48718, 3407080 req, miss ratio 0.1038, byte miss ratio 0.1038
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size    97437, 3407080 req, miss ratio 0.0925, byte miss ratio 0.0925
result/tencentBlock.ns6474.oracleGeneral.zst LRB cache size   194875, 3407080 req, miss ratio 0.0718, byte miss ratio 0.0718
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size      243, 3407080 req, miss ratio 0.3587, byte miss ratio 0.3587
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size      730, 3407080 req, miss ratio 0.2681, byte miss ratio 0.2681
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size     2435, 3407080 req, miss ratio 0.1970, byte miss ratio 0.1970
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size     7307, 3407080 req, miss ratio 0.1583, byte miss ratio 0.1583
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size    24359, 3407080 req, miss ratio 0.1170, byte miss ratio 0.1170
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size    48718, 3407080 req, miss ratio 0.0956, byte miss ratio 0.0956
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size    97437, 3407080 req, miss ratio 0.0780, byte miss ratio 0.0780
result/tencentBlock.ns6474.oracleGeneral.zst S4LRU(25:25:25:25) cache size   194875, 3407080 req, miss ratio 0.0719, byte miss ratio 0.0719
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size      243, 3407080 req, miss ratio 0.3900, byte miss ratio 0.3900
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size      730, 3407080 req, miss ratio 0.2765, byte miss ratio 0.2765
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size     2435, 3407080 req, miss ratio 0.2094, byte miss ratio 0.2094
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size     7307, 3407080 req, miss ratio 0.1723, byte miss ratio 0.1723
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size    24359, 3407080 req, miss ratio 0.1307, byte miss ratio 0.1307
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size    48718, 3407080 req, miss ratio 0.1106, byte miss ratio 0.1106
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size    97437, 3407080 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns6474.oracleGeneral.zst B-LRU cache size   194875, 3407080 req, miss ratio 0.1046, byte miss ratio 0.1046
result/tencentBlock.ns6474.oracleGeneral.zst TwoQ cache size      243, 3407080 req, miss ratio 0.3435, byte miss ratio 0.3435
result/tencentBlock.ns6474.oracleGeneral.zst TwoQ cache size      730, 3407080 req, miss ratio 0.2473, byte miss ratio 0.2473
result/tencentBlock.ns6474.oracleGeneral.zst TwoQ cache size     2435, 3407080 req, miss ratio 0.1843, byte miss ratio 0.1843
