result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size      363, 3506320 req, miss ratio 0.5233, byte miss ratio 0.5233
result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size     1090, 3506320 req, miss ratio 0.4351, byte miss ratio 0.4351
result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size     3635, 3506320 req, miss ratio 0.3131, byte miss ratio 0.3131
result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size    10906, 3506320 req, miss ratio 0.2775, byte miss ratio 0.2775
result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size    36355, 3506320 req, miss ratio 0.2185, byte miss ratio 0.2185
result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size    72710, 3506320 req, miss ratio 0.1836, byte miss ratio 0.1836
result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size   145421, 3506320 req, miss ratio 0.1135, byte miss ratio 0.1135
result/tencentBlock.ns19597.oracleGeneral.zst LRU cache size   290843, 3506320 req, miss ratio 0.1040, byte miss ratio 0.1040
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size      363, 3506320 req, miss ratio 0.5039, byte miss ratio 0.5039
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size     1090, 3506320 req, miss ratio 0.4002, byte miss ratio 0.4002
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size     3635, 3506320 req, miss ratio 0.2918, byte miss ratio 0.2918
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size    10906, 3506320 req, miss ratio 0.2667, byte miss ratio 0.2667
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size    36355, 3506320 req, miss ratio 0.2160, byte miss ratio 0.2160
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size    72710, 3506320 req, miss ratio 0.1754, byte miss ratio 0.1754
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size   145421, 3506320 req, miss ratio 0.1133, byte miss ratio 0.1133
result/tencentBlock.ns19597.oracleGeneral.zst Cacheus cache size   290843, 3506320 req, miss ratio 0.1040, byte miss ratio 0.1040
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size      363, 3506320 req, miss ratio 0.5219, byte miss ratio 0.5219
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size     1090, 3506320 req, miss ratio 0.3824, byte miss ratio 0.3824
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size     3635, 3506320 req, miss ratio 0.3027, byte miss ratio 0.3027
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size    10906, 3506320 req, miss ratio 0.2711, byte miss ratio 0.2711
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size    36355, 3506320 req, miss ratio 0.2241, byte miss ratio 0.2241
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size    72710, 3506320 req, miss ratio 0.1788, byte miss ratio 0.1788
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size   145421, 3506320 req, miss ratio 0.1256, byte miss ratio 0.1256
result/tencentBlock.ns19597.oracleGeneral.zst LIRS cache size   290843, 3506320 req, miss ratio 0.1079, byte miss ratio 0.1079
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size      363, 3506320 req, miss ratio 0.6304, byte miss ratio 0.6304
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size     1090, 3506320 req, miss ratio 0.4822, byte miss ratio 0.4822
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size     3635, 3506320 req, miss ratio 0.3633, byte miss ratio 0.3633
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size    10906, 3506320 req, miss ratio 0.3025, byte miss ratio 0.3025
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size    36355, 3506320 req, miss ratio 0.2326, byte miss ratio 0.2326
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size    72710, 3506320 req, miss ratio 0.1714, byte miss ratio 0.1714
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size   145421, 3506320 req, miss ratio 0.1338, byte miss ratio 0.1338
result/tencentBlock.ns19597.oracleGeneral.zst FIFO cache size   290843, 3506320 req, miss ratio 0.1143, byte miss ratio 0.1143
result/tencentBlock.ns19597.oracleGeneral.zst LeCaR cache size      363, 3506320 req, miss ratio 0.5188, byte miss ratio 0.5188
result/tencentBlock.ns19597.oracleGeneral.zst LeCaR cache size     1090, 3506320 req, miss ratio 0.4336, byte miss ratio 0.4336
result/tencentBlock.ns19597.oracleGeneral.zst LeCaR cache size     3635, 3506320 req, miss ratio 0.2956, byte miss ratio 0.2956
result/tencentBlock.ns19597.oracleGeneral.zst LeCaR cache size    10906, 3506320 req, miss ratio 0.2774, byte miss ratio 0.2774
result/tencentBlock.ns19597.oracleGeneral.zst LeCaR cache size    36355, 3506320 req, miss ratio 0.2181, byte miss ratio 0.2181
result/tencentBlock.ns19597.oracleGeneral.zst LeCaR cache size    72710, 3506320 req, miss ratio 0.1822, byte miss ratio 0.1822
result/tencentBlock.ns19597.oracleGeneral.zst LeCaR cache size   145421, 3506320 req, miss ratio 0.1130, byte miss ratio 0.1130
